Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.961128,[18 49] ; [102  66],[34.21276596 32.78723404] ; [85.78723404 82.21276596],1
r3,1,3e-06,21.567108,[46 21] ; [155  13],[57.30638298  9.69361702] ; [143.69361702  24.30638298],1
p10,1,2e-05,18.20331,[26 40] ; [115  50],[40.28571429 25.71428571] ; [100.71428571  64.28571429],1
r4,1,0.000101,15.116267,[40 27] ; [141  28],[51.38559322 15.61440678] ; [129.61440678  39.38559322],1
p11,1,0.000149,14.385737,[29 38] ; [118  51],[41.73305085 25.26694915] ; [105.26694915  63.73305085],1
n5,1,0.000597,11.785494,[31 34] ; [121  48],[42.22222222 22.77777778] ; [109.77777778  59.22222222],1
v2,1,0.004699,7.991687,[16 48] ; [74 89],[25.37444934 38.62555066] ; [64.62555066 98.37444934],0
p9,1,0.004946,7.899115,[35 31] ; [120  46],[44.09482759 21.90517241] ; [110.90517241  55.09482759],0
b1,1,0.006504,7.405177,[38 29] ; [ 63 106],[28.67372881 38.32627119] ; [72.32627119 96.67372881],0
v4,1,0.007341,7.187652,[51 15] ; [152  16],[57.25641026  8.74358974] ; [145.74358974  22.25641026],0
s8,1,0.011962,6.316427,[11 56] ; [ 55 113],[18.81702128 48.18297872] ; [ 47.18297872 120.81702128],0
r2,1,0.020049,5.407658,[52 15] ; [150  18],[57.59148936  9.40851064] ; [144.40851064  23.59148936],0
p7,1,0.028913,4.772768,[19 46] ; [75 92],[26.3362069 38.6637931] ; [67.6637931 99.3362069],0
p4,1,0.030992,4.653409,[15 51] ; [ 63 105],[22. 44.] ; [ 56. 112.],0
s5,1,0.03322,4.534409,[ 8 56] ; [ 42 123],[13.97379913 50.02620087] ; [ 36.02620087 128.97379913],0
p2,1,0.035365,4.427472,[38 29] ; [120  49],[44.8559322 22.1440678] ; [113.1440678  55.8559322],0
n4,1,0.035755,4.408746,[37 30] ; [117  51],[43.90638298 23.09361702] ; [110.09361702  57.90638298],0
p3,1,0.063419,3.445647,[14 53] ; [ 56 113],[19.87288136 47.12711864] ; [ 50.12711864 118.87288136],0
a1,1,0.06446,3.418739,[ 7 60] ; [  7 162],[ 3.97457627 63.02542373] ; [ 10.02542373 158.97457627],0
p6,1,0.088783,2.896295,[ 8 59] ; [ 36 131],[12.5982906 54.4017094] ; [ 31.4017094 135.5982906],0
r1,1,0.094213,2.800865,[38 29] ; [114  53],[43.52136752 23.47863248] ; [108.47863248  58.52136752],0
s7,1,0.11503,2.483724,[15 47] ; [ 57 105],[19.92857143 42.07142857] ; [ 52.07142857 109.92857143],0
b5,1,0.129259,2.301377,[34 33] ; [104  65],[39.1779661 27.8220339] ; [98.8220339 70.1779661],0
d5,1,0.141099,2.165933,[32 35] ; [98 70],[37.06382979 29.93617021] ; [92.93617021 75.06382979],0
s2,1,0.156015,2.012428,[20 47] ; [ 66 100],[24.72961373 42.27038627] ; [ 61.27038627 104.72961373],0
b3,1,0.179786,1.79939,[ 9 27] ; [37 62],[12.26666667 23.73333333] ; [33.73333333 65.26666667],0
b2,1,0.179786,1.79939,[ 9 27] ; [37 62],[12.26666667 23.73333333] ; [33.73333333 65.26666667],0
v3,1,0.182517,1.777005,[14 49] ; [ 52 115],[18.07826087 44.92173913] ; [ 47.92173913 119.07826087],0
u2,1,0.190713,1.7121,[17 12] ; [30 38],[14.05154639 14.94845361] ; [32.94845361 35.05154639],0
a7,1,0.219779,1.505815,[34 33] ; [100  68],[38.20425532 28.79574468] ; [95.79574468 72.20425532],0
v1,1,0.261014,1.263369,[25 41] ; [75 88],[28.8209607 37.1790393] ; [71.1790393 91.8209607],0
n3,1,0.302405,1.063557,[18  9] ; [38 11],[19.89473684  7.10526316] ; [36.10526316 12.89473684],0
n2,1,0.388747,0.742857,[20  8] ; [40 10],[21.53846154  6.46153846] ; [38.46153846 11.53846154],0
p12,1,0.409507,0.68023,[ 1 65] ; [  6 163],[ 1.96595745 64.03404255] ; [  5.03404255 163.96595745],0
d4,1,0.414427,0.666066,[40 27] ; [91 78],[37.19067797 29.80932203] ; [93.80932203 75.19067797],0
u3,1,0.418781,0.653734,[17 13] ; [33 36],[15.15151515 14.84848485] ; [34.84848485 34.15151515],0
b4,1,0.445713,0.581531,[36 31] ; [100  69],[38.61016949 28.38983051] ; [97.38983051 71.61016949],0
s3,1,0.50396,0.446588,[29 37] ; [81 85],[31.29310345 34.70689655] ; [78.70689655 87.29310345],0
a5,1,0.522239,0.409469,[31 36] ; [86 83],[33.21610169 33.78389831] ; [83.78389831 85.21610169],0
a4,1,0.530338,0.393745,[19 48] ; [ 41 127],[17.10638298 49.89361702] ; [ 42.89361702 125.10638298],0
p5,1,0.542373,0.37116,[ 2 65] ; [  8 160],[ 2.85106383 64.14893617] ; [  7.14893617 160.85106383],0
a8,1,0.600206,0.274685,[10 54] ; [ 21 141],[ 8.77876106 55.22123894] ; [ 22.22123894 139.77876106],0
a2,1,0.660803,0.19255,[ 5 62] ; [ 10 159],[ 4.25847458 62.74152542] ; [ 10.74152542 158.25847458],0
a3,1,0.689044,0.160122,[37 29] ; [99 69],[38.35897436 27.64102564] ; [97.64102564 70.35897436],0
a6,1,0.689623,0.159494,[38 29] ; [91 78],[36.62288136 30.37711864] ; [92.37711864 76.62288136],0
s4,1,0.713236,0.135067,[11 56] ; [ 31 137],[11.97446809 55.02553191] ; [ 30.02553191 137.97446809],0
n1,1,0.76683,0.087926,[ 9 18] ; [18 31],[ 9.59210526 17.40789474] ; [17.40789474 31.59210526],0
u1,1,0.82872,0.046804,[ 2 65] ; [  6 163],[ 2.27118644 64.72881356] ; [  5.72881356 163.27118644],0
d2,1,0.866073,0.028442,[13 54] ; [ 31 137],[12.54468085 54.45531915] ; [ 31.45531915 136.54468085],0
s1,1,0.896815,0.016818,[ 3 64] ; [  8 156],[ 3.19047619 63.80952381] ; [  7.80952381 156.19047619],0
d3,1,0.908566,0.01319,[25 41] ; [ 65 103],[25.38461538 40.61538462] ; [ 64.61538462 103.38461538],0
p1,1,0.966696,0.001743,[ 4 62] ; [ 10 159],[ 3.93191489 62.06808511] ; [ 10.06808511 158.93191489],0
