Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,86.418159,[92  9] ; [19 62],[61.5989011 39.4010989] ; [49.4010989 31.5989011],1
p11,1,0.000469,12.233185,[73 28] ; [39 44],[61.47826087 39.52173913] ; [50.52173913 32.47826087],1
r2,1,0.001064,10.713054,[95  5] ; [64 17],[87.84530387 12.15469613] ; [71.15469613  9.84530387],0
a7,1,0.001964,9.582703,[80 20] ; [49 34],[70.49180328 29.50819672] ; [58.50819672 24.49180328],0
p2,1,0.001978,9.570283,[79 21] ; [48 35],[69.3989071 30.6010929] ; [57.6010929 25.3989071],0
v4,1,0.002382,9.228835,[92  7] ; [64 19],[84.85714286 14.14285714] ; [71.14285714 11.85714286],0
b1,1,0.002404,9.211995,[29 72] ; [42 41],[38.97282609 62.02717391] ; [32.02717391 50.97282609],0
n6,1,0.005705,7.641186,[69 32] ; [40 43],[59.83152174 41.16847826] ; [49.16847826 33.83152174],0
r4,1,0.020904,5.334756,[82 19] ; [55 28],[75.20108696 25.79891304] ; [61.79891304 21.20108696],0
p8,1,0.020973,5.329049,[46 54] ; [24 58],[38.46153846 61.53846154] ; [31.53846154 50.46153846],0
d5,1,0.022916,5.17487,[79 21] ; [53 30],[72.13114754 27.86885246] ; [59.86885246 23.13114754],0
p7,1,0.034112,4.489069,[56 45] ; [33 50],[48.85326087 52.14673913] ; [40.14673913 42.85326087],0
s6,1,0.040922,4.17926,[47 52] ; [27 56],[40.25274725 58.74725275] ; [33.74725275 49.25274725],0
u3,1,0.046974,3.946318,[24 13] ; [15 21],[19.76712329 17.23287671] ; [19.23287671 16.76712329],0
u2,1,0.064202,3.425371,[24 14] ; [15 21],[20.02702703 17.97297297] ; [18.97297297 17.02702703],0
s5,1,0.065321,3.396855,[26 69] ; [13 69],[20.93220339 74.06779661] ; [18.06779661 63.93220339],0
d3,1,0.069198,3.30195,[74 26] ; [51 32],[68.30601093 31.69398907] ; [56.69398907 26.30601093],0
s2,1,0.07378,3.196846,[35 65] ; [19 64],[29.50819672 70.49180328] ; [24.49180328 58.50819672],0
r1,1,0.1382,2.197887,[74 26] ; [53 30],[69.3989071 30.6010929] ; [57.6010929 25.3989071],0
p12,1,0.158698,1.98659,[ 5 96] ; [ 1 81],[ 3.31147541 97.68852459] ; [ 2.68852459 79.31147541],0
d1,1,0.163722,1.93951,[53 48] ; [35 48],[48.30434783 52.69565217] ; [39.69565217 43.30434783],0
u1,1,0.202818,1.621967,[ 4 97] ; [ 7 76],[ 6.03804348 94.96195652] ; [ 4.96195652 78.03804348],0
r3,1,0.236903,1.39893,[93  8] ; [72 11],[90.57065217 10.42934783] ; [74.42934783  8.57065217],0
a5,1,0.263342,1.251103,[63 38] ; [45 38],[59.2826087 41.7173913] ; [48.7173913 34.2826087],0
s4,1,0.265089,1.241985,[21 80] ; [12 71],[18.11413043 82.88586957] ; [14.88586957 68.11413043],0
p4,1,0.303218,1.059988,[42 59] ; [28 54],[38.63387978 62.36612022] ; [31.36612022 50.63387978],0
d4,1,0.309377,1.033333,[85 16] ; [65 18],[82.33695652 18.66304348] ; [67.66304348 15.33695652],0
s3,1,0.319956,0.989126,[41 57] ; [28 53],[37.77653631 60.22346369] ; [31.22346369 49.77653631],0
s1,1,0.330473,0.947044,[ 4 97] ; [ 6 77],[ 5.48913043 95.51086957] ; [ 4.51086957 78.48913043],0
a6,1,0.339433,0.912573,[63 38] ; [46 37],[59.83152174 41.16847826] ; [49.16847826 33.83152174],0
s7,1,0.39709,0.717121,[24 76] ; [14 61],[21.71428571 78.28571429] ; [16.28571429 58.71428571],0
d2,1,0.406271,0.689687,[33 68] ; [32 51],[35.67934783 65.32065217] ; [29.32065217 53.67934783],0
n1,1,0.438074,0.601321,[ 5 21] ; [10 26],[ 6.29032258 19.70967742] ; [ 8.70967742 27.29032258],0
a8,1,0.502518,0.449616,[ 2 91] ; [ 3 74],[ 2.73529412 90.26470588] ; [ 2.26470588 74.73529412],0
p3,1,0.550531,0.356367,[35 66] ; [25 57],[33.1147541 67.8852459] ; [26.8852459 55.1147541],0
p6,1,0.568431,0.325314,[22 77] ; [15 65],[20.46368715 78.53631285] ; [16.53631285 63.46368715],0
a3,1,0.576998,0.311112,[62 39] ; [47 35],[60.15846995 40.84153005] ; [48.84153005 33.15846995],0
n4,1,0.584258,0.299401,[35 66] ; [32 51],[36.77717391 64.22282609] ; [30.22282609 52.77717391],0
b4,1,0.624599,0.239456,[62 39] ; [48 35],[60.38043478 40.61956522] ; [49.61956522 33.38043478],0
a4,1,0.633223,0.227715,[35 66] ; [26 57],[33.48369565 67.51630435] ; [27.51630435 55.48369565],0
v1,1,0.64626,0.210648,[35 64] ; [26 55],[33.55 65.45] ; [27.45 53.55],0
b2,1,0.764651,0.089628,[13 32] ; [12 34],[12.36263736 32.63736264] ; [12.63736264 33.36263736],0
b3,1,0.764651,0.089628,[13 32] ; [12 34],[12.36263736 32.63736264] ; [12.63736264 33.36263736],0
n3,1,0.775097,0.081633,[18  7] ; [24 11],[17.5  7.5] ; [24.5 10.5],0
a2,1,0.80597,0.060333,[11 90] ; [10 73],[11.52717391 89.47282609] ; [ 9.47282609 73.52717391],0
v2,1,0.891408,0.018638,[45 50] ; [38 44],[44.5480226 50.4519774] ; [38.4519774 43.5480226],0
a1,1,0.902852,0.014899,[ 4 97] ; [ 3 80],[ 3.8423913 97.1576087] ; [ 3.1576087 79.8423913],0
n2,1,0.916303,0.011044,[16 10] ; [22 13],[16.19672131  9.80327869] ; [21.80327869 13.19672131],0
v3,1,0.920576,0.009942,[23 74] ; [19 59],[23.28 73.72] ; [18.72 59.28],0
b5,1,0.959488,0.00258,[60 41] ; [49 34],[59.83152174 41.16847826] ; [49.16847826 33.83152174],0
p1,1,0.969882,0.001426,[ 5 95] ; [ 4 78],[ 4.94505495 95.05494505] ; [ 4.05494505 77.94505495],0
