Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000194,13.887872,[21  7] ; [ 2 12],[15.33333333 12.66666667] ; [7.66666667 6.33333333],1
d1,1,0.000942,10.9375,[17 11] ; [ 1 13],[12. 16.] ; [6. 8.],1
n5,1,0.001858,9.684706,[12 16] ; [13  1],[16.66666667 11.33333333] ; [8.33333333 5.66666667],0
r3,1,0.004375,8.121281,[17 11] ; [ 2 12],[12.66666667 15.33333333] ; [6.33333333 7.66666667],0
a1,1,0.005012,7.875,[ 1 27] ; [5 9],[ 4. 24.] ; [ 2. 12.],0
d3,1,0.024653,5.048077,[14 14] ; [ 2 12],[10.66666667 17.33333333] ; [5.33333333 8.66666667],0
a5,1,0.028914,4.772727,[18 10] ; [ 4 10],[14.66666667 13.33333333] ; [7.33333333 6.66666667],0
d2,1,0.058253,3.586439,[18  9] ; [5 9],[15.14634146 11.85365854] ; [7.85365854 6.14634146],0
v2,1,0.059504,3.551149,[10 18] ; [ 1 12],[ 7.51219512 20.48780488] ; [3.48780488 9.51219512],0
b4,1,0.072267,3.230769,[20  8] ; [6 8],[17.33333333 10.66666667] ; [8.66666667 5.33333333],0
s3,1,0.084308,2.979824,[11 16] ; [ 2 12],[ 8.56097561 18.43902439] ; [4.43902439 9.56097561],0
p11,1,0.098514,2.729443,[11 17] ; [ 2 12],[ 8.66666667 19.33333333] ; [4.33333333 9.66666667],0
s1,1,0.143235,2.142857,[ 3 25] ; [ 4 10],[ 4.66666667 23.33333333] ; [ 2.33333333 11.66666667],0
p3,1,0.164742,1.930147,[ 7 21] ; [ 1 13],[ 5.33333333 22.66666667] ; [ 2.66666667 11.33333333],0
b5,1,0.185877,1.75,[14 14] ; [ 4 10],[12. 16.] ; [6. 8.],0
s2,1,0.241567,1.371429,[ 6 22] ; [ 1 13],[ 4.66666667 23.33333333] ; [ 2.33333333 11.66666667],0
n4,1,0.24716,1.339286,[17 11] ; [11  3],[18.66666667  9.33333333] ; [9.33333333 4.66666667],0
r1,1,0.24716,1.339286,[11 17] ; [ 3 11],[ 9.33333333 18.66666667] ; [4.66666667 9.33333333],0
p1,1,0.26638,1.235294,[ 4 24] ; [ 4 10],[ 5.33333333 22.66666667] ; [ 2.66666667 11.33333333],0
a3,1,0.272809,1.202569,[18 10] ; [6 7],[16.3902439 11.6097561] ; [7.6097561 5.3902439],0
v1,1,0.291875,1.110951,[ 4 23] ; [ 4 10],[ 5.26829268 21.73170732] ; [ 2.73170732 11.26829268],0
s6,1,0.305507,1.05,[ 8 20] ; [ 2 12],[ 6.66666667 21.33333333] ; [ 3.33333333 10.66666667],0
n6,1,0.323141,0.97619,[12 15] ; [ 4 10],[10.53658537 16.46341463] ; [5.46341463 8.53658537],0
s7,1,0.329501,0.950857,[ 7 18] ; [ 2 12],[ 5.76923077 19.23076923] ; [ 3.23076923 10.76923077],0
a8,1,0.349575,0.875,[ 5 23] ; [ 1 13],[ 4. 24.] ; [ 2. 12.],0
s4,1,0.349575,0.875,[ 3 25] ; [ 3 11],[ 4. 24.] ; [ 2. 12.],0
a7,1,0.380564,0.768879,[14 14] ; [5 9],[12.66666667 15.33333333] ; [6.33333333 7.66666667],0
u3,1,0.396144,0.72,[1 9] ; [2 6],[1.66666667 8.33333333] ; [1.33333333 6.66666667],0
p7,1,0.425031,0.636364,[ 7 21] ; [ 2 12],[ 6. 22.] ; [ 3. 11.],0
b3,1,0.429195,0.625,[ 7 13] ; [5 5],[ 8. 12.] ; [4. 6.],0
b2,1,0.429195,0.625,[ 7 13] ; [5 5],[ 8. 12.] ; [4. 6.],0
a2,1,0.457244,0.552632,[ 2 26] ; [ 2 12],[ 2.66666667 25.33333333] ; [ 1.33333333 12.66666667],0
p10,1,0.48883,0.4791,[ 7 21] ; [ 2 11],[ 6.14634146 21.85365854] ; [ 2.85365854 10.14634146],0
n2,1,0.509903,0.434266,[7 6] ; [4 6],[6.2173913 6.7826087] ; [4.7826087 5.2173913],0
n3,1,0.63904,0.22,[6 6] ; [4 6],[5.45454545 6.54545455] ; [4.54545455 5.45454545],0
s8,1,0.710119,0.138158,[ 3 25] ; [ 1 13],[ 2.66666667 25.33333333] ; [ 1.33333333 12.66666667],0
p9,1,0.747972,0.103243,[ 7 20] ; [4 9],[ 7.425 19.575] ; [3.575 9.425],0
v3,1,0.750492,0.101118,[ 7 20] ; [ 3 11],[ 6.58536585 20.41463415] ; [ 3.41463415 10.58536585],0
n1,1,0.767896,0.087101,[7 6] ; [6 4],[7.34782609 5.65217391] ; [5.65217391 4.34782609],0
p4,1,0.769698,0.085714,[ 5 23] ; [ 2 12],[ 4.66666667 23.33333333] ; [ 2.33333333 11.66666667],0
a4,1,0.878828,0.023243,[ 9 18] ; [5 9],[ 9.2195122 17.7804878] ; [4.7804878 9.2195122],0
p8,1,0.926191,0.008582,[ 4 24] ; [ 2 11],[ 4.09756098 23.90243902] ; [ 1.90243902 11.09756098],0
r2,1,0.944955,0.004767,[14 11] ; [8 6],[14.1025641 10.8974359] ; [7.8974359 6.1025641],0
a6,1,1.0,0.0,[12 16] ; [6 8],[12. 16.] ; [6. 8.],0
b1,1,1.0,0.0,[14 14] ; [7 7],[14. 14.] ; [7. 7.],0
