Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.902697,[ 1 30] ; [70 36],[16.06569343 14.93430657] ; [54.93430657 51.06569343],1
p9,1,1e-06,24.42491,[ 8 20] ; [81 23],[18.87878788  9.12121212] ; [70.12121212 33.87878788],1
p10,1,8e-06,19.918556,[ 7 23] ; [71 32],[17.59398496 12.40601504] ; [60.40601504 42.59398496],1
p11,1,0.000102,15.094259,[10 21] ; [75 31],[19.23357664 11.76642336] ; [65.76642336 40.23357664],1
n2,1,0.00011,14.953846,[ 4 11] ; [32  7],[10.  5.] ; [26. 13.],1
v4,1,0.000205,13.788822,[16 15] ; [88 17],[23.70588235  7.29411765] ; [80.29411765 24.70588235],1
n6,1,0.000447,12.325985,[14 16] ; [84 22],[21.61764706  8.38235294] ; [76.38235294 29.61764706],1
p2,1,0.000976,10.871953,[12 19] ; [74 30],[19.74814815 11.25185185] ; [66.25185185 37.74814815],1
n3,1,0.001271,10.384615,[ 5 10] ; [31  8],[10.  5.] ; [26. 13.],0
s6,1,0.003371,8.594663,[ 5 26] ; [48 58],[11.99270073 19.00729927] ; [41.00729927 64.99270073],0
a7,1,0.008646,6.89459,[10 21] ; [62 43],[16.41176471 14.58823529] ; [55.58823529 49.41176471],0
p8,1,0.013003,6.168676,[ 5 25] ; [43 61],[10.74626866 19.25373134] ; [37.25373134 66.74626866],0
d2,1,0.026836,4.901305,[17 13] ; [36 69],[11.77777778 18.22222222] ; [41.22222222 63.77777778],0
r2,1,0.02725,4.874902,[17 12] ; [82 22],[21.58646617  7.41353383] ; [77.41353383 26.58646617],0
d4,1,0.035791,4.407031,[14 17] ; [70 36],[19.00729927 11.99270073] ; [64.99270073 41.00729927],0
p7,1,0.038156,4.298037,[ 9 21] ; [53 50],[13.98496241 16.01503759] ; [48.01503759 54.98496241],0
n5,1,0.041226,4.166709,[24  7] ; [60 45],[19.14705882 11.85294118] ; [64.85294118 40.14705882],0
n4,1,0.042466,4.116548,[23  8] ; [57 49],[18.10218978 12.89781022] ; [61.89781022 44.10218978],0
s1,1,0.043315,4.083078,[ 3 28] ; [  2 103],[ 1.13970588 29.86029412] ; [  3.86029412 101.13970588],0
p3,1,0.056495,3.637417,[ 5 26] ; [36 70],[ 9.27737226 21.72262774] ; [31.72262774 74.27737226],0
d3,1,0.058931,3.56723,[11 20] ; [57 47],[15.61481481 15.38518519] ; [52.38518519 51.61481481],0
p4,1,0.087183,2.925633,[ 8 23] ; [45 60],[12.08088235 18.91911765] ; [40.91911765 64.08088235],0
b5,1,0.089255,2.887758,[14 17] ; [66 40],[18.10218978 12.89781022] ; [61.89781022 44.10218978],0
a1,1,0.098911,2.723017,[ 5 26] ; [ 7 99],[ 2.71532847 28.28467153] ; [ 9.28467153 96.71532847],0
s2,1,0.100766,2.693385,[ 6 25] ; [37 69],[ 9.72992701 21.27007299] ; [33.27007299 72.72992701],0
p6,1,0.121366,2.399608,[ 5 25] ; [32 71],[ 8.34586466 21.65413534] ; [28.65413534 74.34586466],0
s8,1,0.141264,2.164141,[ 4 27] ; [27 79],[ 7.01459854 23.98540146] ; [23.98540146 82.01459854],0
v2,1,0.141992,2.156242,[ 4 26] ; [27 76],[ 6.9924812 23.0075188] ; [24.0075188 78.9924812],0
d5,1,0.15416,2.030599,[16 15] ; [69 36],[19.375 11.625] ; [65.625 39.375],0
b4,1,0.158866,1.984983,[14 17] ; [63 43],[17.42335766 13.57664234] ; [59.57664234 46.42335766],0
s7,1,0.161566,1.959504,[ 5 24] ; [31 71],[ 7.96946565 21.03053435] ; [28.03053435 73.96946565],0
a8,1,0.173075,1.856101,[ 1 29] ; [12 90],[ 2.95454545 27.04545455] ; [10.04545455 91.95454545],0
v3,1,0.207337,1.589922,[ 3 28] ; [20 83],[ 5.32089552 25.67910448] ; [17.67910448 85.32089552],0
a6,1,0.234641,1.412506,[15 16] ; [64 42],[17.87591241 13.12408759] ; [61.12408759 44.87591241],0
b2,1,0.263397,1.250814,[11 13] ; [19 39],[ 8.7804878 15.2195122] ; [21.2195122 36.7804878],0
b3,1,0.263397,1.250814,[11 13] ; [19 39],[ 8.7804878 15.2195122] ; [21.2195122 36.7804878],0
