Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.902697,[ 1 30] ; [70 36],[16.06569343 14.93430657] ; [54.93430657 51.06569343],1
a3,1,0.302724,1.062156,[14 17] ; [59 47],[16.51824818 14.48175182] ; [56.48175182 49.51824818],0
b1,1,0.333484,0.935322,[15 16] ; [41 65],[12.67153285 18.32846715] ; [43.32846715 62.67153285],0
u3,1,0.394366,0.725439,[ 4 13] ; [16 30],[ 5.3968254 11.6031746] ; [14.6031746 31.3968254],0
s5,1,0.421272,0.646764,[ 4 26] ; [20 81],[ 5.49618321 24.50381679] ; [18.50381679 82.49618321],0
d1,1,0.425672,0.634603,[ 9 22] ; [39 67],[10.86131387 20.13868613] ; [37.13868613 68.86131387],0
a2,1,0.431117,0.619812,[ 2 29] ; [12 94],[ 3.16788321 27.83211679] ; [10.83211679 95.16788321],0
n1,1,0.443002,0.588494,[ 4 11] ; [14 23],[5.19230769 9.80769231] ; [12.80769231 24.19230769],0
u1,1,0.52158,0.410767,[ 2 29] ; [  4 102],[ 1.35766423 29.64233577] ; [  4.64233577 101.35766423],0
s4,1,0.549674,0.357902,[ 8 23] ; [22 84],[ 6.78832117 24.21167883] ; [23.21167883 82.78832117],0
p1,1,0.586404,0.295996,[ 4 27] ; [10 95],[ 3.19117647 27.80882353] ; [10.80882353 94.19117647],0
p5,1,0.603968,0.269053,[ 1 29] ; [ 6 99],[ 1.55555556 28.44444444] ; [ 5.44444444 99.55555556],0
a4,1,0.742058,0.108326,[10 20] ; [32 74],[ 9.26470588 20.73529412] ; [32.73529412 73.26470588],0
u2,1,0.748275,0.102986,[8 9] ; [20 27],[7.4375 9.5625] ; [20.5625 26.4375],0
s3,1,0.792326,0.069322,[10 19] ; [39 66],[10.60447761 18.39552239] ; [38.39552239 66.60447761],0
p12,1,0.886241,0.020467,[ 1 30] ; [  4 102],[ 1.13138686 29.86861314] ; [  3.86861314 102.13138686],0
a5,1,0.947701,0.004303,[15 16] ; [52 54],[15.16058394 15.83941606] ; [51.83941606 54.16058394],0
