Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,77.692364,[105  15] ; [ 7 38],[81.45454545 38.54545455] ; [30.54545455 14.45454545],1
p11,1,3e-06,22.075688,[92 28] ; [17 28],[79.27272727 40.72727273] ; [29.72727273 15.27272727],1
p2,1,3e-06,21.570519,[102  17] ; [23 22],[90.70121951 28.29878049] ; [34.29878049 10.70121951],1
s8,1,2.9e-05,17.467601,[53 67] ; [ 4 40],[41.70731707 78.29268293] ; [15.29268293 28.70731707],1
b1,1,0.000238,13.505673,[37 83] ; [28 17],[47.27272727 72.72727273] ; [17.72727273 27.27272727],1
v4,1,0.000281,13.19406,[114   5] ; [34 10],[108.04907975  10.95092025] ; [39.95092025  4.04907975],1
r4,1,0.000319,12.956731,[111   9] ; [32 13],[104.  16.] ; [39.  6.],1
n6,1,0.000708,11.466908,[82 37] ; [18 27],[72.56097561 46.43902439] ; [27.43902439 17.56097561],1
s6,1,0.001862,9.680822,[83 36] ; [19 25],[74.46625767 44.53374233] ; [27.53374233 16.46625767],0
p7,1,0.003,8.807523,[75 43] ; [17 28],[66.60122699 51.39877301] ; [25.39877301 19.60122699],0
a7,1,0.003778,8.387343,[96 24] ; [26 19],[88.72727273 31.27272727] ; [33.27272727 11.72727273],0
s7,1,0.011204,6.432739,[52 66] ; [ 8 30],[45.38461538 72.61538462] ; [14.61538462 23.38461538],0
p6,1,0.014269,6.00454,[40 79] ; [ 6 37],[33.79012346 85.20987654] ; [12.20987654 30.79012346],0
r3,1,0.021818,5.260251,[117   3] ; [40  5],[114.18181818   5.81818182] ; [42.81818182  2.18181818],0
s1,1,0.021818,5.260251,[  3 117] ; [ 5 40],[  5.81818182 114.18181818] ; [ 2.18181818 42.81818182],0
p8,1,0.052854,3.748543,[57 62] ; [14 31],[51.51829268 67.48170732] ; [19.48170732 25.51829268],0
n3,1,0.076026,3.147866,[27  8] ; [6 6],[24.57446809 10.42553191] ; [8.42553191 3.57446809],0
u2,1,0.09318,2.818567,[18 11] ; [4 8],[15.56097561 13.43902439] ; [6.43902439 5.56097561],0
r2,1,0.108404,2.577334,[111   7] ; [38  6],[108.5308642   9.4691358] ; [40.4691358  3.5308642],0
s5,1,0.12865,2.308714,[37 76] ; [ 9 35],[33.10828025 79.89171975] ; [12.89171975 31.10828025],0
s2,1,0.13004,2.292026,[58 61] ; [16 29],[53.69512195 65.30487805] ; [20.30487805 24.69512195],0
p4,1,0.139117,2.1877,[63 56] ; [18 27],[58.77439024 60.22560976] ; [22.22560976 22.77439024],0
a4,1,0.143564,2.139338,[54 66] ; [26 19],[58.18181818 61.81818182] ; [21.81818182 23.18181818],0
d3,1,0.154813,2.024172,[93 27] ; [30 15],[89.45454545 30.54545455] ; [33.54545455 11.45454545],0
s4,1,0.157253,2.000449,[28 92] ; [ 6 39],[24.72727273 95.27272727] ; [ 9.27272727 35.72727273],0
a6,1,0.164184,1.935257,[88 32] ; [28 17],[84.36363636 35.63636364] ; [31.63636364 13.36363636],0
d1,1,0.169512,1.887255,[78 42] ; [24 21],[74.18181818 45.81818182] ; [27.81818182 17.18181818],0
u3,1,0.192884,1.695447,[20  8] ; [6 6],[18.2  9.8] ; [7.8 4.2],0
s3,1,0.219492,1.507692,[62 55] ; [19 26],[58.5 58.5] ; [22.5 22.5],0
n2,1,0.223142,1.48405,[24 11] ; [7 7],[22.14285714 12.85714286] ; [8.85714286 5.14285714],0
r1,1,0.264978,1.242561,[99 20] ; [34 11],[96.50609756 22.49390244] ; [36.49390244  8.50609756],0
p3,1,0.269394,1.219828,[58 62] ; [17 27],[54.87804878 65.12195122] ; [20.12195122 23.87804878],0
p1,1,0.319565,0.990727,[ 11 107] ; [ 2 42],[  9.4691358 108.5308642] ; [ 3.5308642 40.4691358],0
b4,1,0.361162,0.833849,[76 44] ; [25 20],[73.45454545 46.54545455] ; [27.54545455 17.45454545],0
d5,1,0.439409,0.597826,[102  18] ; [36  9],[100.36363636  19.63636364] ; [37.63636364  7.36363636],0
v1,1,0.453042,0.563031,[47 70] ; [21 24],[49.11111111 67.88888889] ; [18.88888889 26.11111111],0
a2,1,0.496895,0.461562,[26 94] ; [12 33],[27.63636364 92.36363636] ; [10.36363636 34.63636364],0
n4,1,0.655354,0.199216,[54 66] ; [22 23],[55.27272727 64.72727273] ; [20.72727273 24.27272727],0
v2,1,0.705941,0.142365,[64 49] ; [24 21],[62.93670886 50.06329114] ; [25.06329114 19.93670886],0
a3,1,0.740674,0.109535,[91 29] ; [33 12],[90.18181818 29.81818182] ; [33.81818182 11.18181818],0
n1,1,0.752642,0.099324,[ 9 26] ; [ 3 11],[ 8.57142857 26.42857143] ; [ 3.42857143 10.57142857],0
b5,1,0.795738,0.067012,[72 48] ; [26 19],[71.27272727 48.72727273] ; [26.72727273 18.27272727],0
b2,1,0.801382,0.063282,[24 45] ; [ 8 17],[23.4893617 45.5106383] ; [ 8.5106383 16.4893617],0
b3,1,0.801382,0.063282,[24 45] ; [ 8 17],[23.4893617 45.5106383] ; [ 8.5106383 16.4893617],0
a1,1,0.882367,0.021895,[  6 114] ; [ 2 43],[  5.81818182 114.18181818] ; [ 2.18181818 42.81818182],0
d2,1,0.898837,0.016162,[60 60] ; [23 22],[60.36363636 59.63636364] ; [22.63636364 22.36363636],0
u1,1,0.929368,0.007857,[ 18 102] ; [ 7 38],[ 18.18181818 101.81818182] ; [ 6.81818182 38.18181818],0
v3,1,0.976,0.000905,[35 79] ; [13 29],[35.07692308 78.92307692] ; [12.92307692 29.07692308],0
d4,1,1.0,0.0,[104  16] ; [39  6],[104.  16.] ; [39.  6.],0
