Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.002127,9.436404,[20  8] ; [54 82],[12.63414634 15.36585366] ; [61.36585366 74.63414634],0
s2,1,0.026183,4.943921,[14 14] ; [39 98],[ 8.99393939 19.00606061] ; [44.00606061 92.99393939],0
b4,1,0.061629,3.49299,[20  8] ; [72 66],[15.51807229 12.48192771] ; [76.48192771 61.51807229],0
p8,1,0.064981,3.405454,[ 7 21] ; [60 77],[11.36969697 16.63030303] ; [55.63030303 81.36969697],0
s3,1,0.070184,3.278713,[15 13] ; [48 88],[10.75609756 17.24390244] ; [52.24390244 83.75609756],0
n6,1,0.082596,3.013066,[21  6] ; [83 55],[17.01818182  9.98181818] ; [86.98181818 51.01818182],0
b1,1,0.148997,2.082491,[ 6 22] ; [49 89],[ 9.27710843 18.72289157] ; [45.72289157 92.27710843],0
n5,1,0.15627,2.009954,[12 16] ; [40 97],[ 8.82424242 19.17575758] ; [43.17575758 93.82424242],0
u2,1,0.161807,1.957258,[ 5 11] ; [32 31],[7.49367089 8.50632911] ; [29.50632911 33.49367089],0
p10,1,0.213073,1.55042,[20  8] ; [80 56],[17.07317073 10.92682927] ; [82.92682927 53.07317073],0
p11,1,0.214117,1.543369,[15 13] ; [91 47],[17.87951807 10.12048193] ; [88.12048193 49.87951807],0
r2,1,0.254484,1.298519,[26  2] ; [116  21],[24.0969697  3.9030303] ; [117.9030303  19.0969697],0
b5,1,0.261928,1.258538,[20  8] ; [83 55],[17.37349398 10.62650602] ; [85.62650602 52.37349398],0
v1,1,0.269745,1.218045,[ 7 20] ; [50 85],[ 9.5 17.5] ; [47.5 87.5],0
d3,1,0.273551,1.198854,[19  8] ; [81 56],[16.46341463 10.53658537] ; [83.53658537 53.46341463],0
a3,1,0.281516,1.159758,[12 16] ; [74 63],[14.59393939 13.40606061] ; [71.40606061 65.59393939],0
r4,1,0.286465,1.136163,[23  5] ; [100  38],[20.74698795  7.25301205] ; [102.25301205  35.74698795],0
s5,1,0.314799,1.010434,[ 8 20] ; [ 27 108],[ 6.01226994 21.98773006] ; [ 28.98773006 106.01226994],0
a7,1,0.371961,0.797101,[20  7] ; [90 48],[18.  9.] ; [92. 46.],0
p6,1,0.431994,0.617457,[ 7 21] ; [ 25 110],[ 5.49693252 22.50306748] ; [ 26.50306748 108.49693252],0
u3,1,0.436083,0.606567,[10  6] ; [32 30],[8.61538462 7.38461538] ; [33.38461538 28.61538462],0
n3,1,0.449653,0.571528,[8 6] ; [34 16],[9.1875 4.8125] ; [32.8125 17.1875],0
u1,1,0.549677,0.357895,[ 1 27] ; [  9 129],[ 1.68674699 26.31325301] ; [  8.31325301 129.68674699],0
r3,1,0.553158,0.351691,[26  2] ; [123  15],[25.13253012  2.86746988] ; [123.86746988  14.13253012],0
p7,1,0.562506,0.335384,[12 16] ; [65 68],[13.39130435 14.60869565] ; [63.60869565 69.39130435],0
v3,1,0.576522,0.311891,[ 7 20] ; [ 28 105],[ 5.90625 21.09375] ; [ 29.09375 103.90625],0
d5,1,0.60176,0.27235,[17 10] ; [94 44],[18.16363636  8.83636364] ; [92.83636364 45.16363636],0
v4,1,0.608821,0.261895,[26  2] ; [122  14],[25.26829268  2.73170732] ; [122.73170732  13.26829268],0
a6,1,0.631479,0.230061,[18 10] ; [82 56],[16.86746988 11.13253012] ; [83.13253012 54.86746988],0
d4,1,0.659879,0.193671,[22  6] ; [103  35],[21.08433735  6.91566265] ; [103.91566265  34.08433735],0
r1,1,0.669033,0.182735,[17 11] ; [89 48],[17.98787879 10.01212121] ; [88.01212121 48.98787879],0
p4,1,0.714409,0.133913,[ 9 19] ; [49 88],[ 9.84242424 18.15757576] ; [48.15757576 88.84242424],0
p3,1,0.766968,0.087819,[ 7 21] ; [38 99],[ 7.63636364 20.36363636] ; [37.36363636 99.63636364],0
p9,1,0.768943,0.086293,[20  8] ; [94 43],[19.34545455  8.65454545] ; [94.65454545 42.34545455],0
p2,1,0.773718,0.082665,[19  9] ; [96 40],[19.63414634  8.36585366] ; [95.36585366 40.63414634],0
b3,1,0.782391,0.076289,[2 9] ; [14 50],[2.34666667 8.65333333] ; [13.65333333 50.34666667],0
b2,1,0.782391,0.076289,[2 9] ; [14 50],[2.34666667 8.65333333] ; [13.65333333 50.34666667],0
v2,1,0.78699,0.07302,[11 15] ; [61 74],[11.62732919 14.37267081] ; [60.37267081 74.62732919],0
a2,1,0.787477,0.072678,[ 2 26] ; [ 12 126],[ 2.36144578 25.63855422] ; [ 11.63855422 126.36144578],0
a5,1,0.837645,0.041987,[15 13] ; [71 67],[14.5060241 13.4939759] ; [71.4939759 66.5060241],0
p5,1,0.84123,0.040128,[ 1 27] ; [  6 130],[ 1.19512195 26.80487805] ; [  5.80487805 130.19512195],0
d1,1,0.84301,0.039222,[11 17] ; [57 81],[11.46987952 16.53012048] ; [56.53012048 81.46987952],0
p12,1,0.849358,0.036076,[ 1 27] ; [  4 134],[ 0.84337349 27.15662651] ; [  4.15662651 133.84337349],0
s8,1,0.870758,0.02647,[ 4 24] ; [ 18 119],[ 3.73333333 24.26666667] ; [ 18.26666667 118.73333333],0
d2,1,0.904129,0.014508,[ 8 20] ; [41 97],[ 8.26506024 19.73493976] ; [40.73493976 97.26506024],0
a4,1,0.90472,0.014328,[ 7 21] ; [ 36 102],[ 7.25301205 20.74698795] ; [ 35.74698795 102.25301205],0
n1,1,0.906518,0.01379,[ 3 11] ; [10 40],[ 2.84375 11.15625] ; [10.15625 39.84375],0
n2,1,0.94369,0.004989,[9 5] ; [32 17],[9.11111111 4.88888889] ; [31.88888889 17.11111111],0
p1,1,0.978491,0.000727,[ 1 27] ; [  5 131],[ 1.02439024 26.97560976] ; [  4.97560976 131.02439024],0
