Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.010306,6.58125,[18 18] ; [ 2 14],[13.84615385 22.15384615] ; [6.15384615 9.84615385],0
b4,1,0.041356,4.161376,[16 20] ; [12  4],[19.38461538 16.61538462] ; [8.61538462 7.38461538],0
d3,1,0.071423,3.25,[21 15] ; [ 5 11],[18. 18.] ; [8. 8.],0
d2,1,0.076103,3.146218,[ 9 27] ; [8 8],[11.76923077 24.23076923] ; [ 5.23076923 10.76923077],0
s8,1,0.076103,3.146218,[ 9 27] ; [8 8],[11.76923077 24.23076923] ; [ 5.23076923 10.76923077],0
a5,1,0.105431,2.621399,[16 20] ; [11  5],[18.69230769 17.30769231] ; [8.30769231 7.69230769],0
p2,1,0.113767,2.501101,[28  8] ; [9 7],[25.61538462 10.38461538] ; [11.38461538  4.61538462],0
n4,1,0.131725,2.27206,[19 17] ; [12  4],[21.46153846 14.53846154] ; [9.53846154 6.46153846],0
p3,1,0.135244,2.23125,[14 21] ; [ 3 13],[11.66666667 23.33333333] ; [ 5.33333333 10.66666667],0
b1,1,0.165205,1.925926,[21 15] ; [ 6 10],[18.69230769 17.30769231] ; [8.30769231 7.69230769],0
p7,1,0.165205,1.925926,[21 15] ; [ 6 10],[18.69230769 17.30769231] ; [8.30769231 7.69230769],0
u3,1,0.18598,1.749177,[ 8 11] ; [1 6],[ 6.57692308 12.42307692] ; [2.42307692 4.57692308],0
a8,1,0.193348,1.691918,[ 4 30] ; [ 4 11],[ 5.55102041 28.44897959] ; [ 2.44897959 12.55102041],0
a6,1,0.208947,1.578711,[18 18] ; [ 5 11],[15.92307692 20.07692308] ; [7.07692308 8.92307692],0
s4,1,0.223559,1.481376,[ 7 29] ; [ 1 15],[ 5.53846154 30.46153846] ; [ 2.46153846 13.53846154],0
u2,1,0.234657,1.412406,[13  6] ; [3 4],[11.69230769  7.30769231] ; [4.30769231 2.69230769],0
p4,1,0.33025,0.947917,[21 15] ; [7 9],[19.38461538 16.61538462] ; [8.61538462 7.38461538],0
a4,1,0.351045,0.869676,[ 7 29] ; [ 5 11],[ 8.30769231 27.69230769] ; [ 3.69230769 12.30769231],0
n2,1,0.357197,0.847724,[10  4] ; [3 3],[9.1 4.9] ; [3.9 2.1],0
n5,1,0.370798,0.80099,[20 16] ; [11  5],[21.46153846 14.53846154] ; [9.53846154 6.46153846],0
p6,1,0.379489,0.772356,[ 7 28] ; [ 5 11],[ 8.23529412 26.76470588] ; [ 3.76470588 12.23529412],0
p12,1,0.385744,0.752315,[ 2 34] ; [ 2 14],[ 2.76923077 33.23076923] ; [ 1.23076923 14.76923077],0
s1,1,0.385744,0.752315,[ 2 34] ; [ 2 14],[ 2.76923077 33.23076923] ; [ 1.23076923 14.76923077],0
n3,1,0.394305,0.725624,[9 5] ; [5 1],[9.8 4.2] ; [4.2 1.8],0
s3,1,0.514453,0.425,[13 23] ; [ 4 11],[12. 24.] ; [ 5. 10.],0
b5,1,0.514723,0.424454,[19 17] ; [10  6],[20.07692308 15.92307692] ; [8.92307692 7.07692308],0
s5,1,0.541243,0.373241,[ 7 29] ; [ 2 14],[ 6.23076923 29.76923077] ; [ 2.76923077 13.23076923],0
d4,1,0.54789,0.361111,[24 12] ; [12  4],[24.92307692 11.07692308] ; [11.07692308  4.92307692],0
s6,1,0.54789,0.361111,[19 17] ; [7 9],[18. 18.] ; [8. 8.],0
a3,1,0.54789,0.361111,[17 19] ; [9 7],[18. 18.] ; [8. 8.],0
b3,1,0.61174,0.257649,[ 5 15] ; [4 8],[ 5.625 14.375] ; [3.375 8.625],0
b2,1,0.61174,0.257649,[ 5 15] ; [4 8],[ 5.625 14.375] ; [3.375 8.625],0
v2,1,0.634308,0.226264,[15 20] ; [8 8],[15.78431373 19.21568627] ; [7.21568627 8.78431373],0
p10,1,0.640131,0.218571,[24 12] ; [11  4],[24.70588235 11.29411765] ; [10.29411765  4.70588235],0
p5,1,0.700717,0.147727,[ 6 30] ; [ 2 14],[ 5.53846154 30.46153846] ; [ 2.46153846 13.53846154],0
v1,1,0.770675,0.084967,[12 24] ; [ 6 10],[12.46153846 23.53846154] ; [ 5.53846154 10.46153846],0
a1,1,0.794703,0.067708,[ 3 33] ; [ 1 15],[ 2.76923077 33.23076923] ; [ 1.23076923 14.76923077],0
d1,1,0.798662,0.065065,[10 26] ; [ 5 11],[10.38461538 25.61538462] ; [ 4.61538462 11.38461538],0
a7,1,0.816684,0.053737,[19 17] ; [9 7],[19.38461538 16.61538462] ; [8.61538462 7.38461538],0
p8,1,0.816684,0.053737,[17 19] ; [7 9],[16.61538462 19.38461538] ; [7.38461538 8.61538462],0
p11,1,0.826318,0.048148,[28  8] ; [12  4],[27.69230769  8.30769231] ; [12.30769231  3.69230769],0
n1,1,0.831359,0.045351,[ 4 10] ; [2 4],[4.2 9.8] ; [1.8 4.2],0
s2,1,0.845551,0.037946,[11 25] ; [ 5 10],[11.29411765 24.70588235] ; [ 4.70588235 10.29411765],0
p1,1,0.921037,0.009826,[ 2 34] ; [ 1 15],[ 2.07692308 33.92307692] ; [ 0.92307692 15.07692308],0
r1,1,0.923525,0.009215,[13 23] ; [ 6 10],[13.15384615 22.84615385] ; [ 5.84615385 10.15384615],0
d5,1,0.924303,0.009028,[22 14] ; [10  6],[22.15384615 13.84615385] ; [9.84615385 6.15384615],0
s7,1,0.927471,0.008286,[ 9 24] ; [ 4 10],[ 9.12765957 23.87234043] ; [ 3.87234043 10.12765957],0
p9,1,0.935429,0.006564,[26 10] ; [11  4],[26.11764706  9.88235294] ; [10.88235294  4.11764706],0
v3,1,1.0,0.0,[ 9 27] ; [ 4 12],[ 9. 27.] ; [ 4. 12.],0
n6,1,1.0,0.0,[24 12] ; [10  5],[24. 12.] ; [10.  5.],0
