Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,38.839477,[ 1 31] ; [74 39],[16.55172414 15.44827586] ; [58.44827586 54.55172414],1
d4,1,1e-06,24.613138,[14 18] ; [97 16],[24.49655172  7.50344828] ; [86.50344828 26.49655172],1
a5,1,3.8e-05,16.966274,[12 20] ; [86 27],[21.62758621 10.37241379] ; [76.37241379 36.62758621],1
a3,1,0.000191,13.921989,[14 18] ; [88 25],[22.51034483  9.48965517] ; [79.48965517 33.51034483],1
a4,1,0.000617,11.724071,[ 6 25] ; [61 52],[14.42361111 16.57638889] ; [52.57638889 60.42361111],1
d2,1,0.000846,11.137389,[ 8 24] ; [66 47],[16.33103448 15.66896552] ; [57.66896552 55.33103448],1
r2,1,0.003788,8.38269,[22  9] ; [101  10],[26.85211268  4.14788732] ; [96.14788732 14.85211268],0
v3,1,0.004056,8.25859,[ 6 25] ; [53 57],[12.97163121 18.02836879] ; [46.02836879 63.97163121],0
s5,1,0.005083,7.849569,[ 6 24] ; [52 55],[12.70072993 17.29927007] ; [45.29927007 61.70072993],0
v4,1,0.006373,7.441744,[24  7] ; [106   7],[27.98611111  3.01388889] ; [102.01388889  10.98611111],0
d3,1,0.011209,6.431835,[10 22] ; [64 49],[16.33103448 15.66896552] ; [57.66896552 55.33103448],0
s7,1,0.012925,6.179375,[12 18] ; [71 38],[17.91366906 12.08633094] ; [65.08633094 43.91366906],0
r4,1,0.014463,5.980673,[21 11] ; [96 17],[25.82068966  6.17931034] ; [91.17931034 21.82068966],0
r3,1,0.014848,5.934433,[26  6] ; [107   6],[29.35172414  2.64827586] ; [103.64827586   9.35172414],0
p10,1,0.016175,5.783725,[20 11] ; [95 18],[24.75694444  6.24305556] ; [90.24305556 22.75694444],0
r1,1,0.021224,5.30831,[17 15] ; [84 29],[22.28965517  9.71034483] ; [78.71034483 34.28965517],0
p6,1,0.022792,5.184303,[ 9 23] ; [56 54],[14.64788732 17.35211268] ; [50.35211268 59.64788732],0
p11,1,0.02426,5.075979,[20 12] ; [92 21],[24.71724138  7.28275862] ; [87.28275862 25.71724138],0
n2,1,0.031686,4.615385,[4 5] ; [22  5],[6.5 2.5] ; [19.5  7.5],0
v2,1,0.031697,4.614795,[10 20] ; [61 49],[15.21428571 14.78571429] ; [55.78571429 54.21428571],0
n1,1,0.041951,4.137199,[2 7] ; [16 10],[4.62857143 4.37142857] ; [13.37142857 12.62857143],0
n6,1,0.052594,3.756775,[22 10] ; [95 18],[25.82068966  6.17931034] ; [91.17931034 21.82068966],0
n5,1,0.071508,3.248064,[22 10] ; [94 19],[25.6  6.4] ; [90.4 22.6],0
p9,1,0.079195,3.081353,[24  8] ; [99 14],[27.14482759  4.85517241] ; [95.85517241 17.14482759],0
s1,1,0.085418,2.958674,[ 3 28] ; [  3 109],[ 1.3006993 29.6993007] ; [  4.6993007 107.3006993],0
s4,1,0.106773,2.601343,[ 3 29] ; [25 88],[ 6.17931034 25.82068966] ; [21.82068966 91.17931034],0
p3,1,0.116313,2.466273,[17 15] ; [77 36],[20.74482759 11.25517241] ; [73.25517241 39.74482759],0
b2,1,0.12679,2.331371,[ 6 16] ; [35 42],[ 9.11111111 12.88888889] ; [31.88888889 45.11111111],0
b3,1,0.12679,2.331371,[ 6 16] ; [35 42],[ 9.11111111 12.88888889] ; [31.88888889 45.11111111],0
b5,1,0.179368,1.802851,[17 15] ; [45 68],[13.68275862 18.31724138] ; [48.31724138 64.68275862],0
s2,1,0.196761,1.666257,[14 18] ; [64 49],[17.2137931 14.7862069] ; [60.7862069 52.2137931],0
p1,1,0.20125,1.633281,[ 5 27] ; [  9 103],[ 3.11111111 28.88888889] ; [ 10.88888889 101.11111111],0
p8,1,0.214193,1.542857,[17 15] ; [73 39],[20. 12.] ; [70. 42.],0
n4,1,0.239517,1.383435,[23  9] ; [92 21],[25.37931034  6.62068966] ; [89.62068966 23.37931034],0
u3,1,0.268129,1.226296,[ 7 11] ; [14 11],[8.79069767 9.20930233] ; [12.20930233 12.79069767],0
s6,1,0.270192,1.215772,[20 11] ; [82 28],[22.42553191  8.57446809] ; [79.57446809 30.42553191],0
a6,1,0.291919,1.110748,[14 18] ; [38 75],[11.47586207 20.52413793] ; [40.52413793 72.47586207],0
s8,1,0.327606,0.958336,[15 17] ; [64 49],[17.43448276 14.56551724] ; [61.56551724 51.43448276],0
n3,1,0.329111,0.952393,[5 4] ; [19  7],[6.17142857 2.82857143] ; [17.82857143  8.17142857],0
a2,1,0.340203,0.909666,[ 1 31] ; [  9 104],[ 2.20689655 29.79310345] ; [  7.79310345 105.20689655],0
u2,1,0.474022,0.512586,[11  7] ; [12 12],[9.85714286 8.14285714] ; [13.14285714 10.85714286],0
b1,1,0.534053,0.386674,[15 17] ; [60 53],[16.55172414 15.44827586] ; [58.44827586 54.55172414],0
p2,1,0.538682,0.377987,[25  7] ; [92 19],[26.18181818  5.81818182] ; [90.81818182 20.18181818],0
a1,1,0.61076,0.25907,[ 1 31] ; [  6 107],[ 1.54482759 30.45517241] ; [  5.45517241 107.54482759],0
s3,1,0.772454,0.083617,[19 12] ; [66 47],[18.29861111 12.70138889] ; [66.70138889 46.29861111],0
p7,1,0.821567,0.050864,[23  9] ; [82 29],[23.4965035  8.5034965] ; [81.5034965 29.4965035],0
a8,1,0.879127,0.023127,[ 4 25] ; [14 96],[ 3.75539568 25.24460432] ; [14.24460432 95.75539568],0
b4,1,0.931569,0.007374,[17 15] ; [61 52],[17.2137931 14.7862069] ; [60.7862069 52.2137931],0
p5,1,0.988646,0.000203,[ 6 25] ; [22 91],[ 6.02777778 24.97222222] ; [21.97222222 91.02777778],0
v1,1,0.99316,7.3e-05,[17 15] ; [58 51],[17.0212766 14.9787234] ; [57.9787234 51.0212766],0
p12,1,1.0,0.0,[ 2 30] ; [  7 105],[ 2. 30.] ; [  7. 105.],0
