Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,150.363649,[341  53] ; [ 60 109],[280.62877442 113.37122558] ; [120.37122558  48.62877442],1
d2,1,0.006431,7.425383,[197 194] ; [ 64 105],[182.23392857 208.76607143] ; [78.76607143 90.23392857],0
a6,1,0.007453,7.160409,[285 109] ; [103  66],[271.53108348 122.46891652] ; [116.46891652  52.53108348],0
v3,1,0.010779,6.501345,[155 225] ; [ 45 110],[142.05607477 237.94392523] ; [57.94392523 97.05607477],0
a3,1,0.023046,5.165057,[280 114] ; [103  65],[268.5088968 125.4911032] ; [114.4911032  53.5088968],0
n2,1,0.031087,4.648166,[78 22] ; [28 18],[72.60273973 27.39726027] ; [33.39726027 12.60273973],0
n1,1,0.038926,4.264093,[42 55] ; [12 35],[36.375 60.625] ; [17.625 29.375],0
r4,1,0.045127,4.01389,[361  34] ; [145  24],[354.37943262  40.62056738] ; [151.62056738  17.37943262],0
p7,1,0.050884,3.812073,[199 187] ; [71 96],[188.46292948 197.53707052] ; [81.53707052 85.46292948],0
p12,1,0.053349,3.732958,[ 25 369] ; [  4 163],[ 20.36720143 373.63279857] ; [  8.63279857 158.36720143],0
p2,1,0.067918,3.332625,[309  85] ; [119  48],[300.59180036  93.40819964] ; [127.40819964  39.59180036],0
b1,1,0.080793,3.048876,[152 243] ; [ 52 117],[142.87234043 252.12765957] ; [ 61.12765957 107.87234043],0
s4,1,0.14094,2.167664,[ 55 337] ; [ 32 137],[ 60.79144385 331.20855615] ; [ 26.20855615 142.79144385],0
u4,1,0.164367,1.933581,[  9 386] ; [  1 168],[  7.0035461 387.9964539] ; [  2.9964539 166.0035461],0
b3,1,0.174958,1.839941,[ 83 155] ; [24 65],[ 77.87767584 160.12232416] ; [29.12232416 59.87767584],0
b2,1,0.174958,1.839941,[ 83 155] ; [24 65],[ 77.87767584 160.12232416] ; [29.12232416 59.87767584],0
p8,1,0.177936,1.814777,[165 224] ; [ 61 107],[157.83482944 231.16517056] ; [68.16517056 99.83482944],0
d1,1,0.178292,1.811802,[223 172] ; [85 84],[215.70921986 179.29078014] ; [92.29078014 76.70921986],0
p5,1,0.183055,1.772643,[ 28 362] ; [  7 160],[ 24.50628366 365.49371634] ; [ 10.49371634 156.50628366],0
s2,1,0.222937,1.485365,[182 208] ; [69 99],[175.43010753 214.56989247] ; [75.56989247 92.43010753],0
d5,1,0.238989,1.386548,[318  76] ; [129  40],[312.82060391  81.17939609] ; [134.17939609  34.82060391],0
r1,1,0.245838,1.346801,[320  72] ; [130  38],[315.  77.] ; [135.  33.],0
s5,1,0.246284,1.344258,[112 273] ; [ 39 122],[106.47435897 278.52564103] ; [ 44.52564103 116.47435897],0
v4,1,0.262638,1.254797,[375  19] ; [155  12],[372.22816399  21.77183601] ; [157.77183601   9.22816399],0
p1,1,0.420588,0.648672,[ 26 368] ; [  8 158],[ 23.92142857 370.07857143] ; [ 10.07857143 155.92142857],0
a1,1,0.449711,0.571381,[ 17 378] ; [  5 164],[ 15.40780142 379.59219858] ; [  6.59219858 162.40780142],0
b4,1,0.454547,0.559288,[225 170] ; [102  67],[229.01595745 165.98404255] ; [97.98404255 71.01595745],0
s3,1,0.479866,0.499167,[213 176] ; [86 81],[209.19244604 179.80755396] ; [89.80755396 77.19244604],0
u3,1,0.480597,0.497508,[62 53] ; [38 26],[64.24581006 50.75418994] ; [35.75418994 28.24581006],0
s1,1,0.534195,0.386406,[ 12 375] ; [  7 162],[ 13.22482014 373.77517986] ; [  5.77517986 163.22482014],0
a7,1,0.619255,0.246917,[281 113] ; [124  45],[283.42806394 110.57193606] ; [121.57193606  47.42806394],0
r3,1,0.643645,0.214006,[364  30] ; [158  11],[365.30728242  28.69271758] ; [156.69271758  12.30728242],0
b5,1,0.682058,0.167818,[241 154] ; [100  69],[238.82092199 156.17907801] ; [102.17907801  66.82092199],0
d4,1,0.72682,0.122052,[308  84] ; [135  34],[309.54723708  82.45276292] ; [133.45276292  35.54723708],0
d3,1,0.811218,0.057051,[257 137] ; [112  57],[258.23445826 135.76554174] ; [110.76554174  58.23445826],0
v2,1,0.811795,0.056697,[197 179] ; [81 77],[195.74531835 180.25468165] ; [82.25468165 75.74531835],0
n3,1,0.863539,0.02954,[69 30] ; [32 13],[69.4375 29.5625] ; [31.5625 13.4375],0
u2,1,0.886127,0.020508,[57 56] ; [33 31],[57.45762712 55.54237288] ; [32.54237288 31.45762712],0
