Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.074383,[93  8] ; [2 9],[85.66964286 15.33035714] ; [9.33035714 1.66964286],1
r2,1,9e-06,19.784676,[95  6] ; [5 5],[90.99099099 10.00900901] ; [9.00900901 0.99099099],1
p9,1,2.4e-05,17.809712,[92  9] ; [5 6],[87.47321429 13.52678571] ; [9.52678571 1.47321429],1
r1,1,0.000291,13.128095,[79 22] ; [3 8],[73.94642857 27.05357143] ; [8.05357143 2.94642857],1
v4,1,0.000676,11.555118,[98  3] ; [8 3],[95.58928571  5.41071429] ; [10.41071429  0.58928571],1
p10,1,0.000821,11.193425,[87 14] ; [5 6],[82.96428571 18.03571429] ; [9.03571429 1.96428571],1
p11,1,0.00136,10.259364,[86 15] ; [5 6],[82.0625 18.9375] ; [8.9375 2.0625],0
s6,1,0.004299,8.153019,[85 12] ; [6 5],[81.73148148 15.26851852] ; [9.26851852 1.73148148],0
s3,1,0.005867,7.590853,[75 24] ; [4 7],[71.1 27.9] ; [7.9 3.1],0
s8,1,0.015817,5.823096,[57 44] ; [2 9],[53.20535714 47.79464286] ; [5.79464286 5.20535714],0
v1,1,0.017151,5.680847,[56 44] ; [2 9],[52.25225225 47.74774775] ; [5.74774775 5.25225225],0
p3,1,0.065519,3.391871,[57 44] ; [3 8],[54.10714286 46.89285714] ; [5.89285714 5.10714286],0
d5,1,0.0658,3.384802,[80 21] ; [6 5],[77.55357143 23.44642857] ; [8.44642857 2.55357143],0
d4,1,0.08132,3.038315,[79 22] ; [6 5],[76.65178571 24.34821429] ; [8.34821429 2.65178571],0
s1,1,0.087797,2.914304,[ 5 95] ; [2 9],[ 6.30630631 93.69369369] ; [ 0.69369369 10.30630631],0
s2,1,0.088029,2.910053,[70 29] ; [5 6],[67.5 31.5] ; [7.5 3.5],0
p7,1,0.092809,2.824961,[69 29] ; [5 6],[66.53211009 31.46788991] ; [7.46788991 3.53211009],0
a6,1,0.094699,2.792623,[63 38] ; [4 7],[60.41964286 40.58035714] ; [6.58035714 4.41964286],0
p8,1,0.106086,2.611586,[61 38] ; [4 7],[58.5 40.5] ; [6.5 4.5],0
a7,1,0.128305,2.312896,[69 32] ; [5 6],[66.73214286 34.26785714] ; [7.26785714 3.73214286],0
v3,1,0.148875,2.083742,[29 69] ; [ 1 10],[26.97247706 71.02752294] ; [3.02752294 7.97247706],0
b4,1,0.20429,1.611438,[57 44] ; [4 7],[55.00892857 45.99107143] ; [5.99107143 5.00892857],0
v2,1,0.213768,1.545725,[46 52] ; [3 8],[44.05504587 53.94495413] ; [4.94495413 6.05504587],0
n2,1,0.220671,1.5,[21  4] ; [3 2],[20.  5.] ; [4. 1.],0
d1,1,0.228178,1.452182,[56 45] ; [4 7],[54.10714286 46.89285714] ; [5.89285714 5.10714286],0
b1,1,0.246062,1.345527,[37 64] ; [6 5],[38.77678571 62.22321429] ; [4.22321429 6.77678571],0
d3,1,0.251475,1.315093,[72 29] ; [6 5],[70.33928571 30.66071429] ; [7.66071429 3.33928571],0
n6,1,0.262929,1.253271,[92  8] ; [9 2],[90.99099099  9.00900901] ; [10.00900901  0.99099099],0
a1,1,0.298912,1.079041,[ 3 98] ; [ 1 10],[ 3.60714286 97.39285714] ; [ 0.39285714 10.60714286],0
a2,1,0.322423,0.979094,[22 79] ; [ 1 10],[20.74107143 80.25892857] ; [2.25892857 8.74107143],0
b5,1,0.327282,0.959622,[58 43] ; [8 3],[59.51785714 41.48214286] ; [6.48214286 4.51785714],0
p4,1,0.356439,0.850401,[69 32] ; [6 5],[67.63392857 33.36607143] ; [7.36607143 3.63392857],0
a3,1,0.356439,0.850401,[69 32] ; [6 5],[67.63392857 33.36607143] ; [7.36607143 3.63392857],0
u2,1,0.416065,0.661403,[13 19] ; [3 2],[13.83783784 18.16216216] ; [2.16216216 2.83783784],0
u1,1,0.424056,0.639048,[19 82] ; [ 1 10],[18.03571429 82.96428571] ; [1.96428571 9.03571429],0
s5,1,0.425375,0.635419,[49 43] ; [4 6],[47.80392157 44.19607843] ; [5.19607843 4.80392157],0
n3,1,0.460181,0.545455,[19  6] ; [3 2],[18.33333333  6.66666667] ; [3.66666667 1.33333333],0
d2,1,0.486608,0.484018,[44 57] ; [6 5],[45.08928571 55.91071429] ; [4.91071429 6.08928571],0
n4,1,0.560252,0.339268,[81 20] ; [8 3],[80.25892857 20.74107143] ; [8.74107143 2.25892857],0
n1,1,0.59298,0.285714,[ 8 17] ; [1 4],[ 7.5 17.5] ; [1.5 3.5],0
a5,1,0.648215,0.208158,[71 30] ; [7 4],[70.33928571 30.66071429] ; [7.66071429 3.33928571],0
u3,1,0.677372,0.173099,[16 16] ; [2 3],[15.56756757 16.43243243] ; [2.43243243 2.56756757],0
s7,1,0.775905,0.081031,[59 41] ; [6 5],[58.55855856 41.44144144] ; [6.44144144 4.55855856],0
p6,1,0.825797,0.048442,[42 58] ; [5 6],[42.34234234 57.65765766] ; [4.65765766 6.34234234],0
p2,1,0.840941,0.040276,[85 16] ; [9 2],[84.76785714 16.23214286] ; [9.23214286 1.76785714],0
b2,1,0.856544,0.03268,[10 41] ; [2 7],[10.2 40.8] ; [1.8 7.2],0
b3,1,0.856544,0.03268,[10 41] ; [2 7],[10.2 40.8] ; [1.8 7.2],0
p1,1,0.892163,0.018379,[ 8 93] ; [ 1 10],[ 8.11607143 92.88392857] ; [ 0.88392857 10.11607143],0
a4,1,0.904478,0.014401,[44 57] ; [5 6],[44.1875 56.8125] ; [4.8125 6.1875],0
