Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.022121,5.236218,[ 2 11] ; [3 1],[3.82352941 9.17647059] ; [1.17647059 2.82352941],0
s8,1,0.057398,3.611014,[ 3 10] ; [3 1],[4.58823529 8.41176471] ; [1.41176471 2.58823529],0
s5,1,0.057398,3.611014,[ 3 10] ; [3 1],[4.58823529 8.41176471] ; [1.41176471 2.58823529],0
n6,1,0.153514,2.036982,[11  2] ; [2 2],[9.94117647 3.05882353] ; [3.05882353 0.94117647],0
b5,1,0.301409,1.067949,[10  3] ; [2 2],[9.17647059 3.82352941] ; [2.82352941 1.17647059],0
d2,1,0.312132,1.021635,[7 6] ; [1 3],[6.11764706 6.88235294] ; [1.88235294 2.11764706],0
a5,1,0.312132,1.021635,[6 7] ; [3 1],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
v4,1,0.347465,0.882692,[12  1] ; [3 1],[11.47058824  1.52941176] ; [3.52941176 0.47058824],0
n4,1,0.452209,0.56511,[7 6] ; [3 1],[7.64705882 5.35294118] ; [2.35294118 1.64705882],0
p8,1,0.452209,0.56511,[7 6] ; [3 1],[7.64705882 5.35294118] ; [2.35294118 1.64705882],0
a7,1,0.452209,0.56511,[7 6] ; [3 1],[7.64705882 5.35294118] ; [2.35294118 1.64705882],0
d3,1,0.481556,0.495338,[9 4] ; [2 2],[8.41176471 4.58823529] ; [2.58823529 1.41176471],0
p6,1,0.481556,0.495338,[4 9] ; [2 2],[4.58823529 8.41176471] ; [1.41176471 2.58823529],0
n5,1,0.481556,0.495338,[9 4] ; [2 2],[8.41176471 4.58823529] ; [2.58823529 1.41176471],0
s6,1,0.622252,0.242716,[8 5] ; [3 1],[8.41176471 4.58823529] ; [2.58823529 1.41176471],0
d5,1,0.622252,0.242716,[8 5] ; [3 1],[8.41176471 4.58823529] ; [2.58823529 1.41176471],0
v3,1,0.622252,0.242716,[5 8] ; [1 3],[4.58823529 8.41176471] ; [1.41176471 2.58823529],0
p5,1,0.622252,0.242716,[5 8] ; [1 3],[4.58823529 8.41176471] ; [1.41176471 2.58823529],0
b2,1,0.67329,0.177778,[2 4] ; [1 1],[2.25 3.75] ; [0.75 1.25],0
b3,1,0.67329,0.177778,[2 4] ; [1 1],[2.25 3.75] ; [0.75 1.25],0
p4,1,0.681777,0.168132,[8 5] ; [2 2],[7.64705882 5.35294118] ; [2.35294118 1.64705882],0
v2,1,0.681777,0.168132,[5 8] ; [2 2],[5.35294118 7.64705882] ; [1.64705882 2.35294118],0
a6,1,0.681777,0.168132,[8 5] ; [2 2],[7.64705882 5.35294118] ; [2.35294118 1.64705882],0
b4,1,0.681777,0.168132,[8 5] ; [2 2],[7.64705882 5.35294118] ; [2.35294118 1.64705882],0
a8,1,0.755497,0.09697,[4 8] ; [1 3],[3.75 8.25] ; [1.25 2.75],0
d4,1,0.824745,0.049038,[9 4] ; [3 1],[9.17647059 3.82352941] ; [2.82352941 1.17647059],0
p3,1,0.824745,0.049038,[4 9] ; [1 3],[3.82352941 9.17647059] ; [1.17647059 2.82352941],0
a3,1,0.892795,0.018162,[7 6] ; [2 2],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
b1,1,0.892795,0.018162,[6 7] ; [2 2],[6.11764706 6.88235294] ; [1.88235294 2.11764706],0
n3,1,1.0,0.0,[1 1] ; [1 1],[1. 1.] ; [1. 1.],0
