Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.417464,[108  31] ; [ 6 24],[93.76331361 45.23668639] ; [20.23668639  9.76331361],1
p8,1,0.234869,1.41113,[47 89] ; [ 7 23],[44.24096386 91.75903614] ; [ 9.75903614 20.24096386],0
s5,1,0.268058,1.226657,[40 93] ; [ 6 24],[37.53374233 95.46625767] ; [ 8.46625767 21.53374233],0
p2,1,0.268762,1.223054,[95 40] ; [18 12],[92.45454545 42.54545455] ; [20.54545455  9.45454545],0
n6,1,0.341707,0.904018,[98 40] ; [18 11],[95.85628743 42.14371257] ; [20.14371257  8.85628743],0
b2,1,0.342137,0.902406,[29 51] ; [ 5 15],[27.2 52.8] ; [ 6.8 13.2],0
b3,1,0.342137,0.902406,[29 51] ; [ 5 15],[27.2 52.8] ; [ 6.8 13.2],0
s6,1,0.353918,0.859359,[57 77] ; [10 20],[54.74390244 79.25609756] ; [12.25609756 17.74390244],0
s2,1,0.391481,0.734338,[ 31 106] ; [ 9 21],[ 32.81437126 104.18562874] ; [ 7.18562874 22.81437126],0
d3,1,0.395206,0.722864,[58 81] ; [10 20],[55.92899408 83.07100592] ; [12.07100592 17.92899408],0
p7,1,0.39862,0.712484,[70 65] ; [13 17],[67.90909091 67.09090909] ; [15.09090909 14.90909091],0
n4,1,0.423,0.641966,[94 45] ; [18 12],[92.1183432 46.8816568] ; [19.8816568 10.1183432],0
p3,1,0.448836,0.57359,[46 90] ; [ 8 22],[44.24096386 91.75903614] ; [ 9.75903614 20.24096386],0
v1,1,0.488204,0.480482,[55 82] ; [10 20],[53.32335329 83.67664671] ; [11.67664671 18.32335329],0
s7,1,0.521311,0.4113,[ 32 100] ; [ 5 22],[ 30.71698113 101.28301887] ; [ 6.28301887 20.71698113],0
s1,1,0.601697,0.272444,[  6 130] ; [ 2 28],[  6.55421687 129.44578313] ; [ 1.44578313 28.55421687],0
p12,1,0.710614,0.137665,[  3 134] ; [ 1 29],[  3.28143713 133.71856287] ; [ 0.71856287 29.28143713],0
b4,1,0.758242,0.094735,[83 56] ; [17 13],[82.24852071 56.75147929] ; [17.75147929 12.24852071],0
n5,1,0.83565,0.04304,[94 43] ; [20 10],[93.52095808 43.47904192] ; [20.47904192  9.52095808],0
u2,1,0.857917,0.03205,[24 31] ; [ 7 10],[23.68055556 31.31944444] ; [7.31944444 9.68055556],0
s4,1,0.937043,0.006239,[ 24 115] ; [ 5 25],[ 23.85207101 115.14792899] ; [ 5.14792899 24.85207101],0
p4,1,0.94013,0.005641,[53 82] ; [12 18],[53.18181818 81.81818182] ; [11.81818182 18.18181818],0
a1,1,0.969184,0.001492,[  9 130] ; [ 2 28],[  9.04733728 129.95266272] ; [ 1.95266272 28.04733728],0
b5,1,0.971492,0.001277,[70 69] ; [15 15],[69.9112426 69.0887574] ; [15.0887574 14.9112426],0
a8,1,0.975928,0.00091,[ 10 122] ; [ 2 25],[  9.96226415 122.03773585] ; [ 2.03773585 24.96226415],0
