Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.426361,[18 30] ; [64 17],[30.51162791 17.48837209] ; [51.48837209 29.51162791],1
d3,1,4.1e-05,16.829746,[16 32] ; [57 24],[27.1627907 20.8372093] ; [45.8372093 35.1627907],1
a2,1,0.000106,15.027809,[ 1 47] ; [25 58],[ 9.52671756 38.47328244] ; [16.47328244 66.52671756],1
u1,1,0.001449,10.142312,[ 2 46] ; [22 61],[ 8.79389313 39.20610687] ; [15.20610687 67.79389313],0
d4,1,0.002014,9.537093,[27 21] ; [66 15],[34.60465116 13.39534884] ; [58.39534884 22.60465116],0
b5,1,0.005427,7.731425,[18 30] ; [52 31],[25.64885496 22.35114504] ; [44.35114504 38.64885496],0
a5,1,0.008274,6.97316,[25 23] ; [62 21],[31.8778626 16.1221374] ; [55.1221374 27.8778626],0
p10,1,0.010017,6.631874,[20 27] ; [54 28],[26.96124031 20.03875969] ; [47.03875969 34.96124031],0
d5,1,0.010878,6.485211,[25 23] ; [60 21],[31.62790698 16.37209302] ; [53.37209302 27.62790698],0
v4,1,0.011111,6.447515,[32 16] ; [71 12],[37.74045802 10.25954198] ; [65.25954198 17.74045802],0
d1,1,0.015648,5.841985,[19 29] ; [51 32],[25.64885496 22.35114504] ; [44.35114504 38.64885496],0
r4,1,0.018292,5.567948,[29 19] ; [66 17],[34.80916031 13.19083969] ; [60.19083969 22.80916031],0
r3,1,0.018915,5.509334,[32 16] ; [70 13],[37.3740458 10.6259542] ; [64.6259542 18.3740458],0
b4,1,0.031681,4.615654,[22 26] ; [54 29],[27.84732824 20.15267176] ; [48.15267176 34.84732824],0
u2,1,0.035728,4.410037,[ 6 14] ; [17 11],[ 9.58333333 10.41666667] ; [13.41666667 14.58333333],0
p9,1,0.041058,4.173624,[23 23] ; [56 26],[28.390625 17.609375] ; [50.609375 31.390625],0
a1,1,0.066214,3.374472,[ 2 46] ; [12 71],[ 5.12977099 42.87022901] ; [ 8.87022901 74.12977099],0
v2,1,0.073665,3.199403,[16 28] ; [43 38],[20.768 23.232] ; [38.232 42.768],0
b1,1,0.080649,3.051781,[29 19] ; [37 46],[24.18320611 23.81679389] ; [41.81679389 41.18320611],0
