Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.426361,[18 30] ; [64 17],[30.51162791 17.48837209] ; [51.48837209 29.51162791],1
r2,1,0.084219,2.981537,[38  8] ; [75  6],[40.92913386  5.07086614] ; [72.07086614  8.92913386],0
r1,1,0.087236,2.924658,[29 19] ; [62 21],[33.34351145 14.65648855] ; [57.65648855 25.34351145],0
s3,1,0.137423,2.206578,[17 29] ; [41 40],[21.00787402 24.99212598] ; [36.99212598 44.00787402],0
s1,1,0.171521,1.8696,[ 6 40] ; [ 5 78],[ 3.92248062 42.07751938] ; [ 7.07751938 75.92248062],0
a8,1,0.179591,1.801008,[ 4 43] ; [13 63],[ 6.49593496 40.50406504] ; [10.50406504 65.49593496],0
a3,1,0.183798,1.76664,[27 21] ; [55 26],[30.51162791 17.48837209] ; [51.48837209 29.51162791],0
s6,1,0.205451,1.603194,[22 26] ; [47 35],[25.47692308 22.52307692] ; [43.52307692 38.47692308],0
b3,1,0.214251,1.542469,[18 20] ; [19 36],[15.11827957 22.88172043] ; [21.88172043 33.11827957],0
b2,1,0.214251,1.542469,[18 20] ; [19 36],[15.11827957 22.88172043] ; [21.88172043 33.11827957],0
n1,1,0.220671,1.5,[12  6] ; [13 14],[10.  8.] ; [15. 12.],0
n6,1,0.221215,1.496474,[34 14] ; [65 16],[36.8372093 11.1627907] ; [62.1627907 18.8372093],0
s2,1,0.271903,1.207122,[16 31] ; [36 46],[18.94573643 28.05426357] ; [33.05426357 48.94573643],0
p11,1,0.274805,1.192604,[26 22] ; [53 30],[28.94656489 19.05343511] ; [50.05343511 32.94656489],0
a4,1,0.307947,1.039458,[18 29] ; [39 43],[20.76744186 26.23255814] ; [36.23255814 45.76744186],0
n3,1,0.347695,0.881851,[9 7] ; [19  8],[10.41860465  5.58139535] ; [17.58139535  9.41860465],0
n2,1,0.369507,0.805322,[12  6] ; [22  6],[13.30434783  4.69565217] ; [20.69565217  7.30434783],0
p5,1,0.376351,0.782587,[ 3 44] ; [ 9 72],[ 4.40625 42.59375] ; [ 7.59375 73.40625],0
s4,1,0.37967,0.771771,[10 38] ; [12 69],[ 8.18604651 39.81395349] ; [13.81395349 67.18604651],0
n5,1,0.395922,0.720676,[37 11] ; [69 14],[38.83969466  9.16030534] ; [67.16030534 15.83969466],0
v3,1,0.39773,0.715178,[15 30] ; [32 46],[17.19512195 27.80487805] ; [29.80487805 48.19512195],0
p7,1,0.436958,0.604259,[13 33] ; [28 52],[14.96825397 31.03174603] ; [26.03174603 53.96825397],0
u3,1,0.457807,0.55125,[ 9 12] ; [15 13],[10.28571429 10.71428571] ; [13.71428571 14.28571429],0
d2,1,0.501817,0.451091,[21 25] ; [42 39],[22.81889764 23.18110236] ; [40.18110236 40.81889764],0
s7,1,0.504647,0.445151,[17 29] ; [34 45],[18.768 27.232] ; [32.232 46.768],0
p6,1,0.613782,0.254704,[10 36] ; [15 68],[ 8.91472868 37.08527132] ; [16.08527132 66.91472868],0
s8,1,0.733558,0.11587,[19 29] ; [30 52],[18.09230769 29.90769231] ; [30.90769231 51.09230769],0
p4,1,0.750017,0.101517,[14 33] ; [22 59],[13.21875 33.78125] ; [22.78125 58.21875],0
v1,1,0.7722,0.083809,[17 30] ; [31 49],[17.76377953 29.23622047] ; [30.23622047 49.76377953],0
p3,1,0.814146,0.055263,[16 32] ; [29 53],[16.61538462 31.38461538] ; [28.38461538 53.61538462],0
s5,1,0.817095,0.053492,[10 35] ; [19 60],[10.52419355 34.47580645] ; [18.47580645 60.52419355],0
u4,1,0.873718,0.025261,[ 2 46] ; [ 3 80],[ 1.83206107 46.16793893] ; [ 3.16793893 79.83206107],0
p1,1,0.885876,0.020599,[ 5 43] ; [ 8 75],[ 4.76335878 43.23664122] ; [ 8.23664122 74.76335878],0
p8,1,0.9086,0.01318,[10 38] ; [18 65],[10.25954198 37.74045802] ; [17.74045802 65.25954198],0
p12,1,0.984072,0.000399,[ 4 44] ; [ 7 76],[ 4.03053435 43.96946565] ; [ 6.96946565 76.03053435],0
