Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.7e-05,17.008308,[40 18] ; [13 33],[29.55769231 28.44230769] ; [23.44230769 22.55769231],1
a2,1,0.002669,9.021204,[13 45] ; [ 1 45],[ 7.80769231 50.19230769] ; [ 6.19230769 39.80769231],0
a6,1,0.005542,7.693422,[42 16] ; [21 25],[35.13461538 22.86538462] ; [27.86538462 18.13461538],0
r3,1,0.01251,6.237162,[47 11] ; [27 19],[41.26923077 16.73076923] ; [32.73076923 13.26923077],0
b5,1,0.0136,6.089312,[33 25] ; [15 31],[26.76923077 31.23076923] ; [21.23076923 24.76923077],0
d5,1,0.020141,5.399658,[43 15] ; [24 22],[37.36538462 20.63461538] ; [29.63461538 16.36538462],0
a5,1,0.024605,5.051453,[38 20] ; [20 26],[32.34615385 25.65384615] ; [25.65384615 20.34615385],0
p4,1,0.039145,4.254584,[21 37] ; [ 8 37],[16.33009709 41.66990291] ; [12.66990291 32.33009709],0
d4,1,0.045289,4.007834,[42 16] ; [24 21],[37.16504854 20.83495146] ; [28.83495146 16.16504854],0
a3,1,0.050092,3.83837,[37 20] ; [21 25],[32.09708738 24.90291262] ; [25.90291262 20.09708738],0
d1,1,0.065524,3.391723,[28 30] ; [14 32],[23.42307692 34.57692308] ; [18.57692308 27.42307692],0
v4,1,0.082561,3.01375,[47 11] ; [29 15],[43.21568627 14.78431373] ; [32.78431373 11.21568627],0
p6,1,0.102578,2.665001,[12 45] ; [ 4 40],[ 9.02970297 47.97029703] ; [ 6.97029703 37.02970297],0
r4,1,0.118367,2.438795,[39 19] ; [24 22],[35.13461538 22.86538462] ; [27.86538462 18.13461538],0
p2,1,0.124771,2.356386,[34 24] ; [20 26],[30.11538462 27.88461538] ; [23.88461538 22.11538462],0
u1,1,0.164244,1.93471,[ 7 51] ; [ 2 44],[ 5.01923077 52.98076923] ; [ 3.98076923 42.01923077],0
a8,1,0.172316,1.862682,[ 5 51] ; [ 1 42],[ 3.39393939 52.60606061] ; [ 2.60606061 40.39393939],0
p3,1,0.213333,1.548663,[17 39] ; [ 9 37],[14.2745098 41.7254902] ; [11.7254902 34.2745098],0
p10,1,0.220356,1.502049,[16 42] ; [ 8 38],[13.38461538 44.61538462] ; [10.61538462 35.38461538],0
n4,1,0.262073,1.257771,[39 19] ; [26 20],[36.25 21.75] ; [28.75 17.25],0
r1,1,0.277251,1.180517,[40 18] ; [27 19],[37.36538462 20.63461538] ; [29.63461538 16.36538462],0
a4,1,0.284064,1.147544,[24 34] ; [14 31],[21.39805825 36.60194175] ; [16.60194175 28.39805825],0
v2,1,0.289977,1.119728,[23 35] ; [13 31],[20.47058824 37.52941176] ; [15.52941176 28.47058824],0
s3,1,0.303391,1.059228,[14 44] ; [15 30],[16.33009709 41.66990291] ; [12.66990291 32.33009709],0
p8,1,0.420434,0.649102,[15 42] ; [ 9 37],[13.2815534 43.7184466] ; [10.7184466 35.2815534],0
n6,1,0.423882,0.639528,[33 24] ; [23 23],[30.99029126 26.00970874] ; [25.00970874 20.99029126],0
u3,1,0.44732,0.577433,[ 9 12] ; [ 8 17],[ 7.76086957 13.23913043] ; [ 9.23913043 15.76086957],0
s4,1,0.474161,0.512263,[ 4 54] ; [ 5 41],[ 5.01923077 52.98076923] ; [ 3.98076923 42.01923077],0
s1,1,0.474303,0.511933,[ 6 51] ; [ 3 43],[ 4.98058252 52.01941748] ; [ 4.01941748 41.98058252],0
p11,1,0.508132,0.437912,[29 29] ; [20 26],[27.32692308 30.67307692] ; [21.67307692 24.32692308],0
r2,1,0.517101,0.419671,[49  9] ; [35  9],[47.76470588 10.23529412] ; [36.23529412  7.76470588],0
v1,1,0.537689,0.37984,[17 41] ; [11 35],[15.61538462 42.38461538] ; [12.38461538 33.61538462],0
a1,1,0.579811,0.306541,[ 4 54] ; [ 2 44],[ 3.34615385 54.65384615] ; [ 2.65384615 43.34615385],0
u2,1,0.60006,0.274906,[ 8 13] ; [11 13],[ 8.86666667 12.13333333] ; [10.13333333 13.86666667],0
v3,1,0.625547,0.238147,[14 43] ; [ 9 35],[12.98019802 44.01980198] ; [10.01980198 33.98019802],0
n2,1,0.654211,0.200632,[12 12] ; [13 10],[12.76595745 11.23404255] ; [12.23404255 10.76595745],0
