Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,57.914041,[79 29] ; [27 92],[50.43171806 57.56828194] ; [55.56828194 63.43171806],1
s3,1,0.0,49.937272,[86 21] ; [40 79],[59.65486726 47.34513274] ; [66.34513274 52.65486726],1
s8,1,0.0,43.591475,[68 40] ; [24 96],[43.57894737 64.42105263] ; [48.42105263 71.57894737],1
s6,1,0.0,41.215941,[88 18] ; [49 70],[64.54222222 41.45777778] ; [72.45777778 46.54222222],1
s5,1,0.000162,14.226137,[42 62] ; [20 95],[29.44292237 74.55707763] ; [32.55707763 82.44292237],1
n4,1,0.000611,11.741461,[93 15] ; [80 40],[81.94736842 26.05263158] ; [91.05263158 28.94736842],1
p9,1,0.000697,11.496829,[94 13] ; [83 37],[83.43171806 23.56828194] ; [93.56828194 26.43171806],1
p3,1,0.001033,10.76729,[54 53] ; [35 85],[41.95154185 65.04845815] ; [47.04845815 72.95154185],0
p4,1,0.004673,8.00194,[67 41] ; [51 67],[56.38938053 51.61061947] ; [61.61061947 56.38938053],0
p10,1,0.005837,7.6,[90 18] ; [81 39],[81. 27.] ; [90. 30.],0
u1,1,0.005837,7.6,[36 72] ; [21 99],[27. 81.] ; [30. 90.],0
n5,1,0.006841,7.314266,[81 27] ; [69 50],[71.36563877 36.63436123] ; [78.63436123 40.36563877],0
p6,1,0.00764,7.11592,[41 66] ; [26 92],[31.86222222 75.13777778] ; [35.13777778 82.86222222],0
p5,1,0.008825,6.85784,[12 96] ; [  3 117],[  7.10526316 100.89473684] ; [  7.89473684 112.10526316],0
a3,1,0.013769,6.067476,[92 16] ; [86 34],[84.31578947 23.68421053] ; [93.68421053 26.31578947],0
s4,1,0.015874,5.816794,[28 79] ; [ 16 103],[20.83185841 86.16814159] ; [23.16814159 95.83185841],0
r1,1,0.019743,5.434515,[94 14] ; [89 30],[87.0660793 20.9339207] ; [95.9339207 23.0660793],0
v4,1,0.023254,5.149421,[103   5] ; [104  16],[98.05263158  9.94736842] ; [108.94736842  11.05263158],0
s1,1,0.038261,4.293381,[  8 100] ; [  2 115],[  4.8 103.2] ; [  5.2 111.8],0
r2,1,0.040772,4.185449,[106   1] ; [109   7],[103.16143498   3.83856502] ; [111.83856502   4.16143498],0
a2,1,0.048889,3.879167,[43 65] ; [33 87],[36. 72.] ; [40. 80.],0
n6,1,0.057126,3.618915,[94 14] ; [92 27],[88.49339207 19.50660793] ; [97.50660793 21.49339207],0
p7,1,0.058452,3.580785,[65 41] ; [58 61],[57.94666667 48.05333333] ; [65.05333333 53.94666667],0
a4,1,0.059277,3.557508,[67 41] ; [59 60],[59.94713656 48.05286344] ; [66.05286344 52.94713656],0
r4,1,0.069881,3.285825,[98 10] ; [99 21],[93.31578947 14.68421053] ; [103.68421053  16.31578947],0
a7,1,0.070431,3.272955,[76 32] ; [96 23],[81.83259912 26.16740088] ; [90.16740088 28.83259912],0
u2,1,0.078609,3.093434,[12  4] ; [16 17],[9.14285714 6.85714286] ; [18.85714286 14.14285714],0
b3,1,0.094431,2.797166,[30 46] ; [17 48],[25.33333333 50.66666667] ; [21.66666667 43.33333333],0
b2,1,0.094431,2.797166,[30 46] ; [17 48],[25.33333333 50.66666667] ; [21.66666667 43.33333333],0
a8,1,0.09852,2.729335,[15 83] ; [  9 103],[11.2 86.8] ; [12.8 99.2],0
p12,1,0.107378,2.592386,[ 9 99] ; [  4 115],[  6.18502203 101.81497797] ; [  6.81497797 112.18502203],0
r3,1,0.118941,2.431213,[103   5] ; [107  12],[99.91189427  8.08810573] ; [110.08810573   8.91189427],0
n3,1,0.147305,2.099939,[21  6] ; [25 16],[18.26470588  8.73529412] ; [27.73529412 13.26470588],0
b1,1,0.153992,2.032253,[44 64] ; [38 82],[38.84210526 69.15789474] ; [43.15789474 76.84210526],0
d3,1,0.163989,1.937051,[93 14] ; [111   9],[96.15859031 10.84140969] ; [107.84140969  12.15859031],0
n1,1,0.166727,1.912133,[13 15] ; [12 28],[10.29411765 17.70588235] ; [14.70588235 25.29411765],0
a1,1,0.168956,1.892181,[  8 100] ; [  4 116],[  5.68421053 102.31578947] ; [  6.31578947 113.68421053],0
p2,1,0.19614,1.670884,[86 22] ; [86 33],[81.83259912 26.16740088] ; [90.16740088 28.83259912],0
a6,1,0.202748,1.622471,[74 33] ; [92 28],[78.24669604 28.75330396] ; [87.75330396 32.24669604],0
p8,1,0.220534,1.500894,[49 57] ; [45 73],[44.48214286 61.51785714] ; [49.51785714 68.48214286],0
p11,1,0.254448,1.298714,[82 26] ; [83 37],[78.15789474 29.84210526] ; [86.84210526 33.15789474],0
b5,1,0.276942,1.182036,[58 50] ; [73 47],[62.05263158 45.94736842] ; [68.94736842 51.05263158],0
p1,1,0.337157,0.921212,[11 97] ; [  8 112],[ 9. 99.] ; [ 10. 110.],0
a5,1,0.356555,0.849992,[89 19] ; [93 27],[86.21052632 21.78947368] ; [95.78947368 24.21052632],0
u3,1,0.386282,0.750613,[11  5] ; [19 15],[9.6 6.4] ; [20.4 13.6],0
d2,1,0.457904,0.551012,[80 27] ; [83 35],[77.51555556 29.48444444] ; [85.48444444 32.51555556],0
u4,1,0.500383,0.454123,[  2 106] ; [  1 119],[  1.42105263 106.57894737] ; [  1.57894737 118.42105263],0
n2,1,0.630874,0.230878,[18 10] ; [24 17],[17.04347826 10.95652174] ; [24.95652174 16.04347826],0
v3,1,0.848862,0.036317,[30 73] ; [33 85],[29.36199095 73.63800905] ; [33.63800905 84.36199095],0
v2,1,0.880422,0.022631,[49 57] ; [52 63],[48.44343891 57.55656109] ; [52.55656109 62.44343891],0
b4,1,0.909369,0.012958,[64 44] ; [72 48],[64.42105263 43.57894737] ; [71.57894737 48.42105263],0
d4,1,0.914552,0.011513,[105   2] ; [117   2],[105.10619469   1.89380531] ; [116.89380531   2.10619469],0
d5,1,0.935058,0.006639,[106   1] ; [119   1],[106.05726872   0.94273128] ; [118.94273128   1.05726872],0
