Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.388355,[ 70 115] ; [43 15],[86.02880658 98.97119342] ; [26.97119342 31.02880658],1
p7,1,8e-06,19.906375,[ 81 103] ; [45 13],[95.80165289 88.19834711] ; [30.19834711 27.80165289],1
p2,1,2.2e-05,17.982448,[128  57] ; [56  2],[140.08230453  44.91769547] ; [43.91769547 14.08230453],1
v1,1,0.000714,11.451816,[ 67 115] ; [36 22],[ 78.10833333 103.89166667] ; [24.89166667 33.10833333],1
s8,1,0.001927,9.617807,[ 27 159] ; [19 39],[ 35.06557377 150.93442623] ; [10.93442623 47.06557377],0
p9,1,0.002343,9.259677,[122  59] ; [51  7],[131.0167364  49.9832636] ; [41.9832636 16.0167364],0
s7,1,0.002813,8.924658,[ 32 140] ; [21 34],[ 40.15859031 131.84140969] ; [12.84140969 42.15859031],0
p8,1,0.002902,8.867891,[ 74 112] ; [36 22],[ 83.85245902 102.14754098] ; [26.14754098 31.85245902],0
p3,1,0.004106,8.236353,[ 66 119] ; [33 25],[ 75.37037037 109.62962963] ; [23.62962963 34.37037037],0
b3,1,0.004509,8.066493,[36 73] ; [20 13],[42.98591549 66.01408451] ; [13.01408451 19.98591549],0
b2,1,0.004509,8.066493,[36 73] ; [20 13],[42.98591549 66.01408451] ; [13.01408451 19.98591549],0
u1,1,0.006788,7.328116,[ 19 167] ; [14 44],[ 25.1557377 160.8442623] ; [ 7.8442623 50.1557377],0
n5,1,0.05097,3.809247,[118  67] ; [45 13],[124.09465021  60.90534979] ; [38.90534979 19.09465021],0
n6,1,0.053662,3.723197,[133  52] ; [49  9],[138.55967078  46.44032922] ; [43.44032922 14.55967078],0
n4,1,0.054118,3.70906,[130  56] ; [48 10],[135.68852459  50.31147541] ; [42.31147541 15.68852459],0
v2,1,0.150136,2.070866,[90 91] ; [34 22],[94.70042194 86.29957806] ; [29.29957806 26.70042194],0
a2,1,0.15157,2.056381,[ 35 151] ; [16 42],[ 38.87704918 147.12295082] ; [12.12295082 45.87704918],0
p10,1,0.165377,1.924362,[128  55] ; [46 12],[132.12448133  50.87551867] ; [41.87551867 16.12448133],0
n3,1,0.169762,1.885041,[31 20] ; [12  3],[33.22727273 17.77272727] ; [9.77272727 5.22727273],0
d1,1,0.174279,1.845742,[120  66] ; [43 15],[124.25409836  61.74590164] ; [38.74590164 19.25409836],0
s5,1,0.195692,1.674239,[ 23 158] ; [11 45],[ 25.96624473 155.03375527] ; [ 8.03375527 47.96624473],0
p11,1,0.19664,1.667153,[135  51] ; [47 11],[138.73770492  47.26229508] ; [43.26229508 14.73770492],0
