Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.980758,[88  7] ; [15 12],[80.20491803 14.79508197] ; [22.79508197  4.20491803],1
v4,1,0.007085,7.251418,[89  5] ; [21  6],[85.45454545  8.54545455] ; [24.54545455  2.45454545],0
s8,1,0.01594,5.809528,[56 38] ; [ 9 18],[50.49586777 43.50413223] ; [14.50413223 12.49586777],0
a5,1,0.027211,4.877381,[76 19] ; [16 11],[71.63934426 23.36065574] ; [20.36065574  6.63934426],0
d3,1,0.053803,3.718791,[71 24] ; [15 12],[66.96721311 28.03278689] ; [19.03278689  7.96721311],0
p10,1,0.064083,3.428426,[80 14] ; [18  8],[76.76666667 17.23333333] ; [21.23333333  4.76666667],0
u1,1,0.069253,3.300638,[22 73] ; [ 2 25],[18.68852459 76.31147541] ; [ 5.31147541 21.68852459],0
p7,1,0.081851,3.02775,[65 28] ; [14 13],[61.225 31.775] ; [17.775  9.225],0
n3,1,0.086476,2.938776,[11 11] ; [11  3],[13.44444444  8.55555556] ; [8.55555556 5.44444444],0
r3,1,0.093838,2.807267,[90  5] ; [23  4],[87.99180328  7.00819672] ; [25.00819672  1.99180328],0
v2,1,0.136263,2.219662,[53 40] ; [11 16],[49.6 43.4] ; [14.4 12.6],0
p1,1,0.155422,2.018215,[ 6 89] ; [ 4 23],[ 7.78688525 87.21311475] ; [ 2.21311475 24.78688525],0
d1,1,0.167058,1.909146,[53 42] ; [11 16],[49.83606557 45.16393443] ; [14.16393443 12.83606557],0
r2,1,0.189425,1.722086,[87  7] ; [21  4],[85.31092437  8.68907563] ; [22.68907563  2.31092437],0
b5,1,0.19907,1.649183,[52 43] ; [11 16],[49.05737705 45.94262295] ; [13.94262295 13.05737705],0
u2,1,0.200679,1.637427,[15  5] ; [4 4],[13.57142857  6.42857143] ; [5.42857143 2.57142857],0
a2,1,0.215402,1.534743,[25 70] ; [ 4 23],[22.58196721 72.41803279] ; [ 6.41803279 20.58196721],0
a7,1,0.222537,1.487934,[68 27] ; [16 11],[65.40983607 29.59016393] ; [18.59016393  8.40983607],0
n1,1,0.286308,1.136902,[ 9 14] ; [8 6],[10.56756757 12.43243243] ; [6.43243243 7.56756757],0
s5,1,0.289913,1.120023,[24 71] ; [ 4 22],[21.98347107 73.01652893] ; [ 6.01652893 19.98347107],0
a3,1,0.30027,1.072996,[75 19] ; [19  8],[73.02479339 20.97520661] ; [20.97520661  6.02479339],0
u3,1,0.318388,0.995556,[14  6] ; [4 4],[12.85714286  7.14285714] ; [5.14285714 2.85714286],0
s1,1,0.338425,0.916387,[ 1 94] ; [ 1 26],[ 1.55737705 93.44262295] ; [ 0.44262295 26.55737705],0
n4,1,0.349673,0.874645,[75 20] ; [19  8],[73.19672131 21.80327869] ; [20.80327869  6.19672131],0
p2,1,0.354253,0.858163,[78 17] ; [20  7],[76.31147541 18.68852459] ; [21.68852459  5.31147541],0
d2,1,0.369255,0.806171,[48 47] ; [11 16],[45.94262295 49.05737705] ; [13.05737705 13.94262295],0
b1,1,0.375894,0.784088,[37 58] ; [ 8 19],[35.04098361 59.95901639] ; [ 9.95901639 17.04098361],0
n2,1,0.388741,0.742877,[15  8] ; [11  3],[16.16216216  6.83783784] ; [9.83783784 4.16216216],0
a6,1,0.390095,0.738646,[68 27] ; [17 10],[66.18852459 28.81147541] ; [18.81147541  8.18852459],0
s6,1,0.412873,0.670513,[61 34] ; [15 12],[59.18032787 35.81967213] ; [16.81967213 10.18032787],0
p4,1,0.412873,0.670513,[61 34] ; [15 12],[59.18032787 35.81967213] ; [16.81967213 10.18032787],0
d5,1,0.506994,0.440266,[76 19] ; [20  7],[74.75409836 20.24590164] ; [21.24590164  5.75409836],0
s4,1,0.537265,0.380633,[10 85] ; [ 4 23],[10.90163934 84.09836066] ; [ 3.09836066 23.90163934],0
n5,1,0.545384,0.365652,[69 26] ; [18  9],[67.74590164 27.25409836] ; [19.25409836  7.74590164],0
a8,1,0.559896,0.339885,[13 67] ; [ 3 23],[12.0754717 67.9245283] ; [ 3.9245283 22.0754717],0
d4,1,0.611934,0.257368,[78 17] ; [21  6],[77.09016393 17.90983607] ; [21.90983607  5.09016393],0
s3,1,0.621732,0.24344,[29 65] ; [ 7 20],[27.96694215 66.03305785] ; [ 8.03305785 18.96694215],0
n6,1,0.632506,0.228678,[81 14] ; [22  5],[80.20491803 14.79508197] ; [22.79508197  4.20491803],0
a1,1,0.636038,0.223961,[ 2 93] ; [ 1 26],[ 2.33606557 92.66393443] ; [ 0.66393443 26.33606557],0
b3,1,0.663036,0.189857,[30 41] ; [10 11],[30.86956522 40.13043478] ; [ 9.13043478 11.86956522],0
b2,1,0.663036,0.189857,[30 41] ; [10 11],[30.86956522 40.13043478] ; [ 9.13043478 11.86956522],0
v1,1,0.71364,0.134668,[49 45] ; [12 13],[48.18487395 45.81512605] ; [12.81512605 12.18487395],0
a4,1,0.751075,0.10063,[38 56] ; [10 17],[37.2892562 56.7107438] ; [10.7107438 16.2892562],0
p6,1,0.759011,0.094114,[37 57] ; [ 9 16],[36.33613445 57.66386555] ; [ 9.66386555 15.33613445],0
p11,1,0.773448,0.082868,[75 20] ; [22  5],[75.53278689 19.46721311] ; [21.46721311  5.53278689],0
b4,1,0.790654,0.07047,[52 43] ; [14 13],[51.39344262 43.60655738] ; [14.60655738 12.39344262],0
v3,1,0.79578,0.066984,[42 51] ; [11 15],[41.42016807 51.57983193] ; [11.57983193 14.42016807],0
p5,1,0.838645,0.041464,[16 79] ; [ 5 22],[16.35245902 78.64754098] ; [ 4.64754098 22.35245902],0
p8,1,0.860862,0.030722,[50 43] ; [14 13],[49.6 43.4] ; [14.4 12.6],0
p9,1,0.893703,0.017854,[77 17] ; [21  5],[76.76666667 17.23333333] ; [21.23333333  4.76666667],0
p3,1,0.905267,0.014164,[54 41] ; [15 12],[53.7295082 41.2704918] ; [15.2704918 11.7295082],0
p12,1,0.966448,0.001769,[ 7 87] ; [ 2 24],[ 7.05 86.95] ; [ 1.95 24.05],0
