Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,36.060717,[ 4 38] ; [63 34],[20.24460432 21.75539568] ; [46.75539568 50.24460432],1
a3,1,0.0,34.212446,[13 27] ; [81 16],[27.44525547 12.55474453] ; [66.55474453 30.44525547],1
d2,1,0.0,26.27598,[ 8 35] ; [63 33],[21.96402878 21.03597122] ; [49.03597122 46.96402878],1
d5,1,3.1e-05,17.354075,[24 18] ; [85 11],[33.17391304  8.82608696] ; [75.82608696 20.17391304],1
v2,1,5.7e-05,16.186266,[ 9 32] ; [56 38],[19.74074074 21.25925926] ; [45.25925926 48.74074074],1
d1,1,0.00024,13.487365,[14 29] ; [64 33],[23.95714286 19.04285714] ; [54.04285714 42.95714286],1
u1,1,0.0014,10.206415,[ 1 42] ; [24 73],[ 7.67857143 35.32142857] ; [17.32142857 79.67857143],0
a6,1,0.002691,9.006123,[19 24] ; [68 28],[26.91366906 16.08633094] ; [60.08633094 35.91366906],0
n4,1,0.002797,8.935373,[21 22] ; [71 24],[28.66666667 14.33333333] ; [63.33333333 31.66666667],0
p7,1,0.00434,8.135912,[15 28] ; [58 37],[22.74637681 20.25362319] ; [50.25362319 44.74637681],0
r2,1,0.005807,7.609295,[37  6] ; [93  2],[40.50724638  2.49275362] ; [89.49275362  5.50724638],0
r4,1,0.006217,7.486366,[30 13] ; [86 11],[35.62857143  7.37142857] ; [80.37142857 16.62857143],0
r1,1,0.006505,7.404743,[25 18] ; [77 19],[31.55395683 11.44604317] ; [70.44604317 25.55395683],0
a7,1,0.014997,5.916828,[25 17] ; [77 20],[30.82014388 11.17985612] ; [71.17985612 25.82014388],0
n6,1,0.017101,5.685942,[26 17] ; [75 19],[31.70072993 11.29927007] ; [69.29927007 24.70072993],0
a8,1,0.017121,5.68392,[ 1 37] ; [16 70],[ 5.20967742 32.79032258] ; [11.79032258 74.20967742],0
s7,1,0.019712,5.437183,[16 24] ; [57 35],[22.12121212 17.87878788] ; [50.87878788 41.12121212],0
s6,1,0.020184,5.395951,[23 19] ; [71 24],[28.81751825 13.18248175] ; [65.18248175 29.81751825],0
p6,1,0.027841,4.837861,[10 33] ; [41 55],[15.77697842 27.22302158] ; [35.22302158 60.77697842],0
r3,1,0.029403,4.743879,[33  9] ; [89  8],[36.86330935  5.13669065] ; [85.13669065 11.86330935],0
s8,1,0.06289,3.459481,[14 29] ; [48 49],[19.04285714 23.95714286] ; [42.95714286 54.04285714],0
d4,1,0.068849,3.310248,[30 13] ; [80 16],[34.02877698  8.97122302] ; [75.97122302 20.02877698],0
d3,1,0.073003,3.214178,[24 17] ; [71 25],[28.43065693 12.56934307] ; [66.56934307 29.43065693],0
p3,1,0.083892,2.987846,[13 30] ; [44 52],[17.63309353 25.36690647] ; [39.36690647 56.63309353],0
s5,1,0.114337,2.493224,[12 29] ; [39 50],[16.08461538 24.91538462] ; [34.91538462 54.08461538],0
s2,1,0.119528,2.42349,[21 22] ; [61 36],[25.18571429 17.81428571] ; [56.81428571 40.18571429],0
v3,1,0.14546,2.119227,[10 31] ; [35 59],[13.66666667 27.33333333] ; [31.33333333 62.66666667],0
s4,1,0.151242,2.059676,[ 6 37] ; [24 73],[ 9.21428571 33.78571429] ; [20.78571429 76.21428571],0
n5,1,0.152826,2.043819,[25 18] ; [67 28],[28.66666667 14.33333333] ; [63.33333333 31.66666667],0
p2,1,0.16643,1.914807,[36  7] ; [70 26],[32.79136691 10.20863309] ; [73.20863309 22.79136691],0
p4,1,0.22932,1.445076,[19 24] ; [53 43],[22.27338129 20.72661871] ; [49.72661871 46.27338129],0
b2,1,0.250378,1.321195,[ 4 16] ; [16 31],[ 5.97014925 14.02985075] ; [14.02985075 32.97014925],0
b3,1,0.250378,1.321195,[ 4 16] ; [16 31],[ 5.97014925 14.02985075] ; [14.02985075 32.97014925],0
p1,1,0.308835,1.03565,[ 6 37] ; [ 8 88],[ 4.33093525 38.66906475] ; [ 9.66906475 86.33093525],0
n1,1,0.370898,0.800654,[ 5 10] ; [16 18],[6.42857143 8.57142857] ; [14.57142857 19.42857143],0
p5,1,0.400129,0.70794,[ 5 38] ; [ 7 89],[ 3.71223022 39.28776978] ; [ 8.28776978 87.71223022],0
n3,1,0.438979,0.598951,[10  5] ; [27  8],[11.1  3.9] ; [25.9  9.1],0
v1,1,0.516398,0.421081,[22 20] ; [45 52],[20.24460432 21.75539568] ; [46.75539568 50.24460432],0
b1,1,0.525812,0.402479,[22 21] ; [44 53],[20.27142857 22.72857143] ; [45.72857143 51.27142857],0
s3,1,0.534748,0.385362,[23 19] ; [58 38],[24.65217391 17.34782609] ; [56.34782609 39.65217391],0
p8,1,0.571062,0.320909,[16 27] ; [31 65],[14.53956835 28.46043165] ; [32.46043165 63.53956835],0
n2,1,0.582417,0.302343,[10  5] ; [26  9],[10.8  4.2] ; [25.2  9.8],0
b4,1,0.596892,0.279709,[26 17] ; [54 43],[24.57142857 18.42857143] ; [55.42857143 41.57142857],0
p12,1,0.596892,0.279709,[ 1 42] ; [ 4 93],[ 1.53571429 41.46428571] ; [ 3.46428571 93.53571429],0
v4,1,0.837038,0.042306,[39  4] ; [89  8],[39.31428571  3.68571429] ; [88.68571429  8.31428571],0
s1,1,0.84503,0.038206,[ 3 39] ; [ 6 90],[ 2.73913043 39.26086957] ; [ 6.26086957 89.73913043],0
a1,1,0.899659,0.015899,[ 2 41] ; [ 5 92],[ 2.15 40.85] ; [ 4.85 92.15],0
u3,1,0.919313,0.010262,[15 14] ; [8 7],[15.15909091 13.84090909] ; [7.84090909 7.15909091],0
b5,1,0.934435,0.006768,[30 13] ; [67 30],[29.79285714 13.20714286] ; [67.20714286 29.79285714],0
u2,1,0.954133,0.003308,[12 16] ; [7 9],[12.09090909 15.90909091] ; [6.90909091 9.09090909],0
p10,1,0.964981,0.001928,[33 10] ; [74 22],[33.10071942  9.89928058] ; [73.89928058 22.10071942],0
