Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,134.10776,[185  61] ; [ 17 115],[131.46031746 114.53968254] ; [70.53968254 61.46031746],1
d5,1,0.0,98.484041,[243   5] ; [79 54],[209.59580052  38.40419948] ; [112.40419948  20.59580052],1
d3,1,0.0,61.454708,[215  33] ; [66 67],[182.90813648  65.09186352] ; [98.09186352 34.90813648],1
a2,1,0.0,49.096229,[ 96 152] ; [  7 126],[ 67.04461942 180.95538058] ; [35.95538058 97.04461942],1
a4,1,0.0,38.661901,[155  92] ; [39 94],[126.1 120.9] ; [67.9 65.1],1
a5,1,0.0,32.440833,[201  47] ; [71 62],[177.04986877  70.95013123] ; [94.95013123 38.04986877],1
u1,1,0.0,31.23407,[ 74 174] ; [  7 126],[ 52.72440945 195.27559055] ; [ 28.27559055 104.72440945],1
p4,1,6.2e-05,16.041769,[121 127] ; [36 95],[102.73350923 145.26649077] ; [54.26649077 76.73350923],1
a6,1,6.4e-05,15.980444,[189  59] ; [75 58],[171.84251969  76.15748031] ; [92.15748031 40.84251969],1
a3,1,0.000225,13.611236,[196  52] ; [81 51],[180.77894737  67.22105263] ; [96.22105263 35.77894737],1
s2,1,0.004223,8.185377,[133 113] ; [51 81],[119.74603175 126.25396825] ; [64.25396825 67.74603175],0
s8,1,0.004729,7.980195,[102 146] ; [35 97],[ 89.41052632 158.58947368] ; [47.58947368 84.41052632],0
s6,1,0.005057,7.858899,[163  83] ; [68 64],[150.33333333  95.66666667] ; [80.66666667 51.33333333],0
r2,1,0.008495,6.926046,[229  14] ; [113  18],[222.20855615  20.79144385] ; [119.79144385  11.20855615],0
s7,1,0.012733,6.205789,[115 121] ; [45 83],[103.73626374 132.26373626] ; [56.26373626 71.73626374],0
n6,1,0.015087,5.9063,[199  48] ; [91 40],[189.4973545  57.5026455] ; [100.5026455  30.4973545],0
a7,1,0.017968,5.599301,[187  61] ; [85 48],[177.04986877  70.95013123] ; [94.95013123 38.04986877],0
v2,1,0.019988,5.41297,[135  99] ; [58 71],[124.41322314 109.58677686] ; [68.58677686 60.41322314],0
p10,1,0.026575,4.918237,[185  61] ; [85 47],[175.71428571  70.28571429] ; [94.28571429 37.71428571],0
n5,1,0.032954,4.54816,[168  78] ; [75 56],[158.56233422  87.43766578] ; [84.43766578 46.56233422],0
n4,1,0.040901,4.180113,[186  61] ; [87 46],[177.45  69.55] ; [95.55 37.45],0
s3,1,0.043001,4.095348,[139 106] ; [60 71],[129.66755319 115.33244681] ; [69.33244681 61.66755319],0
p9,1,0.058839,3.569798,[194  49] ; [94 38],[186.624  56.376] ; [101.376  30.624],0
r1,1,0.087759,2.915008,[194  53] ; [94 39],[187.2  59.8] ; [100.8  32.2],0
n2,1,0.093033,2.821086,[51 33] ; [29  9],[55.08196721 28.91803279] ; [24.91803279 13.08196721],0
p3,1,0.098711,2.726252,[ 91 155] ; [38 95],[ 83.73087071 162.26912929] ; [45.26912929 87.73087071],0
a8,1,0.109105,2.567138,[ 20 201] ; [ 19 111],[ 24.55555556 196.44444444] ; [ 14.44444444 115.55555556],0
p12,1,0.152668,2.045392,[ 16 231] ; [  4 128],[ 13.03430079 233.96569921] ; [  6.96569921 125.03430079],0
p11,1,0.189971,1.717844,[173  75] ; [84 49],[167.28608924  80.71391076] ; [89.71391076 43.28608924],0
a1,1,0.208716,1.580308,[ 11 237] ; [ 10 123],[ 13.66929134 234.33070866] ; [  7.33070866 125.66929134],0
p6,1,0.21036,1.568946,[ 58 186] ; [ 24 108],[ 53.21276596 190.78723404] ; [ 28.78723404 103.21276596],0
r3,1,0.235033,1.410141,[232  16] ; [119  13],[229.07368421  18.92631579] ; [121.92631579  10.07368421],0
b5,1,0.239751,1.382057,[166  82] ; [81 52],[160.77690289  87.22309711] ; [86.22309711 46.77690289],0
r4,1,0.274762,1.192815,[207  41] ; [105  28],[203.08661417  44.91338583] ; [108.91338583  24.08661417],0
v4,1,0.302808,1.061788,[226  22] ; [115  16],[223.13456464  24.86543536] ; [117.86543536  13.13456464],0
b1,1,0.359757,0.83874,[ 98 150] ; [59 74],[102.19422572 145.80577428] ; [54.80577428 78.19422572],0
v3,1,0.4038,0.696981,[ 82 150] ; [40 89],[ 78.40443213 153.59556787] ; [43.59556787 85.40443213],0
u3,1,0.493949,0.467912,[33 19] ; [29 22],[31.30097087 20.69902913] ; [30.69902913 20.30097087],0
p5,1,0.499193,0.456652,[ 13 230] ; [  5 127],[ 11.664 231.336] ; [  6.336 125.664],0
n1,1,0.550765,0.355948,[32 52] ; [12 25],[30.54545455 53.45454545] ; [13.45454545 23.54545455],0
s5,1,0.57061,0.321662,[ 75 161] ; [37 91],[ 72.61538462 163.38461538] ; [39.38461538 88.61538462],0
p7,1,0.599416,0.275877,[ 96 147] ; [55 75],[ 98.37265416 144.62734584] ; [52.62734584 77.37265416],0
b2,1,0.608063,0.263005,[67 94] ; [27 44],[65.23275862 95.76724138] ; [28.76724138 42.23275862],0
b3,1,0.608063,0.263005,[67 94] ; [27 44],[65.23275862 95.76724138] ; [28.76724138 42.23275862],0
u2,1,0.653446,0.201584,[32 19] ; [28 20],[30.90909091 20.09090909] ; [29.09090909 18.90909091],0
v1,1,0.858885,0.031611,[107 132] ; [59 70],[107.80978261 131.19021739] ; [58.19021739 70.80978261],0
b4,1,0.879781,0.022875,[153  95] ; [81 52],[152.31496063  95.68503937] ; [81.68503937 51.31496063],0
p1,1,0.889469,0.019314,[ 14 234] ; [  7 125],[ 13.70526316 234.29473684] ; [  7.29473684 124.70526316],0
s4,1,0.932273,0.007222,[ 40 205] ; [ 22 110],[ 40.29177719 204.70822281] ; [ 21.70822281 110.29177719],0
s1,1,0.944243,0.004891,[  9 236] ; [  5 126],[  9.12234043 235.87765957] ; [  4.87765957 126.12234043],0
n3,1,0.944825,0.00479,[58 26] ; [26 12],[57.83606557 26.16393443] ; [26.16393443 11.83606557],0
p2,1,0.98921,0.000183,[170  76] ; [92 41],[170.05804749  75.94195251] ; [91.94195251 41.05804749],0
