Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.013689,6.077851,[1 7] ; [28 19],[4.21818182 3.78181818] ; [24.78181818 22.21818182],0
p4,1,0.036471,4.374938,[3 5] ; [35 12],[5.52727273 2.47272727] ; [32.47272727 14.52727273],0
v1,1,0.044598,4.033783,[6 2] ; [17 29],[3.40740741 4.59259259] ; [19.59259259 26.40740741],0
b3,1,0.050981,3.808907,[4 1] ; [ 9 18],[2.03125 2.96875] ; [10.96875 16.03125],0
b2,1,0.050981,3.808907,[4 1] ; [ 9 18],[2.03125 2.96875] ; [10.96875 16.03125],0
s6,1,0.064357,3.421398,[3 5] ; [32 13],[5.28301887 2.71698113] ; [29.71698113 15.28301887],0
a6,1,0.068972,3.307322,[7 1] ; [25 22],[4.65454545 3.34545455] ; [27.34545455 19.65454545],0
n1,1,0.105817,2.615602,[3 1] ; [ 6 13],[1.56521739 2.43478261] ; [ 7.43478261 11.56521739],0
s3,1,0.172258,1.863184,[2 6] ; [24 23],[3.78181818 4.21818182] ; [22.21818182 24.78181818],0
d3,1,0.19798,1.657212,[7 1] ; [29 16],[5.43396226 2.56603774] ; [30.56603774 14.43396226],0
a4,1,0.19953,1.64581,[5 3] ; [18 29],[3.34545455 4.65454545] ; [19.65454545 27.34545455],0
s2,1,0.19953,1.64581,[3 5] ; [29 18],[4.65454545 3.34545455] ; [27.34545455 19.65454545],0
a7,1,0.250302,1.321618,[7 1] ; [31 15],[5.62962963 2.37037037] ; [32.37037037 13.62962963],0
u1,1,0.259866,1.269472,[2 6] ; [ 5 42],[1.01818182 6.98181818] ; [ 5.98181818 41.01818182],0
d1,1,0.294909,1.097074,[5 3] ; [20 27],[3.63636364 4.36363636] ; [21.36363636 25.63636364],0
p2,1,0.318067,0.996878,[5 3] ; [37 10],[6.10909091 1.89090909] ; [35.89090909 11.10909091],0
p8,1,0.32002,0.988864,[4 4] ; [32 15],[5.23636364 2.76363636] ; [30.76363636 16.23636364],0
d5,1,0.347796,0.881483,[7 1] ; [33 13],[5.92592593 2.07407407] ; [34.07407407 11.92592593],0
p3,1,0.350715,0.87087,[3 5] ; [26 21],[4.21818182 3.78181818] ; [24.78181818 22.21818182],0
a2,1,0.364248,0.823195,[2 6] ; [ 6 41],[1.16363636 6.83636364] ; [ 6.83636364 40.16363636],0
n6,1,0.365053,0.820433,[4 4] ; [30 15],[5.13207547 2.86792453] ; [28.86792453 16.13207547],0
n3,1,0.482016,0.494298,[2 2] ; [13  6],[2.60869565 1.39130435] ; [12.39130435  6.60869565],0
s8,1,0.563607,0.333498,[4 4] ; [18 28],[3.25925926 4.74074074] ; [18.74074074 27.25925926],0
p11,1,0.571057,0.320918,[5 3] ; [34 13],[5.67272727 2.32727273] ; [33.32727273 13.67272727],0
b4,1,0.624988,0.238918,[5 3] ; [25 22],[4.36363636 3.63636364] ; [25.63636364 21.36363636],0
s7,1,0.694609,0.154141,[4 4] ; [20 27],[3.49090909 4.50909091] ; [20.50909091 26.49090909],0
b5,1,0.695619,0.15307,[6 2] ; [32 15],[5.52727273 2.47272727] ; [32.47272727 14.52727273],0
a5,1,0.780007,0.078014,[4 4] ; [26 21],[4.36363636 3.63636364] ; [25.63636364 21.36363636],0
a3,1,0.78881,0.071747,[5 3] ; [27 20],[4.65454545 3.34545455] ; [27.34545455 19.65454545],0
n5,1,0.839821,0.040854,[3 5] ; [19 27],[3.25925926 4.74074074] ; [18.74074074 27.25925926],0
s5,1,0.85655,0.032677,[3 5] ; [18 26],[3.23076923 4.76923077] ; [17.76923077 26.23076923],0
p10,1,0.875923,0.024379,[6 2] ; [34 13],[5.81818182 2.18181818] ; [34.18181818 12.81818182],0
s4,1,0.96575,0.001844,[3 5] ; [18 29],[3.05454545 4.94545455] ; [17.94545455 29.05454545],0
d2,1,0.96575,0.001844,[3 5] ; [18 29],[3.05454545 4.94545455] ; [17.94545455 29.05454545],0
r1,1,0.96575,0.001844,[5 3] ; [29 18],[4.94545455 3.05454545] ; [29.05454545 17.94545455],0
p1,1,0.966309,0.001784,[1 7] ; [ 6 40],[1.03703704 6.96296296] ; [ 5.96296296 40.03703704],0
v2,1,1.0,0.0,[4 4] ; [23 23],[4. 4.] ; [23. 23.],0
