Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,41.464096,[13 25] ; [52  2],[26.84782609 11.15217391] ; [38.15217391 15.84782609],1
s3,1,1.4e-05,18.849206,[14 24] ; [46 11],[24. 14.] ; [36. 21.],1
s2,1,0.000107,15.009632,[14 25] ; [43 14],[23.15625 15.84375] ; [33.84375 23.15625],1
p8,1,0.007268,7.2055,[27 13] ; [51  6],[32.16494845  7.83505155] ; [45.83505155 11.16494845],0
r2,1,0.008125,7.005764,[31  8] ; [54  2],[34.89473684  4.10526316] ; [50.10526316  5.89473684],0
v1,1,0.012484,6.240834,[20 17] ; [44 12],[25.46236559 11.53763441] ; [38.53763441 17.46236559],0
p7,1,0.027742,4.844028,[26 13] ; [48  8],[30.37894737  8.62105263] ; [43.62105263 12.37894737],0
n4,1,0.042841,4.101658,[34  6] ; [55  2],[36.70103093  3.29896907] ; [52.29896907  4.70103093],0
p4,1,0.049574,3.855793,[31  8] ; [53  4],[34.125  4.875] ; [49.875  7.125],0
p6,1,0.066281,3.372808,[21 19] ; [39 16],[25.26315789 14.73684211] ; [34.73684211 20.26315789],0
s1,1,0.084747,2.971438,[ 1 39] ; [ 7 50],[ 3.29896907 36.70103093] ; [ 4.70103093 52.29896907],0
s4,1,0.084901,2.968494,[ 2 35] ; [10 47],[ 4.72340426 32.27659574] ; [ 7.27659574 49.72340426],0
r1,1,0.09215,2.836408,[29 10] ; [50  7],[32.09375  6.90625] ; [46.90625 10.09375],0
a3,1,0.094364,2.798298,[28 12] ; [48  9],[31.34020619  8.65979381] ; [44.65979381 12.34020619],0
n5,1,0.10372,2.647388,[34  6] ; [54  3],[36.28865979  3.71134021] ; [51.71134021  5.28865979],0
s6,1,0.118306,2.43961,[27  8] ; [50  6],[29.61538462  5.38461538] ; [47.38461538  8.61538462],0
b5,1,0.125503,2.347261,[21 19] ; [21 36],[17.31958763 22.68041237] ; [24.68041237 32.31958763],0
d3,1,0.139779,2.180393,[23 17] ; [41 16],[26.39175258 13.60824742] ; [37.60824742 19.39175258],0
a6,1,0.140358,2.17403,[29 11] ; [33 24],[25.56701031 14.43298969] ; [36.43298969 20.56701031],0
u1,1,0.171487,1.869895,[10 30] ; [ 8 49],[ 7.42268041 32.57731959] ; [10.57731959 46.42268041],0
d4,1,0.181886,1.782148,[31  9] ; [50  7],[33.40206186  6.59793814] ; [47.59793814  9.40206186],0
r4,1,0.202151,1.626765,[35  5] ; [54  3],[36.70103093  3.29896907] ; [52.29896907  4.70103093],0
d5,1,0.241197,1.373586,[29 11] ; [47 10],[31.34020619  8.65979381] ; [44.65979381 12.34020619],0
p3,1,0.241197,1.373586,[29 11] ; [47 10],[31.34020619  8.65979381] ; [44.65979381 12.34020619],0
a8,1,0.254829,1.296632,[ 4 31] ; [11 42],[ 5.96590909 29.03409091] ; [ 9.03409091 43.96590909],0
