Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,24.566023,[2 4] ; [64  3],[5.42465753 0.57534247] ; [60.57534247  6.42465753],1
r4,1,1e-05,19.501323,[1 5] ; [60  8],[4.94594595 1.05405405] ; [56.05405405 11.94594595],1
s3,1,0.009885,6.655559,[1 5] ; [47 21],[3.89189189 2.10810811] ; [44.10810811 23.89189189],0
s2,1,0.016527,5.745905,[1 5] ; [45 23],[3.72972973 2.27027027] ; [42.27027027 25.72972973],0
n6,1,0.0659,3.382306,[2 4] ; [47 20],[4.02739726 1.97260274] ; [44.97260274 22.02739726],0
p12,1,0.102234,2.670349,[1 5] ; [ 2 66],[0.24324324 5.75675676] ; [ 2.75675676 65.24324324],0
b4,1,0.109158,2.566372,[2 4] ; [45 23],[3.81081081 2.18918919] ; [43.18918919 24.81081081],0
v1,1,0.125271,2.350152,[5 1] ; [34 33],[3.20547945 2.79452055] ; [35.79452055 31.20547945],0
a3,1,0.220391,1.501823,[3 3] ; [50 18],[4.2972973 1.7027027] ; [48.7027027 19.2972973],0
s4,1,0.238434,1.389828,[1 5] ; [28 40],[2.35135135 3.64864865] ; [26.64864865 41.35135135],0
r1,1,0.257121,1.284194,[3 3] ; [49 19],[4.21621622 1.78378378] ; [47.78378378 20.21621622],0
v3,1,0.288464,1.126777,[3 3] ; [18 44],[1.85294118 4.14705882] ; [19.14705882 42.85294118],0
p10,1,0.299479,1.076515,[4 2] ; [56 11],[4.93150685 1.06849315] ; [55.06849315 11.93150685],0
p9,1,0.30955,1.032595,[4 2] ; [55 11],[4.91666667 1.08333333] ; [54.08333333 11.91666667],0
v2,1,0.313581,1.015532,[2 4] ; [34 28],[3.17647059 2.82352941] ; [32.82352941 29.17647059],0
p5,1,0.320344,0.98754,[1 5] ; [ 4 63],[0.4109589 5.5890411] ; [ 4.5890411 62.4109589],0
a6,1,0.32289,0.977203,[5 1] ; [43 25],[3.89189189 2.10810811] ; [44.10810811 23.89189189],0
p8,1,0.393769,0.727273,[4 2] ; [32 34],[3. 3.] ; [33. 33.],0
p7,1,0.396387,0.71926,[3 3] ; [43 21],[3.94285714 2.05714286] ; [42.05714286 21.94285714],0
s6,1,0.406362,0.689421,[4 2] ; [55 13],[4.78378378 1.21621622] ; [54.21621622 13.78378378],0
d3,1,0.426135,0.633335,[5 1] ; [46 22],[4.13513514 1.86486486] ; [46.86486486 21.13513514],0
n1,1,0.435678,0.607639,[1 3] ; [11 13],[1.71428571 2.28571429] ; [10.28571429 13.71428571],0
a7,1,0.467246,0.528482,[4 2] ; [54 14],[4.7027027 1.2972973] ; [53.2972973 14.7027027],0
a2,1,0.467246,0.528482,[2 4] ; [14 54],[1.2972973 4.7027027] ; [14.7027027 53.2972973],0
s8,1,0.473184,0.514532,[3 3] ; [44 24],[3.81081081 2.18918919] ; [43.18918919 24.81081081],0
d1,1,0.474807,0.510766,[2 4] ; [33 35],[2.83783784 3.16216216] ; [32.16216216 35.83783784],0
a5,1,0.521653,0.410623,[3 3] ; [43 25],[3.72972973 2.27027027] ; [42.27027027 25.72972973],0
v4,1,0.529161,0.396003,[5 1] ; [62  6],[5.43243243 0.56756757] ; [61.56756757  6.43243243],0
p3,1,0.562654,0.33513,[2 4] ; [31 37],[2.67567568 3.32432432] ; [30.32432432 37.67567568],0
d2,1,0.562654,0.33513,[2 4] ; [31 37],[2.67567568 3.32432432] ; [30.32432432 37.67567568],0
d5,1,0.591574,0.287893,[4 2] ; [52 16],[4.54054054 1.45945946] ; [51.45945946 16.54054054],0
s5,1,0.643863,0.213725,[2 4] ; [28 37],[2.53521127 3.46478873] ; [27.46478873 37.53521127],0
p4,1,0.657581,0.196476,[4 2] ; [39 29],[3.48648649 2.51351351] ; [39.51351351 28.48648649],0
b3,1,0.662263,0.190786,[1 2] ; [19 22],[1.36363636 1.63636364] ; [18.63636364 22.36363636],0
b2,1,0.662263,0.190786,[1 2] ; [19 22],[1.36363636 1.63636364] ; [18.63636364 22.36363636],0
n5,1,0.686656,0.162729,[2 4] ; [28 39],[2.46575342 3.53424658] ; [27.53424658 39.46575342],0
p2,1,0.701665,0.146745,[5 1] ; [52 16],[4.62162162 1.37837838] ; [52.37837838 15.62162162],0
d4,1,0.758415,0.094595,[5 1] ; [53 15],[4.7027027 1.2972973] ; [53.2972973 14.7027027],0
b5,1,0.781109,0.077214,[3 3] ; [38 30],[3.32432432 2.67567568] ; [37.67567568 30.32432432],0
u1,1,0.813681,0.055545,[1 5] ; [ 9 59],[0.81081081 5.18918919] ; [ 9.18918919 58.81081081],0
a4,1,0.923169,0.009301,[2 4] ; [24 44],[2.10810811 3.89189189] ; [23.89189189 44.10810811],0
p6,1,0.940504,0.005571,[2 4] ; [23 43],[2.08333333 3.91666667] ; [22.91666667 43.08333333],0
p11,1,0.960779,0.002418,[4 2] ; [46 22],[4.05405405 1.94594595] ; [45.94594595 22.05405405],0
n2,1,0.965387,0.001883,[3 1] ; [19  6],[3.03448276 0.96551724] ; [18.96551724  6.03448276],0
