Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,5.5e-05,16.268908,[9 3] ; [ 5 31],[3.5 8.5] ; [10.5 25.5],1
s3,1,8.1e-05,15.525359,[10  2] ; [ 7 28],[4.34042553 7.65957447] ; [12.65957447 22.34042553],1
s2,1,0.000622,11.70983,[8 4] ; [ 6 32],[3.36 8.64] ; [10.64 27.36],1
r4,1,0.001476,10.108605,[8 4] ; [ 7 31],[3.6 8.4] ; [11.4 26.6],0
s6,1,0.011127,6.444932,[8 4] ; [10 28],[4.32 7.68] ; [13.68 24.32],0
r1,1,0.020772,5.345792,[9 3] ; [14 24],[5.52 6.48] ; [17.48 20.52],0
p2,1,0.024993,5.024349,[9 3] ; [14 23],[5.63265306 6.36734694] ; [17.36734694 19.63265306],0
p11,1,0.030545,4.678363,[8 4] ; [12 26],[4.8 7.2] ; [15.2 22.8],0
p6,1,0.031369,4.632675,[5 7] ; [ 5 33],[2.4 9.6] ; [ 7.6 30.4],0
n6,1,0.034877,4.451201,[10  2] ; [18 19],[6.85714286 5.14285714] ; [21.14285714 15.85714286],0
p10,1,0.041394,4.159825,[10  2] ; [19 19],[6.96 5.04] ; [22.04 15.96],0
n2,1,0.04585,3.987093,[8 1] ; [10 10],[5.5862069 3.4137931] ; [12.4137931  7.5862069],0
p9,1,0.050141,3.836735,[10  2] ; [19 18],[7.10204082 4.89795918] ; [21.89795918 15.10204082],0
u2,1,0.057398,3.611014,[3 1] ; [ 3 10],[1.41176471 2.58823529] ; [4.58823529 8.41176471],0
n4,1,0.06028,3.529657,[11  1] ; [24 14],[8.4 3.6] ; [26.6 11.4],0
d2,1,0.115061,2.483293,[8 4] ; [15 22],[5.63265306 6.36734694] ; [17.36734694 19.63265306],0
p5,1,0.120862,2.406113,[3 9] ; [ 3 34],[ 1.46938776 10.53061224] ; [ 4.53061224 32.46938776],0
p4,1,0.125202,2.351006,[6 6] ; [10 28],[3.84 8.16] ; [12.16 25.84],0
v2,1,0.135963,2.223065,[4 7] ; [ 6 32],[2.24489796 8.75510204] ; [ 7.75510204 30.24489796],0
p8,1,0.137007,2.211257,[7 5] ; [13 25],[4.8 7.2] ; [15.2 22.8],0
a6,1,0.137633,2.204229,[8 4] ; [16 22],[5.76 6.24] ; [18.24 19.76],0
p3,1,0.140306,2.174601,[6 6] ; [10 27],[3.91836735 8.08163265] ; [12.08163265 24.91836735],0
n5,1,0.144942,2.124692,[11  1] ; [27 11],[9.12 2.88] ; [28.88  9.12],0
n1,1,0.159982,1.974401,[7 2] ; [10 10],[5.27586207 3.72413793] ; [11.72413793  8.27586207],0
b5,1,0.185326,1.754386,[8 4] ; [17 21],[6. 6.] ; [19. 19.],0
a7,1,0.185326,1.754386,[8 4] ; [17 21],[6. 6.] ; [19. 19.],0
b4,1,0.223733,1.480263,[9 3] ; [21 17],[7.2 4.8] ; [22.8 15.2],0
b1,1,0.251221,1.316501,[5 7] ; [23 15],[6.72 5.28] ; [21.28 16.72],0
s5,1,0.276978,1.181859,[4 8] ; [ 7 31],[2.64 9.36] ; [ 8.36 29.64],0
a5,1,0.28722,1.132607,[9 3] ; [22 16],[7.44 4.56] ; [23.56 14.44],0
d4,1,0.312552,1.01986,[8 4] ; [19 19],[6.48 5.52] ; [20.52 17.48],0
d1,1,0.325915,0.965061,[6 6] ; [13 25],[4.56 7.44] ; [14.44 23.56],0
a2,1,0.377225,0.779727,[ 2 10] ; [ 3 35],[ 1.2 10.8] ; [ 3.8 34.2],0
u1,1,0.379564,0.772113,[ 1 11] ; [ 1 37],[ 0.48 11.52] ; [ 1.52 36.48],0
v3,1,0.401577,0.7036,[4 7] ; [ 9 29],[2.91836735 8.08163265] ; [10.08163265 27.91836735],0
b3,1,0.413272,0.669369,[3 8] ; [10 14],[4.08571429 6.91428571] ; [ 8.91428571 15.08571429],0
b2,1,0.413272,0.669369,[3 8] ; [10 14],[4.08571429 6.91428571] ; [ 8.91428571 15.08571429],0
d3,1,0.507801,0.438596,[7 5] ; [18 20],[6. 6.] ; [19. 19.],0
d5,1,0.588688,0.292398,[8 4] ; [22 16],[7.2 4.8] ; [22.8 15.2],0
s1,1,0.653896,0.201023,[ 1 11] ; [ 5 33],[ 1.44 10.56] ; [ 4.56 33.44],0
u3,1,0.681777,0.168132,[2 2] ; [5 8],[1.64705882 2.35294118] ; [5.35294118 7.64705882],0
v1,1,0.702436,0.145951,[4 8] ; [15 23],[4.56 7.44] ; [14.44 23.56],0
n3,1,0.810595,0.057436,[4 4] ; [11  9],[4.28571429 3.71428571] ; [10.71428571  9.28571429],0
s4,1,0.942396,0.005221,[ 2 10] ; [ 6 32],[ 1.92 10.08] ; [ 6.08 31.92],0
p1,1,0.942396,0.005221,[ 2 10] ; [ 6 32],[ 1.92 10.08] ; [ 6.08 31.92],0
a3,1,0.953884,0.003344,[8 4] ; [25 12],[8.08163265 3.91836735] ; [24.91836735 12.08163265],0
p7,1,0.98677,0.000275,[3 7] ; [11 26],[2.9787234 7.0212766] ; [11.0212766 25.9787234],0
a4,1,1.0,0.0,[4 8] ; [12 24],[4. 8.] ; [12. 24.],0
