Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2e-06,22.92752,[46 28] ; [26 74],[30.62068966 43.37931034] ; [41.37931034 58.62068966],1
p10,1,1.4e-05,18.856711,[62 14] ; [52 52],[48.13333333 27.86666667] ; [65.86666667 38.13333333],1
a3,1,0.000551,11.933531,[61 18] ; [55 50],[49.80434783 29.19565217] ; [66.19565217 38.80434783],1
v3,1,0.001156,10.558936,[36 39] ; [25 77],[25.84745763 49.15254237] ; [35.15254237 66.84745763],0
p9,1,0.002606,9.064839,[63 15] ; [61 41],[53.73333333 24.26666667] ; [70.26666667 31.73333333],0
r1,1,0.004453,8.089233,[57 22] ; [54 51],[47.6576087 31.3423913] ; [63.3423913 41.6576087],0
n3,1,0.015596,5.847805,[17  3] ; [23 20],[12.6984127  7.3015873] ; [27.3015873 15.6984127],0
d4,1,0.019888,5.421704,[58 21] ; [59 45],[50.50819672 28.49180328] ; [66.49180328 37.50819672],0
r3,1,0.022184,5.231307,[70  9] ; [79 26],[63.97282609 15.02717391] ; [85.02717391 19.97282609],0
a4,1,0.025557,4.985755,[35 43] ; [30 74],[27.85714286 50.14285714] ; [37.14285714 66.85714286],0
r2,1,0.027469,4.861104,[68  8] ; [79 24],[62.41340782 13.58659218] ; [84.58659218 18.41340782],0
s6,1,0.031613,4.619343,[43 36] ; [40 64],[35.83060109 43.16939891] ; [47.16939891 56.83060109],0
p11,1,0.037084,4.346567,[61 18] ; [66 39],[54.52717391 24.47282609] ; [72.47282609 32.52717391],0
b5,1,0.047846,3.915376,[47 32] ; [47 58],[40.35869565 38.64130435] ; [53.64130435 51.35869565],0
p2,1,0.049057,3.873387,[58 18] ; [65 39],[51.93333333 24.06666667] ; [71.06666667 32.93333333],0
s7,1,0.054643,3.692957,[36 40] ; [32 65],[29.87283237 46.12716763] ; [38.12716763 58.87283237],0
s2,1,0.068321,3.322905,[33 46] ; [30 74],[27.19672131 51.80327869] ; [35.80327869 68.19672131],0
n1,1,0.078089,3.104224,[11  9] ; [14 30],[ 7.8125 12.1875] ; [17.1875 26.8125],0
a5,1,0.088548,2.900572,[52 27] ; [56 49],[46.36956522 32.63043478] ; [61.63043478 43.36956522],0
p7,1,0.095139,2.785192,[45 31] ; [48 55],[39.48603352 36.51396648] ; [53.51396648 49.48603352],0
n5,1,0.124664,2.357724,[62 17] ; [71 33],[57.41530055 21.58469945] ; [75.58469945 28.41530055],0
r4,1,0.130386,2.287898,[58 21] ; [66 39],[53.23913043 25.76086957] ; [70.76086957 34.23913043],0
v4,1,0.154468,2.02756,[67 10] ; [82 22],[63.38674033 13.61325967] ; [85.61325967 18.38674033],0
s8,1,0.157368,1.999341,[32 47] ; [32 73],[27.47826087 51.52173913] ; [36.52173913 68.47826087],0
p4,1,0.15895,1.984184,[38 40] ; [39 63],[33.36666667 44.63333333] ; [43.63333333 58.36666667],0
p12,1,0.201203,1.633623,[ 1 75] ; [  5 100],[ 2.51933702 73.48066298] ; [  3.48066298 101.51933702],0
b2,1,0.203848,1.614589,[26 33] ; [20 41],[22.61666667 36.38333333] ; [23.38333333 37.61666667],0
b3,1,0.203848,1.614589,[26 33] ; [20 41],[22.61666667 36.38333333] ; [23.38333333 37.61666667],0
d5,1,0.23242,1.425988,[52 27] ; [60 45],[48.08695652 30.91304348] ; [63.91304348 41.08695652],0
d1,1,0.240452,1.377941,[33 46] ; [35 70],[29.19565217 49.80434783] ; [38.80434783 66.19565217],0
