Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.210147,[ 2 14] ; [78 11],[12.19047619  3.80952381] ; [67.80952381 21.19047619],1
p6,1,0.298305,1.081756,[ 1 15] ; [14 72],[ 2.35294118 13.64705882] ; [12.64705882 73.35294118],0
p5,1,0.344131,0.89498,[ 1 14] ; [ 2 87],[ 0.43269231 14.56730769] ; [ 2.56730769 86.43269231],0
a4,1,0.381658,0.765355,[10  5] ; [48 40],[8.44660194 6.55339806] ; [49.55339806 38.44660194],0
d1,1,0.391318,0.734843,[11  5] ; [51 38],[9.44761905 6.55238095] ; [52.55238095 36.44761905],0
b4,1,0.47595,0.50813,[8 8] ; [53 36],[9.2952381 6.7047619] ; [51.7047619 37.2952381],0
u2,1,0.487561,0.481905,[1 3] ; [10 13],[1.62962963 2.37037037] ; [ 9.37037037 13.62962963],0
d5,1,0.510159,0.433741,[12  4] ; [73 16],[12.95238095  3.04761905] ; [72.04761905 16.95238095],0
v3,1,0.549657,0.357932,[ 4 12] ; [28 58],[ 5.01960784 10.98039216] ; [26.98039216 59.01960784],0
p4,1,0.555656,0.347281,[ 6 10] ; [40 48],[7.07692308 8.92307692] ; [38.92307692 49.07692308],0
a3,1,0.569161,0.324088,[12  3] ; [65 24],[11.10576923  3.89423077] ; [65.89423077 23.10576923],0
v2,1,0.612608,0.256394,[ 6 10] ; [39 49],[6.92307692 9.07692308] ; [38.07692308 49.92307692],0
a7,1,0.700963,0.147472,[10  6] ; [60 29],[10.66666667  5.33333333] ; [59.33333333 29.66666667],0
d3,1,0.700963,0.147472,[10  6] ; [60 29],[10.66666667  5.33333333] ; [59.33333333 29.66666667],0
a2,1,0.731238,0.117978,[ 4 12] ; [26 63],[ 4.57142857 11.42857143] ; [25.42857143 63.57142857],0
b1,1,0.739458,0.110604,[9 7] ; [54 35],[9.6 6.4] ; [53.4 35.6],0
n1,1,0.789536,0.071243,[5 6] ; [11 16],[4.63157895 6.36842105] ; [11.36842105 15.63157895],0
p1,1,0.813924,0.055398,[ 1 15] ; [ 7 81],[ 1.23076923 14.76923077] ; [ 6.76923077 81.23076923],0
s5,1,0.843011,0.039221,[ 3 13] ; [18 68],[ 3.29411765 12.70588235] ; [17.70588235 68.29411765],0
b3,1,0.846494,0.037478,[4 7] ; [18 36],[3.72307692 7.27692308] ; [18.27692308 35.72307692],0
b2,1,0.846494,0.037478,[4 7] ; [18 36],[3.72307692 7.27692308] ; [18.27692308 35.72307692],0
a8,1,0.85105,0.035261,[ 1 15] ; [ 6 73],[ 1.17894737 14.82105263] ; [ 5.82105263 73.17894737],0
p3,1,0.870623,0.026526,[ 5 11] ; [29 58],[ 5.2815534 10.7184466] ; [28.7184466 58.2815534],0
s4,1,0.908252,0.013281,[ 2 14] ; [10 77],[ 1.86407767 14.13592233] ; [10.13592233 76.86407767],0
d4,1,0.973731,0.001084,[13  3] ; [72 17],[12.95238095  3.04761905] ; [72.04761905 16.95238095],0
