Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000226,13.604105,[52 31] ; [91 15],[62.7989418 20.2010582] ; [80.2010582 25.7989418],1
p10,1,0.000619,11.716594,[44 37] ; [79 22],[54.74175824 26.25824176] ; [68.25824176 32.74175824],1
r1,1,0.000886,11.051165,[41 42] ; [76 28],[51.93048128 31.06951872] ; [65.06951872 38.93048128],1
a5,1,0.000944,10.934547,[30 53] ; [64 42],[41.28042328 41.71957672] ; [52.71957672 53.28042328],1
p9,1,0.000986,10.853464,[48 33] ; [83 19],[57.98360656 23.01639344] ; [73.01639344 28.98360656],1
r3,1,0.002094,9.465407,[61 22] ; [95 10],[68.87234043 14.12765957] ; [87.12765957 17.87234043],0
p3,1,0.009146,6.794056,[24 59] ; [50 55],[32.67021277 50.32978723] ; [41.32978723 63.67021277],0
v2,1,0.012325,6.263508,[23 55] ; [48 52],[31.11235955 46.88764045] ; [39.88764045 60.11235955],0
d5,1,0.015847,5.819814,[27 56] ; [53 53],[35.13227513 47.86772487] ; [44.86772487 61.13227513],0
v1,1,0.016464,5.752677,[27 55] ; [52 51],[35.01621622 46.98378378] ; [43.98378378 59.01621622],0
a6,1,0.016735,5.72392,[38 45] ; [67 39],[46.11111111 36.88888889] ; [58.88888889 47.11111111],0
p2,1,0.02238,5.215984,[52 31] ; [81 23],[59.03208556 23.96791444] ; [73.96791444 30.03208556],0
p7,1,0.036641,4.367006,[39 44] ; [63 38],[46.01086957 36.98913043] ; [55.98913043 45.01086957],0
a3,1,0.037387,4.332715,[32 51] ; [56 48],[39.05882353 43.94117647] ; [48.94117647 55.05882353],0
p8,1,0.040589,4.193075,[29 54] ; [50 50],[35.83060109 47.16939891] ; [43.16939891 56.83060109],0
n6,1,0.046195,3.974456,[56 27] ; [85 21],[61.92063492 21.07936508] ; [79.07936508 26.92063492],0
r2,1,0.047135,3.94056,[66 16] ; [96 10],[70.65957447 11.34042553] ; [91.34042553 14.65957447],0
n3,1,0.04818,3.903711,[25 11] ; [21  2],[28.06779661  7.93220339] ; [17.93220339  5.06779661],0
u3,1,0.057838,3.598311,[17 34] ; [26 24],[21.71287129 29.28712871] ; [21.28712871 28.71287129],0
d3,1,0.069732,3.289314,[15 68] ; [31 74],[20.30851064 62.69148936] ; [25.69148936 79.30851064],0
b1,1,0.081744,3.029873,[41 42] ; [39 67],[35.13227513 47.86772487] ; [44.86772487 61.13227513],0
v3,1,0.083917,2.987354,[19 61] ; [37 67],[24.34782609 55.65217391] ; [31.65217391 72.34782609],0
b5,1,0.094698,2.792641,[40 43] ; [64 42],[45.67195767 37.32804233] ; [58.32804233 47.67195767],0
p4,1,0.119498,2.423882,[34 49] ; [55 50],[39.29255319 43.70744681] ; [49.70744681 55.29255319],0
d2,1,0.155441,2.018023,[22 61] ; [19 87],[18.00529101 64.99470899] ; [22.99470899 83.00529101],0
a2,1,0.172464,1.861392,[ 3 80] ; [ 9 97],[ 5.26984127 77.73015873] ; [ 6.73015873 99.26984127],0
a8,1,0.177847,1.815521,[11 65] ; [ 8 91],[ 8.25142857 67.74857143] ; [10.74857143 88.25142857],0
s6,1,0.217706,1.519431,[39 42] ; [59 44],[43.14130435 37.85869565] ; [54.85869565 48.14130435],0
n2,1,0.22214,1.490491,[26 12] ; [19  4],[28.03278689  9.96721311] ; [16.96721311  6.03278689],0
b4,1,0.245039,1.351369,[47 36] ; [51 55],[43.03703704 39.96296296] ; [54.96296296 51.03703704],0
v4,1,0.267907,1.227431,[69 12] ; [95 10],[71.41935484  9.58064516] ; [92.58064516 12.41935484],0
b2,1,0.300651,1.071304,[16 37] ; [13 47],[13.60176991 39.39823009] ; [15.39823009 44.60176991],0
b3,1,0.300651,1.071304,[16 37] ; [13 47],[13.60176991 39.39823009] ; [15.39823009 44.60176991],0
p1,1,0.322292,0.979622,[ 8 75] ; [15 89],[10.20855615 72.79144385] ; [12.79144385 91.20855615],0
s5,1,0.33723,0.920933,[14 66] ; [24 79],[16.61202186 63.38797814] ; [21.38797814 81.61202186],0
a1,1,0.462647,0.539482,[ 3 80] ; [  2 104],[ 2.1957672 80.8042328] ; [  2.8042328 103.1957672],0
p12,1,0.48447,0.488784,[ 6 77] ; [ 5 99],[ 4.88235294 78.11764706] ; [ 6.11764706 97.88235294],0
s2,1,0.52117,0.411578,[25 57] ; [36 67],[27.03783784 54.96216216] ; [33.96216216 69.03783784],0
s7,1,0.521967,0.410004,[26 54] ; [36 61],[28.02259887 51.97740113] ; [33.97740113 63.02259887],0
a4,1,0.579916,0.30637,[16 66] ; [24 81],[17.54010695 64.45989305] ; [22.45989305 82.54010695],0
s1,1,0.653547,0.201458,[ 6 75] ; [ 6 98],[ 5.25405405 75.74594595] ; [ 6.74594595 97.25405405],0
p6,1,0.698535,0.150001,[21 61] ; [29 74],[22.16216216 59.83783784] ; [27.83783784 75.16216216],0
u1,1,0.804254,0.061427,[ 2 81] ; [  2 104],[ 1.75661376 81.24338624] ; [  2.24338624 103.75661376],0
s8,1,0.813028,0.055943,[25 58] ; [33 71],[25.74331551 57.25668449] ; [32.25668449 71.74331551],0
n1,1,0.822436,0.050361,[15 22] ; [10 13],[15.41666667 21.58333333] ; [ 9.58333333 13.41666667],0
n4,1,0.847096,0.037182,[58 25] ; [72 33],[57.39361702 25.60638298] ; [72.60638298 32.39361702],0
p5,1,0.848635,0.036428,[ 8 75] ; [ 9 93],[ 7.62702703 75.37297297] ; [ 9.37297297 92.62702703],0
s3,1,0.852528,0.034557,[37 44] ; [48 54],[37.62295082 43.37704918] ; [47.37704918 54.62295082],0
p11,1,0.866468,0.028273,[57 26] ; [74 32],[57.52910053 25.47089947] ; [73.47089947 32.52910053],0
u2,1,0.904184,0.014491,[21 30] ; [20 30],[20.7029703 30.2970297] ; [20.2970297 29.7029703],0
n5,1,0.948572,0.00416,[62 21] ; [78 27],[61.80851064 21.19148936] ; [78.19148936 26.80851064],0
s4,1,0.972325,0.001204,[15 68] ; [19 85],[15.09090909 67.90909091] ; [18.90909091 85.09090909],0
