Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.005509,7.70434,[50 30] ; [48  9],[57.22627737 22.77372263] ; [40.77372263 16.22627737],0
a2,1,0.010727,6.509942,[ 8 73] ; [15 42],[13.5 67.5] ; [ 9.5 47.5],0
d3,1,0.018561,5.542423,[53 27] ; [48  9],[58.97810219 21.02189781] ; [42.02189781 14.97810219],0
s7,1,0.024252,5.07649,[24 54] ; [28 28],[30.26865672 47.73134328] ; [21.73134328 34.26865672],0
s8,1,0.028488,4.798269,[22 58] ; [26 31],[28.02919708 51.97080292] ; [19.97080292 37.02919708],0
p11,1,0.069161,3.302825,[54 27] ; [46 11],[58.69565217 22.30434783] ; [41.30434783 15.69565217],0
s4,1,0.070365,3.274475,[20 61] ; [ 7 50],[15.84782609 65.15217391] ; [11.15217391 45.84782609],0
a6,1,0.082094,3.022957,[45 36] ; [40 17],[49.89130435 31.10869565] ; [35.10869565 21.89130435],0
d1,1,0.105924,2.613999,[37 44] ; [34 23],[41.67391304 39.32608696] ; [29.32608696 27.67391304],0
r4,1,0.109275,2.564674,[66 15] ; [52  5],[69.26086957 11.73913043] ; [48.73913043  8.26086957],0
s5,1,0.112963,2.512265,[26 53] ; [11 43],[21.97744361 57.02255639] ; [15.02255639 38.97744361],0
v2,1,0.119116,2.428901,[33 43] ; [32 24],[37.42424242 38.57575758] ; [27.57575758 28.42424242],0
r1,1,0.152621,2.04586,[55 26] ; [45 12],[58.69565217 22.30434783] ; [41.30434783 15.69565217],0
a8,1,0.182343,1.778423,[ 4 72] ; [ 6 45],[ 5.98425197 70.01574803] ; [ 4.01574803 46.98425197],0
p10,1,0.200327,1.63999,[54 27] ; [43 13],[57.35036496 23.64963504] ; [39.64963504 16.35036496],0
s1,1,0.209673,1.573684,[ 3 78] ; [ 5 52],[ 4.69565217 76.30434783] ; [ 3.30434783 53.69565217],0
a7,1,0.215257,1.535711,[54 26] ; [44 13],[57.22627737 22.77372263] ; [40.77372263 16.22627737],0
v4,1,0.222263,1.489701,[73  7] ; [55  2],[74.74452555  5.25547445] ; [53.25547445  3.74452555],0
p9,1,0.258558,1.276459,[57 24] ; [45 12],[59.86956522 21.13043478] ; [42.13043478 14.86956522],0
a5,1,0.271228,1.210526,[51 30] ; [41 16],[54. 27.] ; [38. 19.],0
b4,1,0.30407,1.056258,[47 34] ; [38 19],[49.89130435 31.10869565] ; [35.10869565 21.89130435],0
p4,1,0.304857,1.052825,[42 39] ; [34 22],[44.93430657 36.06569343] ; [31.06569343 24.93430657],0
a4,1,0.318546,0.994908,[26 55] ; [23 34],[28.76086957 52.23913043] ; [20.23913043 36.76086957],0
r3,1,0.334558,0.931174,[75  6] ; [55  2],[76.30434783  4.69565217] ; [53.69565217  3.30434783],0
d4,1,0.348278,0.879722,[63 18] ; [48  9],[65.15217391 15.84782609] ; [45.84782609 11.15217391],0
p6,1,0.352917,0.862939,[27 51] ; [23 31],[29.54545455 48.45454545] ; [20.45454545 33.54545455],0
d2,1,0.357973,0.844993,[32 49] ; [27 30],[34.63043478 46.36956522] ; [24.36956522 32.63043478],0
n3,1,0.363466,0.825882,[20  4] ; [14  1],[20.92307692  3.07692308] ; [13.07692308  1.92307692],0
b1,1,0.38839,0.743976,[31 50] ; [26 31],[33.45652174 47.54347826] ; [23.54347826 33.45652174],0
a3,1,0.391863,0.733152,[52 28] ; [41 16],[54.30656934 25.69343066] ; [38.69343066 18.30656934],0
v3,1,0.426135,0.633333,[18 58] ; [17 40],[20. 56.] ; [15. 42.],0
p3,1,0.43393,0.612283,[40 41] ; [32 25],[42.26086957 38.73913043] ; [29.73913043 27.26086957],0
n6,1,0.480113,0.498608,[53 27] ; [41 16],[54.89051095 25.10948905] ; [39.10948905 17.89051095],0
b5,1,0.501403,0.451966,[48 33] ; [37 20],[49.89130435 31.10869565] ; [35.10869565 21.89130435],0
s2,1,0.544223,0.367769,[34 47] ; [21 36],[32.2826087 48.7173913] ; [22.7173913 34.2826087],0
p1,1,0.590198,0.290036,[ 5 74] ; [ 5 52],[ 5.80882353 73.19117647] ; [ 4.19117647 52.80882353],0
a1,1,0.615444,0.252323,[ 6 75] ; [ 3 54],[ 5.2826087 75.7173913] ; [ 3.7173913 53.2826087],0
p2,1,0.649885,0.206046,[68 12] ; [50  7],[68.90510949 11.09489051] ; [49.09489051  7.90510949],0
v1,1,0.651647,0.203831,[28 50] ; [18 38],[26.7761194 51.2238806] ; [19.2238806 36.7761194],0
s6,1,0.655554,0.198969,[46 33] ; [31 26],[44.72794118 34.27205882] ; [32.27205882 24.72794118],0
n2,1,0.660768,0.192593,[16  8] ; [11  4],[16.61538462  7.38461538] ; [10.38461538  4.61538462],0
r2,1,0.68599,0.163461,[71  9] ; [50  5],[71.7037037  8.2962963] ; [49.2962963  5.7037037],0
p8,1,0.695088,0.153633,[45 36] ; [33 23],[46.11678832 34.88321168] ; [31.88321168 24.11678832],0
s3,1,0.701926,0.146476,[39 40] ; [29 26],[40.08955224 38.91044776] ; [27.91044776 27.08955224],0
u3,1,0.724058,0.124638,[15 12] ; [8 8],[14.44186047 12.55813953] ; [8.55813953 7.44186047],0
n1,1,0.791857,0.069643,[ 4 20] ; [ 3 12],[ 4.30769231 19.69230769] ; [ 2.69230769 12.30769231],0
b2,1,0.796004,0.066834,[ 9 29] ; [11 31],[ 9.5 28.5] ; [10.5 31.5],0
b3,1,0.796004,0.066834,[ 9 29] ; [11 31],[ 9.5 28.5] ; [10.5 31.5],0
p5,1,0.821854,0.050697,[ 5 76] ; [ 3 54],[ 4.69565217 76.30434783] ; [ 3.30434783 53.69565217],0
u1,1,0.832648,0.044651,[ 9 72] ; [ 7 50],[ 9.39130435 71.60869565] ; [ 6.60869565 50.39130435],0
u2,1,0.863711,0.029464,[15 13] ; [9 7],[15.27272727 12.72727273] ; [8.72727273 7.27272727],0
p12,1,0.931754,0.007334,[ 4 77] ; [ 3 54],[ 4.10869565 76.89130435] ; [ 2.89130435 54.10869565],0
