Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,65.097866,[83 17] ; [ 8 44],[59.86842105 40.13157895] ; [31.13157895 20.86842105],1
p2,1,8e-06,19.986527,[82 18] ; [25 28],[69.93464052 30.06535948] ; [37.06535948 15.93464052],1
r4,1,0.000586,11.821087,[91 10] ; [36 17],[83.29220779 17.70779221] ; [43.70779221  9.29220779],1
s8,1,0.00098,10.864616,[52 49] ; [12 39],[42.52631579 58.47368421] ; [21.47368421 29.52631579],1
s2,1,0.001167,10.542336,[61 40] ; [17 35],[51.49019608 49.50980392] ; [26.50980392 25.49019608],0
s7,1,0.001538,10.03223,[55 39] ; [15 34],[46.01398601 47.98601399] ; [23.98601399 25.01398601],0
s3,1,0.003598,8.476194,[60 39] ; [19 34],[51.45394737 47.54605263] ; [27.54605263 25.45394737],0
a5,1,0.003655,8.447907,[75 26] ; [27 26],[66.8961039 34.1038961] ; [35.1038961 17.8961039],0
r2,1,0.005509,7.704278,[96  3] ; [44  8],[91.78807947  7.21192053] ; [48.21192053  3.78807947],0
s5,1,0.007207,7.22074,[40 56] ; [10 41],[32.65306122 63.34693878] ; [17.34693878 33.65306122],0
p6,1,0.008571,6.910128,[41 59] ; [10 41],[33.77483444 66.22516556] ; [17.22516556 33.77483444],0
r3,1,0.010576,6.535177,[92  8] ; [41 12],[86.92810458 13.07189542] ; [46.07189542  6.92810458],0
a4,1,0.017156,5.680388,[51 49] ; [16 36],[44.07894737 55.92105263] ; [22.92105263 29.07894737],0
b1,1,0.020806,5.343011,[45 56] ; [34 19],[51.81168831 49.18831169] ; [27.18831169 25.81168831],0
s6,1,0.028023,4.826628,[73 25] ; [29 22],[67.08724832 30.91275168] ; [34.91275168 16.08724832],0
a1,1,0.034882,4.450962,[ 2 99] ; [ 5 48],[ 4.59090909 96.40909091] ; [ 2.40909091 50.59090909],0
p4,1,0.037953,4.307112,[59 41] ; [21 30],[52.98013245 47.01986755] ; [27.01986755 23.98013245],0
d3,1,0.043999,4.056592,[71 29] ; [29 24],[65.35947712 34.64052288] ; [34.64052288 18.35947712],0
r1,1,0.046712,3.95573,[79 21] ; [34 19],[73.85620915 26.14379085] ; [39.14379085 13.85620915],0
a6,1,0.055889,3.655364,[62 39] ; [24 29],[56.4025974 44.5974026] ; [29.5974026 23.4025974],0
d1,1,0.058286,3.585491,[60 41] ; [23 30],[54.43506494 46.56493506] ; [28.56493506 24.43506494],0
n5,1,0.068206,3.325687,[77 24] ; [33 20],[72.14285714 28.85714286] ; [37.85714286 15.14285714],0
v4,1,0.069349,3.298363,[96  5] ; [46  7],[93.12987013  7.87012987] ; [48.87012987  4.12987013],0
p7,1,0.074279,3.18584,[57 42] ; [22 30],[51.79470199 47.20529801] ; [27.20529801 24.79470199],0
n4,1,0.09015,2.87169,[77 23] ; [34 19],[72.54901961 27.45098039] ; [38.45098039 14.54901961],0
d2,1,0.097647,2.743568,[57 44] ; [22 30],[52.1503268 48.8496732] ; [26.8496732 25.1503268],0
