Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,8.6e-05,15.413263,[26 38] ; [40 12],[36.4137931 27.5862069] ; [29.5862069 22.4137931],1
b3,1,0.367926,0.810658,[13 22] ; [ 8 22],[11.30769231 23.69230769] ; [ 9.69230769 20.30769231],0
b2,1,0.367926,0.810658,[13 22] ; [ 8 22],[11.30769231 23.69230769] ; [ 9.69230769 20.30769231],0
v4,1,0.394693,0.724435,[50 13] ; [37 14],[48.07894737 14.92105263] ; [38.92105263 12.07894737],0
s1,1,0.400131,0.707934,[ 5 59] ; [ 2 48],[ 3.92982456 60.07017544] ; [ 3.07017544 46.92982456],0
p1,1,0.455596,0.556693,[ 6 57] ; [ 3 49],[ 4.93043478 58.06956522] ; [ 4.06956522 47.93043478],0
a7,1,0.462726,0.539292,[40 24] ; [29 23],[38.06896552 25.93103448] ; [30.93103448 21.06896552],0
p9,1,0.464811,0.534285,[34 29] ; [31 20],[35.92105263 27.07894737] ; [29.07894737 21.92105263],0
d1,1,0.483674,0.490567,[30 34] ; [21 31],[28.13793103 35.86206897] ; [22.86206897 29.13793103],0
v1,1,0.502428,0.449804,[27 37] ; [18 32],[25.26315789 38.73684211] ; [19.73684211 30.26315789],0
n3,1,0.617919,0.248804,[18  9] ; [15 10],[17.13461538  9.86538462] ; [15.86538462  9.13461538],0
s5,1,0.622606,0.242222,[11 46] ; [ 8 43],[10.02777778 46.97222222] ; [ 8.97222222 42.02777778],0
d2,1,0.629877,0.232227,[26 38] ; [23 28],[27.26956522 36.73043478] ; [21.73043478 29.26956522],0
b1,1,0.641748,0.216463,[36 28] ; [27 25],[34.75862069 29.24137931] ; [28.24137931 23.75862069],0
p11,1,0.651468,0.204054,[31 33] ; [23 29],[29.79310345 34.20689655] ; [24.20689655 27.79310345],0
b5,1,0.668633,0.183206,[37 27] ; [28 24],[35.86206897 28.13793103] ; [29.13793103 22.86206897],0
s3,1,0.691651,0.157304,[31 32] ; [27 24],[32.05263158 30.94736842] ; [25.94736842 25.05263158],0
d3,1,0.717227,0.131165,[38 26] ; [28 22],[37.05263158 26.94736842] ; [28.94736842 21.05263158],0
b4,1,0.723287,0.125365,[39 25] ; [30 22],[38.06896552 25.93103448] ; [30.93103448 21.06896552],0
s2,1,0.747839,0.103356,[24 40] ; [18 34],[23.17241379 40.82758621] ; [18.82758621 33.17241379],0
u1,1,0.748117,0.10312,[ 6 58] ; [ 4 48],[ 5.51724138 58.48275862] ; [ 4.48275862 47.51724138],0
p2,1,0.754439,0.097839,[37 27] ; [28 23],[36.17391304 27.82608696] ; [28.82608696 22.17391304],0
s6,1,0.759637,0.09361,[26 37] ; [20 32],[25.2 37.8] ; [20.8 31.2],0
a3,1,0.78004,0.07799,[43 21] ; [33 18],[42.29565217 21.70434783] ; [33.70434783 17.29565217],0
r2,1,0.800487,0.063866,[52 11] ; [43  8],[52.5 10.5] ; [42.5  8.5],0
v3,1,0.801332,0.063314,[13 45] ; [10 39],[12.46728972 45.53271028] ; [10.53271028 38.46728972],0
a2,1,0.80759,0.05931,[10 54] ; [ 9 43],[10.48275862 53.51724138] ; [ 8.51724138 43.48275862],0
p6,1,0.839495,0.041022,[ 8 55] ; [ 7 43],[ 8.36283186 54.63716814] ; [ 6.63716814 43.36283186],0
p5,1,0.844909,0.038266,[ 2 61] ; [ 2 50],[ 2.19130435 60.80869565] ; [ 1.80869565 50.19130435],0
p12,1,0.900016,0.015786,[ 1 61] ; [ 1 51],[ 1.0877193 60.9122807] ; [ 0.9122807 51.0877193],0
p10,1,0.944365,0.00487,[28 35] ; [23 28],[28.18421053 34.81578947] ; [22.81578947 28.18421053],0
s7,1,0.948017,0.004251,[16 40] ; [14 36],[15.8490566 40.1509434] ; [14.1509434 35.8490566],0
v2,1,0.952717,0.003516,[22 37] ; [18 31],[21.85185185 37.14814815] ; [18.14814815 30.85185185],0
