Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000638,11.663081,[54 19] ; [11 18],[46.51960784 26.48039216] ; [18.48039216 10.51960784],1
n4,1,0.013014,6.167218,[54 19] ; [14 15],[48.66666667 24.33333333] ; [19.33333333  9.66666667],0
u1,1,0.031125,4.646062,[19 54] ; [ 2 27],[15.02941176 57.97058824] ; [ 5.97058824 23.02941176],0
d5,1,0.081703,3.030688,[61 12] ; [19  9],[57.82178218 15.17821782] ; [22.17821782  5.82178218],0
a4,1,0.091128,2.85434,[33 39] ; [ 8 21],[29.22772277 42.77227723] ; [11.77227723 17.22772277],0
r1,1,0.13998,2.178174,[58 15] ; [19 10],[55.10784314 17.89215686] ; [21.89215686  7.10784314],0
p7,1,0.150305,2.069155,[28 43] ; [16 13],[31.24 39.76] ; [12.76 16.24],0
d2,1,0.162885,1.947237,[40 33] ; [11 17],[36.86138614 36.13861386] ; [14.13861386 13.86138614],0
d1,1,0.1776,1.81759,[41 32] ; [12 17],[37.93137255 35.06862745] ; [15.06862745 13.93137255],0
v4,1,0.185131,1.755949,[67  6] ; [24  5],[65.12745098  7.87254902] ; [25.87254902  3.12745098],0
a3,1,0.189451,1.721878,[45 27] ; [14 15],[42.05940594 29.94059406] ; [16.94059406 12.05940594],0
b1,1,0.197788,1.658631,[35 38] ; [18 11],[37.93137255 35.06862745] ; [15.06862745 13.93137255],0
r4,1,0.200836,1.636287,[61 12] ; [21  8],[58.68627451 14.31372549] ; [23.31372549  5.68627451],0
s8,1,0.203023,1.620495,[30 43] ; [ 8 21],[27.19607843 45.80392157] ; [10.80392157 18.19607843],0
a7,1,0.219372,1.508477,[52 21] ; [17 12],[49.38235294 23.61764706] ; [19.61764706  9.38235294],0
n2,1,0.253089,1.306173,[15  9] ; [9 2],[16.45714286  7.54285714] ; [7.54285714 3.45714286],0
b4,1,0.257463,1.282346,[49 24] ; [16 13],[46.51960784 26.48039216] ; [18.48039216 10.51960784],0
s7,1,0.270506,1.214182,[38 33] ; [12 17],[35.5 35.5] ; [14.5 14.5],0
p11,1,0.272417,1.204535,[39 34] ; [12 17],[36.5 36.5] ; [14.5 14.5],0
p5,1,0.298072,1.0828,[ 7 66] ; [ 1 28],[ 5.7254902 67.2745098] ; [ 2.2745098 26.7254902],0
v3,1,0.309941,1.030928,[27 44] ; [ 7 19],[24.88659794 46.11340206] ; [ 9.11340206 16.88659794],0
p9,1,0.372321,0.795902,[27 43] ; [14 15],[28.98989899 41.01010101] ; [12.01010101 16.98989899],0
s2,1,0.386509,0.749897,[44 28] ; [15 14],[42.05940594 29.94059406] ; [16.94059406 12.05940594],0
a1,1,0.389951,0.739095,[ 6 67] ; [ 1 28],[ 5.00980392 67.99019608] ; [ 1.99019608 27.00980392],0
s1,1,0.389951,0.739095,[ 6 67] ; [ 1 28],[ 5.00980392 67.99019608] ; [ 1.99019608 27.00980392],0
r2,1,0.393138,0.729215,[67  6] ; [25  4],[65.84313725  7.15686275] ; [26.15686275  2.84313725],0
d3,1,0.421412,0.646374,[48 25] ; [16 12],[46.25742574 26.74257426] ; [17.74257426 10.25742574],0
u2,1,0.440488,0.595011,[12 15] ; [8 6],[13.17073171 13.82926829] ; [6.82926829 7.17073171],0
p3,1,0.464363,0.535357,[27 46] ; [13 16],[28.62745098 44.37254902] ; [11.37254902 17.62745098],0
v2,1,0.486782,0.483631,[33 39] ; [15 13],[34.56 37.44] ; [13.44 14.56],0
n3,1,0.554015,0.350173,[15  9] ; [8 3],[15.77142857  8.22857143] ; [7.22857143 3.77142857],0
p1,1,0.566991,0.327744,[ 5 67] ; [ 3 26],[ 5.7029703 66.2970297] ; [ 2.2970297 26.7029703],0
a8,1,0.611644,0.257787,[ 9 54] ; [ 5 22],[ 9.8 53.2] ; [ 4.2 22.8],0
s4,1,0.620338,0.245393,[18 53] ; [ 6 23],[17.04 53.96] ; [ 6.96 22.04],0
v1,1,0.632968,0.228057,[31 41] ; [14 15],[32.07920792 39.92079208] ; [12.92079208 16.07920792],0
a6,1,0.646314,0.210579,[38 35] ; [16 12],[39.02970297 33.97029703] ; [14.97029703 13.02970297],0
d4,1,0.676866,0.173675,[60 13] ; [22  6],[59.26732673 13.73267327] ; [22.73267327  5.26732673],0
p8,1,0.679208,0.171018,[28 44] ; [10 19],[27.08910891 44.91089109] ; [10.91089109 18.08910891],0
r3,1,0.732787,0.116568,[67  6] ; [26  3],[66.55882353  6.44117647] ; [26.44117647  2.55882353],0
p6,1,0.736441,0.11328,[20 53] ; [ 7 22],[19.32352941 53.67647059] ; [ 7.67647059 21.32352941],0
s5,1,0.74332,0.10723,[23 49] ; [ 8 20],[22.32 49.68] ; [ 8.68 19.32],0
s3,1,0.76746,0.087438,[48 22] ; [19 10],[47.37373737 22.62626263] ; [19.62626263  9.37373737],0
n1,1,0.80276,0.062389,[12 12] ; [5 6],[11.65714286 12.34285714] ; [5.34285714 5.65714286],0
a2,1,0.808761,0.058576,[16 57] ; [ 7 22],[16.46078431 56.53921569] ; [ 6.53921569 22.46078431],0
p4,1,0.876654,0.024091,[39 34] ; [15 14],[38.64705882 34.35294118] ; [15.35294118 13.64705882],0
u3,1,0.936715,0.006304,[19  9] ; [10  5],[18.88372093  9.11627907] ; [10.11627907  4.88372093],0
b5,1,0.963009,0.002151,[50 23] ; [20  9],[50.09803922 22.90196078] ; [19.90196078  9.09803922],0
a5,1,0.968209,0.001588,[45 28] ; [18 11],[45.08823529 27.91176471] ; [17.91176471 11.08823529],0
p2,1,0.968209,0.001588,[45 28] ; [18 11],[45.08823529 27.91176471] ; [17.91176471 11.08823529],0
b2,1,0.986105,0.000303,[14 33] ; [ 6 14],[14.02985075 32.97014925] ; [ 5.97014925 14.02985075],0
b3,1,0.986105,0.000303,[14 33] ; [ 6 14],[14.02985075 32.97014925] ; [ 5.97014925 14.02985075],0
