Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000275,13.235294,[ 8 32] ; [8 2],[12.8 27.2] ; [3.2 6.8],1
v2,1,0.001714,9.833389,[ 5 33] ; [6 4],[ 8.70833333 29.29166667] ; [2.29166667 7.70833333],0
s7,1,0.003621,8.464813,[ 7 31] ; [6 3],[10.5106383 27.4893617] ; [2.4893617 6.5106383],0
p4,1,0.004759,7.968925,[ 9 30] ; [7 3],[12.73469388 26.26530612] ; [3.26530612 6.73469388],0
p2,1,0.007805,7.077778,[13 26] ; [8 2],[16.71428571 22.28571429] ; [4.28571429 5.71428571],0
r4,1,0.011743,6.349206,[ 8 32] ; [6 4],[11.2 28.8] ; [2.8 7.2],0
p7,1,0.018543,5.544097,[ 8 29] ; [6 4],[11.0212766 25.9787234] ; [2.9787234 7.0212766],0
p8,1,0.02381,5.108416,[ 9 30] ; [6 4],[11.93877551 27.06122449] ; [3.06122449 6.93877551],0
s8,1,0.035489,4.421489,[ 7 32] ; [5 5],[ 9.55102041 29.44897959] ; [2.44897959 7.55102041],0
n6,1,0.036316,4.382227,[21 18] ; [9 1],[23.87755102 15.12244898] ; [6.12244898 3.87755102],0
p9,1,0.039104,4.256326,[16 21] ; [8 2],[18.89361702 18.10638298] ; [5.10638298 4.89361702],0
s5,1,0.04733,3.933611,[ 9 31] ; [5 4],[11.42857143 28.57142857] ; [2.57142857 6.42857143],0
p10,1,0.073637,3.200039,[15 24] ; [7 3],[17.51020408 21.48979592] ; [4.48979592 5.51020408],0
s4,1,0.0771,3.125,[ 6 34] ; [4 6],[ 8. 32.] ; [2. 8.],0
p11,1,0.0771,3.125,[12 28] ; [6 4],[14.4 25.6] ; [3.6 6.4],0
n3,1,0.114306,2.493656,[ 9 13] ; [4 1],[10.59259259 11.40740741] ; [2.40740741 2.59259259],0
u3,1,0.143963,2.135076,[ 1 16] ; [1 2],[ 1.7 15.3] ; [0.3 2.7],0
d5,1,0.148915,2.083333,[22 18] ; [8 2],[24. 16.] ; [6. 4.],0
b5,1,0.157299,2.0,[18 22] ; [7 3],[20. 20.] ; [5. 5.],0
s6,1,0.166511,1.914076,[14 25] ; [6 4],[15.91836735 23.08163265] ; [4.08163265 5.91836735],0
v3,1,0.201087,1.634465,[ 8 31] ; [4 6],[ 9.55102041 29.44897959] ; [2.44897959 7.55102041],0
u2,1,0.212296,1.555699,[ 5 12] ; [2 1],[ 5.95 11.05] ; [1.05 1.95],0
s1,1,0.238593,1.388889,[ 3 37] ; [2 8],[ 4. 36.] ; [1. 9.],0
d1,1,0.254451,1.298701,[16 24] ; [6 4],[17.6 22.4] ; [4.4 5.6],0
n2,1,0.254478,1.298551,[12 11] ; [4 1],[13.14285714  9.85714286] ; [2.85714286 2.14285714],0
s3,1,0.260262,1.267363,[13 24] ; [5 4],[14.47826087 22.52173913] ; [3.52173913 5.47826087],0
a5,1,0.296073,1.0918,[25 15] ; [8 2],[26.4 13.6] ; [6.6 3.4],0
a7,1,0.320645,0.986312,[17 23] ; [6 4],[18.4 21.6] ; [4.6 5.4],0
d3,1,0.320645,0.986312,[17 23] ; [6 4],[18.4 21.6] ; [4.6 5.4],0
v1,1,0.440401,0.595238,[11 29] ; [4 6],[12. 28.] ; [3. 7.],0
a4,1,0.548006,0.360902,[15 23] ; [5 5],[15.83333333 22.16666667] ; [4.16666667 5.83333333],0
u1,1,0.551515,0.35461,[ 2 38] ; [1 9],[ 2.4 37.6] ; [0.6 9.4],0
d4,1,0.5713,0.320513,[20 20] ; [6 4],[20.8 19.2] ; [5.2 4.8],0
a3,1,0.581909,0.303158,[23 15] ; [7 3],[23.75 14.25] ; [6.25 3.75],0
p5,1,0.6642,0.188462,[ 6 33] ; [1 9],[ 5.57142857 33.42857143] ; [1.42857143 8.57142857],0
p3,1,0.692747,0.156127,[13 26] ; [4 6],[13.53061224 25.46938776] ; [3.46938776 6.53061224],0
d2,1,0.716164,0.132198,[22 17] ; [5 5],[21.48979592 17.51020408] ; [5.51020408 4.48979592],0
b1,1,0.77572,0.081169,[22 18] ; [6 4],[22.4 17.6] ; [5.6 4.4],0
r1,1,0.77572,0.081169,[18 22] ; [4 6],[17.6 22.4] ; [4.4 5.6],0
a6,1,0.77572,0.081169,[22 18] ; [6 4],[22.4 17.6] ; [5.6 4.4],0
a2,1,0.827743,0.047348,[ 5 35] ; [1 9],[ 4.8 35.2] ; [1.2 8.8],0
p1,1,0.853972,0.033875,[ 7 33] ; [2 8],[ 7.2 32.8] ; [1.8 8.2],0
b4,1,0.884175,0.021222,[25 15] ; [6 4],[24.8 15.2] ; [6.2 3.8],0
n1,1,0.886731,0.02029,[13 10] ; [3 2],[13.14285714  9.85714286] ; [2.85714286 2.14285714],0
b2,1,0.913396,0.011828,[13 19] ; [3 4],[13.12820513 18.87179487] ; [2.87179487 4.12820513],0
b3,1,0.913396,0.011828,[13 19] ; [3 4],[13.12820513 18.87179487] ; [2.87179487 4.12820513],0
r2,1,0.925789,0.008676,[29  9] ; [7 2],[29.10638298  8.89361702] ; [6.89361702 2.10638298],0
