Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.006002,7.549751,[7 4] ; [44  3],[9.67241379 1.32758621] ; [41.32758621  5.67241379],0
r4,1,0.008155,6.999043,[4 7] ; [37 11],[7.6440678 3.3559322] ; [33.3559322 14.6440678],0
u3,1,0.019293,5.474724,[1 7] ; [15 10],[3.87878788 4.12121212] ; [12.12121212 12.87878788],0
s2,1,0.041817,4.142591,[ 1 10] ; [20 28],[3.91525424 7.08474576] ; [17.08474576 30.91525424],0
n6,1,0.045122,4.014079,[4 7] ; [33 15],[6.89830508 4.10169492] ; [30.10169492 17.89830508],0
b1,1,0.062776,3.46247,[8 3] ; [20 28],[5.22033898 5.77966102] ; [22.77966102 25.22033898],0
d5,1,0.063721,3.437777,[2 9] ; [23 24],[4.74137931 6.25862069] ; [20.25862069 26.74137931],0
n2,1,0.06399,3.430827,[3 4] ; [16  4],[4.92592593 2.07407407] ; [14.07407407  5.92592593],0
v2,1,0.067151,3.351331,[1 9] ; [19 28],[3.50877193 6.49122807] ; [16.49122807 30.50877193],0
n5,1,0.126609,2.333598,[7 4] ; [18 29],[4.74137931 6.25862069] ; [20.25862069 26.74137931],0
r1,1,0.137187,2.20923,[3 8] ; [25 23],[5.22033898 5.77966102] ; [22.77966102 25.22033898],0
s7,1,0.161373,1.961316,[1 9] ; [15 32],[2.80701754 7.19298246] ; [13.19298246 33.80701754],0
a3,1,0.21353,1.547333,[3 8] ; [23 25],[4.84745763 6.15254237] ; [21.15254237 26.84745763],0
a6,1,0.21353,1.547333,[3 8] ; [23 25],[4.84745763 6.15254237] ; [21.15254237 26.84745763],0
a8,1,0.219416,1.508186,[2 9] ; [ 3 43],[ 0.96491228 10.03508772] ; [ 4.03508772 41.96491228],0
n3,1,0.233884,1.417081,[5 2] ; [18  2],[5.96296296 1.03703704] ; [17.03703704  2.96296296],0
a5,1,0.240669,1.376672,[6 5] ; [17 31],[4.28813559 6.71186441] ; [18.71186441 29.28813559],0
p4,1,0.261167,1.262558,[3 8] ; [22 26],[4.66101695 6.33898305] ; [20.33898305 27.66101695],0
s6,1,0.261167,1.262558,[3 8] ; [22 26],[4.66101695 6.33898305] ; [20.33898305 27.66101695],0
u2,1,0.265953,1.2375,[5 3] ; [10 15],[3.63636364 4.36363636] ; [11.36363636 13.63636364],0
s4,1,0.367082,0.813519,[ 1 10] ; [10 38],[2.05084746 8.94915254] ; [ 8.94915254 39.05084746],0
v1,1,0.38803,0.745106,[2 9] ; [15 33],[3.16949153 7.83050847] ; [13.83050847 34.16949153],0
p3,1,0.38803,0.745106,[2 9] ; [15 33],[3.16949153 7.83050847] ; [13.83050847 34.16949153],0
a7,1,0.394622,0.724652,[5 6] ; [28 19],[6.25862069 4.74137931] ; [26.74137931 20.25862069],0
p10,1,0.422569,0.64316,[6 5] ; [31 15],[7.14035088 3.85964912] ; [29.85964912 16.14035088],0
s3,1,0.446316,0.57999,[3 8] ; [19 29],[4.10169492 6.89830508] ; [17.89830508 30.10169492],0
d3,1,0.455649,0.556562,[3 8] ; [ 8 38],[2.12280702 8.87719298] ; [ 8.87719298 37.12280702],0
p5,1,0.460062,0.545745,[1 9] ; [ 2 45],[0.52631579 9.47368421] ; [ 2.47368421 44.52631579],0
p8,1,0.462278,0.540373,[5 5] ; [18 30],[3.96551724 6.03448276] ; [19.03448276 28.96551724],0
p11,1,0.522822,0.408322,[8 3] ; [30 18],[7.08474576 3.91525424] ; [30.91525424 17.08474576],0
v3,1,0.615378,0.252418,[ 1 10] ; [ 7 40],[1.51724138 9.48275862] ; [ 6.48275862 40.51724138],0
r3,1,0.619557,0.246491,[9 2] ; [42  6],[9.50847458 1.49152542] ; [41.49152542  6.50847458],0
a4,1,0.619557,0.246491,[2 9] ; [ 6 42],[1.49152542 9.50847458] ; [ 6.50847458 41.49152542],0
d2,1,0.642097,0.21601,[3 8] ; [10 38],[2.42372881 8.57627119] ; [10.57627119 37.42372881],0
b4,1,0.654759,0.199953,[4 7] ; [21 27],[4.66101695 6.33898305] ; [20.33898305 27.66101695],0
p9,1,0.67127,0.18012,[7 4] ; [33 14],[7.5862069 3.4137931] ; [32.4137931 14.5862069],0
b3,1,0.687031,0.162319,[1 3] ; [ 4 20],[0.71428571 3.28571429] ; [ 4.28571429 19.71428571],0
b2,1,0.687031,0.162319,[1 3] ; [ 4 20],[0.71428571 3.28571429] ; [ 4.28571429 19.71428571],0
b5,1,0.691619,0.157338,[6 5] ; [23 25],[5.40677966 5.59322034] ; [23.59322034 24.40677966],0
p6,1,0.732545,0.116788,[2 9] ; [11 37],[2.42372881 8.57627119] ; [10.57627119 37.42372881],0
s1,1,0.735321,0.114282,[ 1 10] ; [ 3 45],[ 0.74576271 10.25423729] ; [ 3.25423729 44.74576271],0
p2,1,0.777176,0.080089,[7 4] ; [32 15],[7.39655172 3.60344828] ; [31.60344828 15.39655172],0
s8,1,0.900444,0.01565,[3 8] ; [14 34],[3.16949153 7.83050847] ; [13.83050847 34.16949153],0
n1,1,0.908433,0.013229,[2 5] ; [ 5 14],[1.88461538 5.11538462] ; [ 5.11538462 13.88461538],0
p7,1,0.962953,0.002157,[6 5] ; [26 21],[6.06896552 4.93103448] ; [25.93103448 21.06896552],0
