Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.00016,14.253008,[58 47] ; [34  4],[67.55244755 37.44755245] ; [24.44755245 13.55244755],1
p3,1,0.000548,11.945942,[24 79] ; [20 17],[32.37142857 70.62857143] ; [11.62857143 25.37142857],1
d5,1,0.000846,11.137184,[53 52] ; [31  7],[61.67832168 43.32167832] ; [22.32167832 15.67832168],1
s6,1,0.002078,9.479321,[35 70] ; [22 13],[42.75 62.25] ; [14.25 20.75],0
p10,1,0.005131,7.832754,[53 49] ; [29  8],[60.17266187 41.82733813] ; [21.82733813 15.17266187],0
r4,1,0.00605,7.535276,[66 39] ; [33  5],[72.69230769 32.30769231] ; [26.30769231 11.69230769],0
d1,1,0.006709,7.349154,[32 73] ; [21 17],[38.91608392 66.08391608] ; [14.08391608 23.91608392],0
r1,1,0.007724,7.096305,[54 51] ; [29  9],[60.94405594 44.05594406] ; [22.05594406 15.94405594],0
p7,1,0.010001,6.634734,[46 55] ; [26 11],[52.69565217 48.30434783] ; [19.30434783 17.69565217],0
p6,1,0.012396,6.253288,[14 85] ; [12 24],[19.06666667 79.93333333] ; [ 6.93333333 29.06666667],0
b5,1,0.016381,5.761542,[57 48] ; [12 26],[50.66433566 54.33566434] ; [18.33566434 19.66433566],0
n6,1,0.016505,5.748296,[69 36] ; [32  5],[74.68309859 30.31690141] ; [26.31690141 10.68309859],0
a5,1,0.017084,5.687744,[51 54] ; [27 11],[57.27272727 47.72727273] ; [20.72727273 17.27272727],0
v1,1,0.034428,4.473324,[40 65] ; [21 15],[45.42553191 59.57446809] ; [15.57446809 20.42553191],0
p11,1,0.043259,4.085235,[67 38] ; [31  7],[71.95804196 33.04195804] ; [26.04195804 11.95804196],0
s8,1,0.045117,4.014243,[13 92] ; [10 28],[16.88811189 88.11188811] ; [ 6.11188811 31.88811189],0
p9,1,0.046689,3.956563,[62 41] ; [29  8],[66.95 36.05] ; [24.05 12.95],0
v4,1,0.055019,3.681523,[82 23] ; [35  3],[85.90909091 19.09090909] ; [31.09090909  6.90909091],0
a4,1,0.062408,3.472212,[29 74] ; [17 21],[33.60283688 69.39716312] ; [12.39716312 25.60283688],0
d2,1,0.073359,3.206216,[40 64] ; [21 17],[44.67605634 59.32394366] ; [16.32394366 21.67605634],0
v2,1,0.074053,3.190822,[38 61] ; [21 17],[42.6350365 56.3649635] ; [16.3649635 21.6350365],0
s2,1,0.089182,2.889071,[19 85] ; [12 26],[22.70422535 81.29577465] ; [ 8.29577465 29.70422535],0
b3,1,0.092571,2.829092,[17 46] ; [11 13],[20.27586207 42.72413793] ; [ 7.72413793 16.27586207],0
b2,1,0.092571,2.829092,[17 46] ; [11 13],[20.27586207 42.72413793] ; [ 7.72413793 16.27586207],0
a2,1,0.122625,2.383466,[  4 101] ; [ 4 34],[ 5.87412587 99.12587413] ; [ 2.12587413 35.87412587],0
p1,1,0.122625,2.383466,[  4 101] ; [ 4 34],[ 5.87412587 99.12587413] ; [ 2.12587413 35.87412587],0
p2,1,0.127386,2.324068,[63 39] ; [28  9],[66.77697842 35.22302158] ; [24.22302158 12.77697842],0
p5,1,0.131431,2.275519,[ 6 98] ; [ 5 32],[ 8.11347518 95.88652482] ; [ 2.88652482 34.11347518],0
p4,1,0.134294,2.24215,[35 66] ; [18 19],[38.78985507 62.21014493] ; [14.21014493 22.78985507],0
p8,1,0.142065,2.15545,[36 67] ; [18 19],[39.72857143 63.27142857] ; [14.27142857 22.72857143],0
r2,1,0.166864,1.91089,[81 21] ; [34  4],[83.78571429 18.21428571] ; [31.21428571  6.78571429],0
u3,1,0.174527,1.843621,[17 37] ; [8 8],[19.28571429 34.71428571] ; [ 5.71428571 10.28571429],0
a8,1,0.180602,1.792662,[ 9 87] ; [ 1 37],[ 7.1641791 88.8358209] ; [ 2.8358209 35.1641791],0
b4,1,0.188253,1.731234,[59 46] ; [26 12],[62.41258741 42.58741259] ; [22.58741259 15.41258741],0
s4,1,0.213391,1.548271,[ 9 96] ; [ 6 32],[11.01398601 93.98601399] ; [ 3.98601399 34.01398601],0
a6,1,0.213993,1.544203,[43 62] ; [20 18],[46.25874126 58.74125874] ; [16.74125874 21.25874126],0
d3,1,0.234712,1.412077,[33 72] ; [16 22],[35.97902098 69.02097902] ; [13.02097902 24.97902098],0
