Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000493,12.140341,[ 6 33] ; [9 5],[11.03773585 27.96226415] ; [ 3.96226415 10.03773585],1
s6,1,0.004462,8.085561,[12 30] ; [10  4],[16.5 25.5] ; [5.5 8.5],0
p9,1,0.005628,7.665639,[21 20] ; [13  1],[25.34545455 15.65454545] ; [8.65454545 5.34545455],0
v3,1,0.008151,7.0,[ 3 39] ; [5 9],[ 6. 36.] ; [ 2. 12.],0
p11,1,0.018655,5.533597,[21 21] ; [12  2],[24.75 17.25] ; [8.25 5.75],0
p4,1,0.019915,5.419355,[15 27] ; [10  4],[18.75 23.25] ; [6.25 7.75],0
s5,1,0.043963,4.057971,[ 5 37] ; [5 9],[ 7.5 34.5] ; [ 2.5 11.5],0
n6,1,0.052307,3.765911,[20 21] ; [11  3],[23.10909091 17.89090909] ; [7.89090909 6.10909091],0
u3,1,0.053372,3.732229,[ 5 20] ; [4 3],[ 7.03125 17.96875] ; [1.96875 5.03125],0
a5,1,0.087792,2.914409,[16 26] ; [9 5],[18.75 23.25] ; [6.25 7.75],0
r3,1,0.088523,2.901037,[25 16] ; [12  2],[27.58181818 13.41818182] ; [9.41818182 4.58181818],0
u2,1,0.108425,2.577027,[13 12] ; [6 1],[14.84375 10.15625] ; [4.15625 2.84375],0
p2,1,0.114169,2.495544,[23 19] ; [11  3],[25.5 16.5] ; [8.5 5.5],0
b1,1,0.114169,2.495544,[28 14] ; [6 8],[25.5 16.5] ; [8.5 5.5],0
v1,1,0.116888,2.458537,[ 9 33] ; [6 8],[11.25 30.75] ; [ 3.75 10.25],0
r1,1,0.142497,2.150782,[12 30] ; [7 7],[14.25 27.75] ; [4.75 9.25],0
s2,1,0.20084,1.636255,[ 8 34] ; [5 9],[ 9.75 32.25] ; [ 3.25 10.75],0
b2,1,0.279044,1.171739,[ 6 18] ; [4 5],[ 7.27272727 16.72727273] ; [2.72727273 6.27272727],0
b3,1,0.279044,1.171739,[ 6 18] ; [4 5],[ 7.27272727 16.72727273] ; [2.72727273 6.27272727],0
p8,1,0.291797,1.11131,[14 27] ; [7 7],[15.65454545 25.34545455] ; [5.34545455 8.65454545],0
p6,1,0.353076,0.862369,[ 7 34] ; [ 4 10],[ 8.2 32.8] ; [ 2.8 11.2],0
d4,1,0.353309,0.861538,[21 21] ; [9 5],[22.5 19.5] ; [7.5 6.5],0
p7,1,0.353309,0.861538,[21 21] ; [9 5],[22.5 19.5] ; [7.5 6.5],0
n1,1,0.371093,0.8,[ 5 11] ; [4 4],[ 6. 10.] ; [3. 5.],0
u1,1,0.405703,0.691358,[ 1 41] ; [ 1 13],[ 1.5 40.5] ; [ 0.5 13.5],0
p5,1,0.43357,0.61324,[ 3 38] ; [ 2 12],[ 3.72727273 37.27272727] ; [ 1.27272727 12.72727273],0
p3,1,0.494525,0.466667,[11 31] ; [5 9],[12. 30.] ; [ 4. 10.],0
n4,1,0.532884,0.388889,[23 19] ; [9 5],[24. 18.] ; [8. 6.],0
a4,1,0.560179,0.339394,[ 9 33] ; [ 2 12],[ 8.25 33.75] ; [ 2.75 11.25],0
s4,1,0.560179,0.339394,[ 9 33] ; [ 2 12],[ 8.25 33.75] ; [ 2.75 11.25],0
a3,1,0.578158,0.309222,[17 24] ; [7 7],[17.89090909 23.10909091] ; [6.10909091 7.89090909],0
r4,1,0.583546,0.300537,[ 9 33] ; [ 4 10],[ 9.75 32.25] ; [ 3.25 10.75],0
d3,1,0.614696,0.253394,[12 30] ; [5 9],[12.75 29.25] ; [4.25 9.75],0
b5,1,0.641509,0.216774,[24 18] ; [7 7],[23.25 18.75] ; [7.75 6.25],0
a7,1,0.641509,0.216774,[18 24] ; [7 7],[18.75 23.25] ; [6.25 7.75],0
s3,1,0.652263,0.203059,[12 29] ; [5 9],[12.67272727 28.32727273] ; [4.32727273 9.67272727],0
d2,1,0.687031,0.162319,[ 7 35] ; [ 3 11],[ 7.5 34.5] ; [ 2.5 11.5],0
p1,1,0.731871,0.1174,[ 2 40] ; [ 1 13],[ 2.25 39.75] ; [ 0.75 13.25],0
a6,1,0.752044,0.099822,[16 26] ; [6 8],[16.5 25.5] ; [5.5 8.5],0
a8,1,0.754182,0.09805,[ 7 32] ; [ 2 12],[ 6.62264151 32.37735849] ; [ 2.37735849 11.62264151],0
n3,1,0.769698,0.085714,[9 7] ; [5 3],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
n2,1,0.769698,0.085714,[9 7] ; [5 3],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
v2,1,0.792978,0.068878,[10 30] ; [ 4 10],[10.37037037 29.62962963] ; [ 3.62962963 10.37037037],0
d5,1,0.875384,0.024594,[17 25] ; [6 8],[17.25 24.75] ; [5.75 8.25],0
b4,1,0.876666,0.024086,[23 19] ; [8 6],[23.25 18.75] ; [7.75 6.25],0
v4,1,0.876666,0.024086,[23 19] ; [8 6],[23.25 18.75] ; [7.75 6.25],0
s1,1,1.0,0.0,[ 3 39] ; [ 1 13],[ 3. 39.] ; [ 1. 13.],0
n5,1,1.0,0.0,[27 15] ; [9 5],[27. 15.] ; [9. 5.],0
p12,1,1.0,0.0,[ 3 39] ; [ 1 13],[ 3. 39.] ; [ 1. 13.],0
