Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,30.949276,[16 87] ; [17  7],[26.76377953 76.23622047] ; [ 6.23622047 17.76377953],1
s7,1,0.000573,11.862928,[12 89] ; [10 14],[17.776 83.224] ; [ 4.224 19.776],1
p10,1,0.019103,5.492017,[53 50] ; [18  5],[58.03968254 44.96031746] ; [12.96031746 10.03968254],0
s8,1,0.023504,5.130902,[ 9 96] ; [ 6 18],[12.20930233 92.79069767] ; [ 2.79069767 21.20930233],0
p7,1,0.029877,4.716347,[44 59] ; [15  7],[48.616 54.384] ; [10.384 11.616],0
p9,1,0.068403,3.320942,[61 42] ; [19  5],[64.88188976 38.11811024] ; [15.11811024  8.88188976],0
u1,1,0.101177,2.686886,[  2 103] ; [ 2 22],[  3.25581395 101.74418605] ; [ 0.74418605 23.25581395],0
v1,1,0.116642,2.461837,[28 76] ; [10 13],[31.11811024 72.88188976] ; [ 6.88188976 16.11811024],0
u3,1,0.134265,2.24249,[22 40] ; [8 6],[24.47368421 37.52631579] ; [5.52631579 8.47368421],0
r2,1,0.146926,2.103879,[82 22] ; [22  2],[84.5 19.5] ; [19.5  4.5],0
a8,1,0.156915,2.003711,[ 8 90] ; [ 4 18],[ 9.8 88.2] ; [ 2.2 19.8],0
a7,1,0.168583,1.895497,[56 48] ; [16  7],[58.96062992 45.03937008] ; [13.03937008  9.96062992],0
a4,1,0.208,1.585296,[20 85] ; [ 2 22],[17.90697674 87.09302326] ; [ 4.09302326 19.90697674],0
s4,1,0.23461,1.412694,[ 9 96] ; [ 4 20],[10.58139535 94.41860465] ; [ 2.41860465 21.58139535],0
d4,1,0.255924,1.29067,[60 43] ; [17  7],[62.4488189 40.5511811] ; [14.5511811  9.4488189],0
b1,1,0.323869,0.973259,[42 63] ; [ 7 17],[39.88372093 65.11627907] ; [ 9.11627907 14.88372093],0
r3,1,0.335078,0.929171,[82 22] ; [21  3],[83.6875 20.3125] ; [19.3125  4.6875],0
u2,1,0.35667,0.849583,[27 35] ; [8 6],[28.55263158 33.44736842] ; [6.44736842 7.55263158],0
p11,1,0.366258,0.816322,[64 41] ; [17  7],[65.93023256 39.06976744] ; [15.06976744  8.93023256],0
n3,1,0.386311,0.750524,[27 11] ; [2 2],[26.23809524 11.76190476] ; [2.76190476 1.23809524],0
p6,1,0.411883,0.673358,[22 81] ; [ 7 17],[23.51968504 79.48031496] ; [ 5.48031496 18.51968504],0
b5,1,0.43047,0.621556,[66 39] ; [13 11],[64.30232558 40.69767442] ; [14.69767442  9.30232558],0
p5,1,0.433048,0.614634,[  2 103] ; [ 1 20],[  2.5 102.5] ; [ 0.5 20.5],0
a6,1,0.454301,0.559899,[48 57] ; [13 11],[49.65116279 55.34883721] ; [11.34883721 12.65116279],0
d5,1,0.465481,0.532684,[59 46] ; [11 12],[57.421875 47.578125] ; [12.578125 10.421875],0
v4,1,0.485632,0.486189,[84 20] ; [20  3],[85.16535433 18.83464567] ; [18.83464567  4.16535433],0
p1,1,0.494224,0.467317,[ 9 96] ; [ 1 22],[ 8.203125 96.796875] ; [ 1.796875 21.203125],0
n4,1,0.507028,0.440196,[56 49] ; [11 13],[54.53488372 50.46511628] ; [12.46511628 11.53488372],0
d1,1,0.536137,0.382747,[33 72] ; [ 6 18],[31.74418605 73.25581395] ; [ 7.25581395 16.74418605],0
v3,1,0.545727,0.365028,[26 77] ; [ 4 17],[24.91935484 78.08064516] ; [ 5.08064516 15.91935484],0
v2,1,0.591857,0.287454,[36 63] ; [ 7 16],[34.89344262 64.10655738] ; [ 8.10655738 14.89344262],0
d3,1,0.600749,0.273868,[48 56] ; [12 11],[49.13385827 54.86614173] ; [10.86614173 12.13385827],0
d2,1,0.600991,0.273504,[27 77] ; [ 5 19],[26. 78.] ; [ 6. 18.],0
n1,1,0.638239,0.221053,[14 24] ; [1 3],[13.57142857 24.42857143] ; [1.42857143 2.57142857],0
s5,1,0.645694,0.211372,[10 92] ; [ 3 20],[10.608 91.392] ; [ 2.392 20.608],0
p3,1,0.655456,0.19909,[26 79] ; [ 7 17],[26.86046512 78.13953488] ; [ 6.13953488 17.86046512],0
b2,1,0.67909,0.171152,[19 40] ; [ 4 11],[18.33783784 40.66216216] ; [ 4.66216216 10.33783784],0
b3,1,0.67909,0.171152,[19 40] ; [ 4 11],[18.33783784 40.66216216] ; [ 4.66216216 10.33783784],0
b4,1,0.725512,0.123272,[61 44] ; [13 11],[60.23255814 44.76744186] ; [13.76744186 10.23255814],0
a1,1,0.738451,0.111493,[  3 102] ; [ 1 23],[  3.25581395 101.74418605] ; [ 0.74418605 23.25581395],0
r1,1,0.744187,0.106481,[53 52] ; [13 11],[53.72093023 51.27906977] ; [12.27906977 11.72093023],0
n5,1,0.777018,0.080207,[53 51] ; [13 11],[53.625 50.375] ; [12.375 11.625],0
p2,1,0.788587,0.071902,[70 35] ; [16  7],[70.546875 34.453125] ; [15.453125  7.546875],0
s1,1,0.900581,0.015607,[  5 100] ; [ 1 23],[  4.88372093 100.11627907] ; [ 1.11627907 22.88372093],0
p4,1,0.902782,0.01492,[33 70] ; [ 8 16],[33.2519685 69.7480315] ; [ 7.7480315 16.2519685],0
r4,1,0.90427,0.014465,[67 38] ; [15  9],[66.74418605 38.25581395] ; [15.25581395  8.74418605],0
p8,1,0.905119,0.014208,[36 68] ; [ 8 16],[35.75 68.25] ; [ 8.25 15.75],0
a3,1,0.994224,5.2e-05,[43 60] ; [10 14],[42.98425197 60.01574803] ; [10.01574803 13.98425197],0
n6,1,1.0,0.0,[70 35] ; [16  8],[70. 35.] ; [16.  8.],0
