Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,78.658798,[571  26] ; [11 11],[561.31502423  35.68497577] ; [20.68497577  1.31502423],1
r4,1,0.0,73.528134,[562  41] ; [ 9 13],[550.9008  52.0992] ; [20.0992  1.9008],1
r1,1,0.001232,10.442088,[493 108] ; [12 10],[487.16693419 113.83306581] ; [17.83306581  4.16693419],0
r3,1,0.006601,7.378419,[583  19] ; [18  3],[580.74157303  21.25842697] ; [20.25842697  0.74157303],0
u3,1,0.010012,6.63279,[94 66] ; [1 7],[90.47619048 69.52380952] ; [4.52380952 3.47619048],0
p7,1,0.028672,4.78717,[421 167] ; [11 11],[416.41967213 171.58032787] ; [15.58032787  6.41967213],0
v3,1,0.030773,4.66558,[241 344] ; [ 4 18],[236.12026359 348.87973641] ; [ 8.87973641 13.12026359],0
a7,1,0.04007,4.214909,[446 155] ; [12 10],[441.82664526 159.17335474] ; [16.17335474  5.82664526],0
a6,1,0.040511,4.196333,[424 178] ; [11 11],[419.66346154 182.33653846] ; [15.33653846  6.66346154],0
n4,1,0.054393,3.700594,[484 118] ; [14  8],[480.44230769 121.55769231] ; [17.55769231  4.44230769],0
v1,1,0.058577,3.577236,[332 253] ; [ 8 14],[327.67710049 257.32289951] ; [12.32289951  9.67710049],0
d1,1,0.070212,3.278062,[363 240] ; [ 9 13],[358.9056 244.0944] ; [13.0944  8.9056],0
s7,1,0.078587,3.093883,[290 290] ; [ 6 14],[286.13333333 293.86666667] ; [ 9.86666667 10.13333333],0
d3,1,0.097217,2.750607,[428 175] ; [12 10],[424.512 178.488] ; [15.488  6.512],0
b1,1,0.101026,2.689272,[200 403] ; [11 11],[203.5728 399.4272] ; [ 7.4272 14.5728],0
a2,1,0.107318,2.593281,[144 459] ; [ 2 20],[140.8608 462.1392] ; [ 5.1392 16.8608],0
p4,1,0.137525,2.205435,[393 208] ; [11 11],[389.73354735 211.26645265] ; [14.26645265  7.73354735],0
n6,1,0.148261,2.090056,[528  74] ; [17  5],[525.78525641  76.21474359] ; [19.21474359  2.78525641],0
u2,1,0.229022,1.446925,[95 66] ; [3 5],[93.36094675 67.63905325] ; [4.63905325 3.36094675],0
p3,1,0.233117,1.421741,[324 278] ; [ 9 13],[321.25961538 280.74038462] ; [11.74038462 10.25961538],0
n2,1,0.255988,1.290326,[88 29] ; [2 2],[87.02479339 29.97520661] ; [2.97520661 1.02479339],0
n5,1,0.268279,1.225527,[469 131] ; [15  7],[466.88102894 133.11897106] ; [17.11897106  4.88102894],0
s2,1,0.276816,1.182653,[300 298] ; [ 8 13],[297.55088853 300.44911147] ; [10.44911147 10.55088853],0
u1,1,0.300991,1.0698,[106 497] ; [ 2 20],[104.1984 498.8016] ; [ 3.8016 18.1984],0
a3,1,0.309455,1.033002,[442 160] ; [14  8],[439.92307692 162.07692308] ; [16.07692308  5.92307692],0
s6,1,0.31729,1.000083,[400 192] ; [12  9],[397.8858075 194.1141925] ; [14.1141925  6.8858075],0
p10,1,0.336176,0.924958,[526  72] ; [17  4],[524.57835218  73.42164782] ; [18.42164782  2.57835218],0
b4,1,0.343295,0.898087,[350 253] ; [15  7],[352.152 250.848] ; [12.848  9.152],0
b5,1,0.38881,0.742661,[357 246] ; [11 11],[355.0464 247.9536] ; [12.9536  9.0464],0
p8,1,0.405717,0.691316,[364 229] ; [11 10],[362.1742671 230.8257329] ; [12.8257329  8.1742671],0
p9,1,0.424534,0.63773,[537  60] ; [20  1],[538.07281553  58.92718447] ; [18.92718447  2.07281553],0
d4,1,0.439711,0.597037,[502  99] ; [17  5],[500.67255217 100.32744783] ; [18.32744783  3.67255217],0
a4,1,0.472954,0.515065,[265 336] ; [ 8 14],[263.35955056 337.64044944] ; [ 9.64044944 12.35955056],0
p1,1,0.484136,0.489533,[ 53 548] ; [ 1 21],[ 52.09309791 548.90690209] ; [ 1.90690209 20.09309791],0
d5,1,0.508318,0.437528,[498 104] ; [17  5],[496.84294872 105.15705128] ; [18.15705128  3.84294872],0
s5,1,0.593433,0.285015,[200 385] ; [ 6 15],[198.86138614 386.13861386] ; [ 7.13861386 13.86138614],0
s8,1,0.682147,0.167719,[272 328] ; [ 9 13],[271.06109325 328.93890675] ; [ 9.93890675 12.06109325],0
n1,1,0.72755,0.121373,[39 78] ; [1 3],[38.67768595 78.32231405] ; [1.32231405 2.67768595],0
v2,1,0.729741,0.119349,[339 243] ; [12 10],[338.21523179 243.78476821] ; [12.78476821  9.21523179],0
p6,1,0.739358,0.110692,[237 357] ; [ 8 14],[236.25 357.75] ; [ 8.75 13.25],0
a5,1,0.770479,0.085117,[455 148] ; [16  6],[454.4208 148.5792] ; [16.5792  5.4208],0
b2,1,0.792973,0.068881,[147 228] ; [5 9],[146.52956298 228.47043702] ; [5.47043702 8.52956298],0
b3,1,0.792973,0.068881,[147 228] ; [5 9],[146.52956298 228.47043702] ; [5.47043702 8.52956298],0
s4,1,0.815754,0.054293,[ 92 503] ; [ 3 19],[ 91.61264182 503.38735818] ; [ 3.38735818 18.61264182],0
d2,1,0.856026,0.032919,[285 316] ; [10 12],[284.58266453 316.41733547] ; [10.41733547 11.58266453],0
p5,1,0.88852,0.019649,[ 76 526] ; [ 3 19],[ 76.21474359 525.78525641] ; [ 2.78525641 19.21474359],0
p12,1,0.892921,0.01812,[ 52 547] ; [ 2 19],[ 52.17096774 546.82903226] ; [ 1.82903226 19.17096774],0
a8,1,0.92102,0.009831,[ 82 466] ; [ 3 16],[ 82.15167549 465.84832451] ; [ 2.84832451 16.15167549],0
s3,1,0.96345,0.0021,[337 258] ; [12  9],[337.10227273 257.89772727] ; [11.89772727  9.10227273],0
