Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.030005,4.708978,[17  7] ; [21 27],[12.66666667 11.33333333] ; [25.33333333 22.66666667],0
d4,1,0.037541,4.32572,[14 10] ; [39  9],[17.66666667  6.33333333] ; [35.33333333 12.66666667],0
p11,1,0.042522,4.114286,[14 10] ; [16 32],[10. 14.] ; [20. 28.],0
s8,1,0.071778,3.241878,[ 8 16] ; [ 7 40],[ 5.07042254 18.92957746] ; [ 9.92957746 37.07042254],0
d5,1,0.098931,2.722689,[14 10] ; [37 11],[17.  7.] ; [34. 14.],0
d1,1,0.12819,2.314286,[ 7 17] ; [23 25],[10. 14.] ; [20. 28.],0
r2,1,0.140506,2.172414,[17  7] ; [41  7],[19.33333333  4.66666667] ; [38.66666667  9.33333333],0
p9,1,0.145495,2.118855,[14  9] ; [19 26],[11.16176471 11.83823529] ; [21.83823529 23.16176471],0
p7,1,0.147826,2.094545,[10 14] ; [12 36],[ 7.33333333 16.66666667] ; [14.66666667 33.33333333],0
b1,1,0.181747,1.783282,[14 10] ; [20 28],[11.33333333 12.66666667] ; [22.66666667 25.33333333],0
p10,1,0.237854,1.39327,[14 10] ; [20 26],[11.65714286 12.34285714] ; [22.34285714 23.65714286],0
a5,1,0.238763,1.387884,[16  8] ; [25 23],[13.66666667 10.33333333] ; [27.33333333 20.66666667],0
d3,1,0.242617,1.365325,[ 9 15] ; [25 23],[11.33333333 12.66666667] ; [22.66666667 25.33333333],0
v4,1,0.292436,1.108374,[21  3] ; [37 11],[19.33333333  4.66666667] ; [38.66666667  9.33333333],0
p6,1,0.297605,1.084895,[ 6 18] ; [ 7 40],[ 4.3943662 19.6056338] ; [ 8.6056338 38.3943662],0
v3,1,0.300245,1.073108,[ 4 19] ; [13 32],[ 5.75 17.25] ; [11.25 33.75],0
a3,1,0.3017,1.066667,[17  7] ; [28 20],[15.  9.] ; [30. 18.],0
u3,1,0.304807,1.053044,[3 4] ; [13  7],[4.14814815 2.85185185] ; [11.85185185  8.14814815],0
r1,1,0.400074,0.708104,[12 12] ; [29 19],[13.66666667 10.33333333] ; [27.33333333 20.66666667],0
n1,1,0.442695,0.589286,[3 9] ; [ 8 13],[4. 8.] ; [ 7. 14.],0
r3,1,0.502335,0.45,[19  5] ; [41  7],[20.  4.] ; [40.  8.],0
n3,1,0.515406,0.423077,[8 5] ; [10 10],[7.09090909 5.90909091] ; [10.90909091  9.09090909],0
p3,1,0.567783,0.326406,[ 6 18] ; [ 9 38],[ 5.07042254 18.92957746] ; [ 9.92957746 37.07042254],0
