Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.686573,[130  20] ; [16 23],[115.87301587  34.12698413] ; [30.12698413  8.87301587],1
n6,1,1.5e-05,18.733679,[132  17] ; [23 16],[122.84574468  26.15425532] ; [32.15425532  6.84574468],1
p2,1,3.8e-05,16.949028,[121  25] ; [20 19],[111.27567568  34.72432432] ; [29.72432432  9.27567568],1
v3,1,0.000244,13.45918,[72 73] ; [ 6 31],[62.14285714 82.85714286] ; [15.85714286 21.14285714],1
p10,1,0.000647,11.635349,[121  26] ; [22 17],[113.01612903  33.98387097] ; [29.98387097  9.01612903],1
p11,1,0.002015,9.535441,[126  24] ; [24 15],[119.04761905  30.95238095] ; [30.95238095  8.04761905],0
p9,1,0.002222,9.356444,[126  22] ; [24 14],[119.35483871  28.64516129] ; [30.64516129  7.35483871],0
s7,1,0.002423,9.197692,[89 56] ; [12 24],[80.91160221 64.08839779] ; [20.08839779 15.91160221],0
s8,1,0.008894,6.844059,[83 67] ; [12 26],[75.79787234 74.20212766] ; [19.20212766 18.79787234],0
r1,1,0.011837,6.335057,[118  32] ; [23 16],[111.9047619  38.0952381] ; [29.0952381  9.9047619],0
p5,1,0.050275,3.832256,[ 21 128] ; [ 1 37],[ 17.52941176 131.47058824] ; [ 4.47058824 33.52941176],0
d2,1,0.05314,3.739506,[90 58] ; [17 22],[84.68449198 63.31550802] ; [22.31550802 16.68449198],0
r2,1,0.058959,3.566422,[138   9] ; [33  6],[135.14516129  11.85483871] ; [35.85483871  3.14516129],0
s4,1,0.065123,3.40185,[ 23 126] ; [11 28],[ 26.94680851 122.05319149] ; [ 7.05319149 31.94680851],0
v4,1,0.067977,3.331213,[137  12] ; [32  7],[133.94148936  15.05851064] ; [35.05851064  3.94148936],0
a3,1,0.080453,3.05572,[126  24] ; [28 11],[122.22222222  27.77777778] ; [31.77777778  7.22222222],0
d1,1,0.086859,2.93165,[92 58] ; [18 21],[87.3015873 62.6984127] ; [22.6984127 16.3015873],0
d5,1,0.107635,2.58861,[127  22] ; [29 10],[123.63829787  25.36170213] ; [32.36170213  6.63829787],0
r4,1,0.130889,2.281928,[127  23] ; [29 10],[123.80952381  26.19047619] ; [32.19047619  6.80952381],0
p1,1,0.151043,2.061684,[  9 140] ; [ 5 34],[ 11.09574468 137.90425532] ; [ 2.90425532 36.09574468],0
n2,1,0.164778,1.929825,[24 12] ; [16  3],[26.18181818  9.81818182] ; [13.81818182  5.18181818],0
v2,1,0.178976,1.806105,[76 71] ; [15 23],[72.30810811 74.69189189] ; [18.69189189 19.30810811],0
b4,1,0.225606,1.468352,[76 74] ; [24 15],[79.36507937 70.63492063] ; [20.63492063 18.36507937],0
p3,1,0.236793,1.399584,[84 64] ; [18 21],[80.72727273 67.27272727] ; [21.27272727 17.72727273],0
s3,1,0.253974,1.301311,[84 65] ; [18 21],[80.84042553 68.15957447] ; [21.15957447 17.84042553],0
p6,1,0.268405,1.224881,[52 93] ; [10 28],[49.12568306 95.87431694] ; [12.87431694 25.12568306],0
b2,1,0.308777,1.035898,[56 50] ; [ 9 13],[53.828125 52.171875] ; [11.171875 10.828125],0
b3,1,0.308777,1.035898,[56 50] ; [ 9 13],[53.828125 52.171875] ; [11.171875 10.828125],0
p12,1,0.314752,1.01063,[ 10 136] ; [ 1 38],[  8.68108108 137.31891892] ; [ 2.31891892 36.68108108],0
v1,1,0.396543,0.718785,[78 67] ; [18 21],[75.65217391 69.34782609] ; [20.34782609 18.65217391],0
u3,1,0.413272,0.669369,[10 14] ; [3 8],[ 8.91428571 15.08571429] ; [4.08571429 6.91428571],0
r3,1,0.431123,0.619798,[137  13] ; [34  5],[135.71428571  14.28571429] ; [35.28571429  3.71428571],0
a1,1,0.44571,0.581538,[ 10 140] ; [ 4 35],[ 11.11111111 138.88888889] ; [ 2.88888889 36.11111111],0
d4,1,0.446908,0.578482,[126  23] ; [31  8],[124.43085106  24.56914894] ; [32.56914894  6.43085106],0
s6,1,0.495488,0.464588,[97 49] ; [23 15],[95.2173913 50.7826087] ; [24.7826087 13.2173913],0
a4,1,0.503101,0.448389,[81 67] ; [19 20],[79.14438503 68.85561497] ; [20.85561497 18.14438503],0
s2,1,0.513716,0.426491,[76 74] ; [17 21],[74.20212766 75.79787234] ; [18.79787234 19.20212766],0
a8,1,0.547833,0.361213,[ 16 126] ; [ 3 35],[ 14.98888889 127.01111111] ; [ 4.01111111 33.98888889],0
p8,1,0.550769,0.355941,[71 74] ; [17 22],[69.34782609 75.65217391] ; [18.65217391 20.34782609],0
b1,1,0.564393,0.332154,[73 77] ; [21 18],[74.6031746 75.3968254] ; [19.3968254 19.6031746],0
b5,1,0.587264,0.294637,[62 88] ; [18 21],[63.49206349 86.50793651] ; [16.50793651 22.49206349],0
n1,1,0.697132,0.151473,[16 20] ; [ 7 11],[15.33333333 20.66666667] ; [ 7.66666667 10.33333333],0
a6,1,0.705581,0.142731,[68 82] ; [19 20],[69.04761905 80.95238095] ; [17.95238095 21.04761905],0
d3,1,0.705581,0.142731,[68 82] ; [19 20],[69.04761905 80.95238095] ; [17.95238095 21.04761905],0
n3,1,0.736429,0.11329,[26  8] ; [13  5],[25.5  8.5] ; [13.5  4.5],0
p7,1,0.738374,0.111561,[91 56] ; [23 16],[90.09677419 56.90322581] ; [23.90322581 15.09677419],0
s1,1,0.761619,0.092025,[  6 143] ; [ 2 37],[  6.34042553 142.65957447] ; [ 1.65957447 37.34042553],0
a2,1,0.762293,0.091489,[ 18 132] ; [ 4 35],[ 17.46031746 132.53968254] ; [ 4.53968254 34.46031746],0
s5,1,0.869807,0.026864,[57 88] ; [14 23],[56.56593407 88.43406593] ; [14.43406593 22.56593407],0
u2,1,0.896876,0.016798,[11 12] ; [5 6],[10.82352941 12.17647059] ; [5.17647059 5.82352941],0
p4,1,0.898723,0.016199,[78 70] ; [21 18],[78.35294118 69.64705882] ; [20.64705882 18.35294118],0
