Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.002612,9.060618,[1 2] ; [82  9],[2.64893617 0.35106383] ; [80.35106383 10.64893617],0
d4,1,0.025124,5.015343,[1 2] ; [77 15],[2.46315789 0.53684211] ; [75.53684211 16.46315789],0
p7,1,0.033511,4.519482,[1 2] ; [75 16],[2.42553191 0.57446809] ; [73.57446809 17.42553191],0
d5,1,0.069473,3.295432,[1 2] ; [72 20],[2.30526316 0.69473684] ; [70.69473684 21.30526316],0
s1,1,0.07797,3.106716,[1 2] ; [ 6 87],[0.21875 2.78125] ; [ 6.78125 86.21875],0
p1,1,0.146541,2.107888,[2 1] ; [26 67],[0.875 2.125] ; [27.125 65.875],0
p10,1,0.151576,2.056323,[2 1] ; [84  8],[2.71578947 0.28421053] ; [83.28421053  8.71578947],0
d3,1,0.21935,1.508619,[1 2] ; [62 30],[1.98947368 1.01052632] ; [61.01052632 30.98947368],0
p2,1,0.226832,1.460618,[2 1] ; [83 10],[2.65625 0.34375] ; [82.34375 10.65625],0
p6,1,0.296548,1.089652,[1 2] ; [58 34],[1.86315789 1.13684211] ; [57.13684211 34.86315789],0
d1,1,0.329763,0.949827,[1 2] ; [57 36],[1.8125 1.1875] ; [56.1875 36.8125],0
v2,1,0.377545,0.77868,[1 2] ; [53 37],[1.74193548 1.25806452] ; [52.25806452 37.74193548],0
p11,1,0.390753,0.736599,[2 1] ; [79 14],[2.53125 0.46875] ; [78.46875 14.53125],0
a2,1,0.431287,0.619355,[1 2] ; [15 78],[0.5 2.5] ; [15.5 77.5],0
u1,1,0.510856,0.432313,[1 2] ; [17 76],[0.5625 2.4375] ; [17.4375 75.5625],0
d2,1,0.545014,0.366326,[1 2] ; [47 45],[1.51578947 1.48421053] ; [46.48421053 45.51578947],0
p3,1,0.595982,0.281099,[2 1] ; [73 19],[2.36842105 0.63157895] ; [72.63157895 19.36842105],0
a3,1,0.662734,0.19022,[2 1] ; [72 21],[2.3125 0.6875] ; [71.6875 21.3125],0
s3,1,0.721345,0.127207,[1 1] ; [58 35],[1.24210526 0.75789474] ; [57.75789474 35.24210526],0
s8,1,0.730755,0.11842,[1 1] ; [57 35],[1.23404255 0.76595745] ; [56.76595745 35.23404255],0
n3,1,0.73244,0.116883,[1 1] ; [10  6],[1.22222222 0.77777778] ; [9.77777778 6.22222222],0
b4,1,0.766119,0.088479,[2 1] ; [54 39],[1.75 1.25] ; [54.25 38.75],0
a4,1,0.766119,0.088479,[1 2] ; [39 54],[1.25 1.75] ; [38.75 54.25],0
s2,1,0.793887,0.06826,[2 1] ; [55 38],[1.78125 1.21875] ; [55.21875 37.78125],0
p12,1,0.804523,0.061255,[1 2] ; [25 68],[0.8125 2.1875] ; [25.1875 67.8125],0
v3,1,0.816476,0.053861,[2 1] ; [54 36],[1.80645161 1.19354839] ; [54.19354839 35.80645161],0
a6,1,0.839421,0.041061,[2 1] ; [56 36],[1.83157895 1.16842105] ; [56.16842105 35.83157895],0
v1,1,0.957281,0.002869,[2 1] ; [62 29],[2.04255319 0.95744681] ; [61.95744681 29.04255319],0
