Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,29.944666,[43 17] ; [ 50 112],[25.13513514 34.86486486] ; [67.86486486 94.13513514],1
p12,1,0.042556,4.112961,[ 7 54] ; [  7 160],[ 3.74561404 57.25438596] ; [ 10.25438596 156.74561404],0
r3,1,0.053597,3.725196,[60  1] ; [151  15],[56.70044053  4.29955947] ; [154.29955947  11.70044053],0
n2,1,0.094851,2.79005,[13  1] ; [32 13],[10.6779661  3.3220339] ; [34.3220339 10.6779661],0
r4,1,0.154623,2.026036,[56  5] ; [142  26],[52.74235808  8.25764192] ; [145.25764192  22.74235808],0
p10,1,0.169352,1.888674,[51 10] ; [126  42],[47.14847162 13.85152838] ; [129.85152838  38.14847162],0
v4,1,0.171987,1.865537,[58  3] ; [148  18],[55.35682819  5.64317181] ; [150.64317181  15.35682819],0
p3,1,0.189907,1.718342,[33 28] ; [74 93],[28.62719298 32.37280702] ; [78.37280702 88.62719298],0
a5,1,0.205104,1.605651,[45 16] ; [109  59],[41.02183406 19.97816594] ; [112.97816594  55.02183406],0
p5,1,0.225592,1.468437,[ 7 54] ; [ 11 156],[ 4.81578947 56.18421053] ; [ 13.18421053 153.81578947],0
a3,1,0.23546,1.407573,[45 16] ; [110  58],[41.28820961 19.71179039] ; [113.71179039  54.28820961],0
p11,1,0.236965,1.398556,[48 13] ; [119  49],[44.48471616 16.51528384] ; [122.51528384  45.48471616],0
s4,1,0.2422,1.367743,[13 48] ; [ 48 117],[16.46460177 44.53539823] ; [ 44.53539823 120.46460177],0
u2,1,0.256839,1.285714,[ 6 10] ; [30 26],[8. 8.] ; [28. 28.],0
s8,1,0.259111,1.273503,[32 29] ; [74 94],[28.23580786 32.76419214] ; [77.76419214 90.23580786],0
b4,1,0.284979,1.143192,[40 21] ; [97 71],[36.49344978 24.50655022] ; [100.50655022  67.49344978],0
b2,1,0.297044,1.087416,[13 22] ; [26 68],[10.58139535 24.41860465] ; [28.41860465 65.58139535],0
b3,1,0.297044,1.087416,[13 22] ; [26 68],[10.58139535 24.41860465] ; [28.41860465 65.58139535],0
p7,1,0.299431,1.076728,[42 19] ; [100  63],[38.66964286 22.33035714] ; [103.33035714  59.66964286],0
p6,1,0.303013,1.060887,[17 44] ; [ 59 109],[20.24454148 40.75545852] ; [ 55.75545852 112.24454148],0
a2,1,0.305452,1.05024,[15 46] ; [ 31 137],[12.25327511 48.74672489] ; [ 33.74672489 134.25327511],0
n4,1,0.310625,1.028016,[48 13] ; [121  47],[45.01746725 15.98253275] ; [123.98253275  44.01746725],0
r1,1,0.389771,0.739658,[51 10] ; [131  36],[48.69298246 12.30701754] ; [133.30701754  33.69298246],0
n3,1,0.402415,0.701099,[12  2] ; [33 11],[10.86206897  3.13793103] ; [34.13793103  9.86206897],0
p1,1,0.453215,0.562598,[ 3 58] ; [ 13 154],[ 4.28070175 56.71929825] ; [ 11.71929825 155.28070175],0
d4,1,0.461171,0.54305,[47 14] ; [136  31],[48.96052632 12.03947368] ; [134.03947368  32.96052632],0
a1,1,0.479272,0.500519,[ 3 58] ; [  5 163],[ 2.13100437 58.86899563] ; [  5.86899563 162.13100437],0
b5,1,0.490431,0.475581,[31 30] ; [94 74],[33.29694323 27.70305677] ; [91.70305677 76.29694323],0
a4,1,0.497843,0.459531,[27 34] ; [ 66 102],[24.77292576 36.22707424] ; [68.22707424 99.77292576],0
s6,1,0.507714,0.438776,[49 11] ; [128  37],[47.2 12.8] ; [129.8  35.2],0
n1,1,0.509373,0.435356,[4 9] ; [18 26],[5.01754386 7.98245614] ; [16.98245614 27.01754386],0
n5,1,0.510556,0.432928,[45 16] ; [115  51],[42.99559471 18.00440529] ; [117.00440529  48.99559471],0
d3,1,0.519573,0.41474,[39 22] ; [115  53],[41.02183406 19.97816594] ; [112.97816594  55.02183406],0
s5,1,0.520719,0.412469,[21 38] ; [ 49 109],[19.03225806 39.96774194] ; [ 50.96774194 107.03225806],0
d5,1,0.62593,0.23762,[48 13] ; [127  41],[46.61572052 14.38427948] ; [128.38427948  39.61572052],0
s7,1,0.630124,0.231892,[36 23] ; [93 69],[34.43891403 24.56108597] ; [94.56108597 67.43891403],0
d1,1,0.638525,0.220676,[32 29] ; [94 74],[33.56331878 27.43668122] ; [92.43668122 75.56331878],0
a8,1,0.638729,0.220408,[ 6 50] ; [ 21 139],[ 7. 49.] ; [ 20. 140.],0
p9,1,0.664414,0.188206,[49 11] ; [132  35],[47.84140969 12.15859031] ; [133.15859031  33.84140969],0
r2,1,0.699187,0.149319,[56  5] ; [153  11],[56.66222222  4.33777778] ; [152.33777778  11.66222222],0
p2,1,0.728127,0.120839,[52  9] ; [140  28],[51.1441048  9.8558952] ; [140.8558952  27.1441048],0
n6,1,0.757305,0.095494,[49 12] ; [131  36],[48.15789474 12.84210526] ; [131.84210526  35.15789474],0
b1,1,0.814002,0.05535,[24 37] ; [69 99],[24.77292576 36.22707424] ; [68.22707424 99.77292576],0
p4,1,0.820081,0.051729,[35 26] ; [93 74],[34.24561404 26.75438596] ; [93.75438596 73.24561404],0
u3,1,0.845655,0.037895,[8 7] ; [32 25],[8.33333333 6.66666667] ; [31.66666667 25.33333333],0
a6,1,0.858801,0.031649,[41 20] ; [115  53],[41.55458515 19.44541485] ; [114.44541485  53.55458515],0
p8,1,0.877074,0.023926,[29 32] ; [77 89],[28.4845815 32.5154185] ; [77.5154185 88.4845815],0
u1,1,0.877173,0.023887,[10 51] ; [ 29 139],[10.38864629 50.61135371] ; [ 28.61135371 139.38864629],0
d2,1,0.897113,0.016721,[30 31] ; [81 87],[29.56768559 31.43231441] ; [81.43231441 86.56768559],0
a7,1,0.916976,0.010867,[44 17] ; [120  48],[43.68558952 17.31441048] ; [120.31441048  47.68558952],0
s2,1,0.916976,0.010867,[44 17] ; [120  48],[43.68558952 17.31441048] ; [120.31441048  47.68558952],0
