Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,70.662935,[118  28] ; [ 52 106],[81.64473684 64.35526316] ; [88.35526316 69.64473684],1
p6,1,0.0,41.50579,[79 69] ; [ 29 130],[52.06514658 95.93485342] ; [ 55.93485342 103.06514658],1
p2,1,0.0,33.500878,[137  11] ; [104  55],[116.18241042  31.81758958] ; [124.81758958  34.18241042],1
p4,1,0.0,29.152477,[108  40] ; [68 92],[84.57142857 63.42857143] ; [91.42857143 68.57142857],1
n6,1,2e-06,22.405128,[138   9] ; [118  42],[122.57980456  24.42019544] ; [133.42019544  26.57980456],1
p10,1,3e-06,21.580377,[126  21] ; [99 60],[108.08823529  38.91176471] ; [116.91176471  42.08823529],1
p3,1,5e-06,20.971804,[87 60] ; [ 53 107],[67.03583062 79.96416938] ; [72.96416938 87.03583062],1
p9,1,8e-06,19.966404,[129  17] ; [107  53],[112.60130719  33.39869281] ; [123.39869281  36.60130719],1
v4,1,2e-05,18.235219,[145   3] ; [134  26],[134.06493506  13.93506494] ; [144.93506494  15.06493506],1
p5,1,0.000112,14.925224,[ 32 116] ; [ 10 147],[ 20.38032787 127.61967213] ; [ 21.61967213 135.38032787],1
r3,1,0.000169,14.142538,[140   7] ; [130  30],[129.28338762  17.71661238] ; [140.71661238  19.28338762],1
r4,1,0.000349,12.784651,[136  12] ; [124  37],[124.53074434  23.46925566] ; [135.46925566  25.53074434],1
p11,1,0.000617,11.722561,[122  26] ; [105  56],[108.72491909  39.27508091] ; [118.27508091  42.72491909],1
s8,1,0.001578,9.985564,[71 77] ; [ 49 112],[57.47572816 90.52427184] ; [62.52427184 98.47572816],0
s6,1,0.002109,9.452523,[104  38] ; [90 70],[91.21854305 50.78145695] ; [102.78145695  57.21854305],0
v1,1,0.002878,8.883468,[70 76] ; [ 49 108],[57.33993399 88.66006601] ; [61.66006601 95.33993399],0
d1,1,0.008983,6.826132,[90 58] ; [74 87],[78.55016181 69.44983819] ; [85.44983819 75.55016181],0
r1,1,0.010209,6.598048,[120  27] ; [111  50],[110.25  36.75] ; [120.75  40.25],0
a7,1,0.010402,6.564749,[107  41] ; [94 67],[96.27184466 51.72815534] ; [104.72815534  56.27184466],0
r2,1,0.013662,6.081246,[141   5] ; [141  17],[135.43421053  10.56578947] ; [146.56578947  11.43421053],0
s2,1,0.022049,5.241921,[78 68] ; [65 96],[68.00651466 77.99348534] ; [74.99348534 86.00651466],0
s7,1,0.025554,4.985962,[76 65] ; [63 91],[66.43728814 74.56271186] ; [72.56271186 81.43728814],0
n5,1,0.029777,4.722111,[131  16] ; [129  32],[124.09090909  22.90909091] ; [135.90909091  25.09090909],0
d4,1,0.03279,4.556734,[120  27] ; [114  46],[112.04560261  34.95439739] ; [121.95439739  38.04560261],0
b2,1,0.041671,4.148509,[29 63] ; [48 57],[35.95939086 56.04060914] ; [41.04060914 63.95939086],0
b3,1,0.041671,4.148509,[29 63] ; [48 57],[35.95939086 56.04060914] ; [41.04060914 63.95939086],0
d5,1,0.075914,3.150278,[120  27] ; [117  43],[113.48208469  33.51791531] ; [123.51791531  36.48208469],0
s5,1,0.122459,2.385581,[49 93] ; [ 41 115],[42.88590604 99.11409396] ; [ 47.11409396 108.88590604],0
s4,1,0.162625,1.949645,[ 31 114] ; [ 24 134],[ 26.32013201 118.67986799] ; [ 28.67986799 129.32013201],0
b4,1,0.223059,1.484581,[79 69] ; [97 64],[84.29773463 63.70226537] ; [91.70226537 69.29773463],0
s3,1,0.246966,1.340388,[86 58] ; [85 75],[81. 63.] ; [90. 70.],0
p1,1,0.316775,1.002218,[ 18 129] ; [ 14 146],[ 15.32247557 131.67752443] ; [ 16.67752443 143.32247557],0
p12,1,0.358856,0.841892,[ 11 135] ; [  8 152],[  9.06535948 136.93464052] ; [  9.93464052 150.06535948],0
u1,1,0.361963,0.831071,[ 21 127] ; [ 29 132],[ 23.94822006 124.05177994] ; [ 26.05177994 134.94822006],0
d3,1,0.378668,0.775023,[96 52] ; [96 64],[92.25974026 55.74025974] ; [99.74025974 60.25974026],0
a1,1,0.392618,0.730818,[  6 142] ; [ 10 151],[  7.66343042 140.33656958] ; [  8.33656958 152.66343042],0
u3,1,0.478959,0.501233,[27 22] ; [23 25],[25.25773196 23.74226804] ; [24.74226804 23.25773196],0
a8,1,0.483929,0.489997,[ 22 117] ; [ 19 128],[ 19.92657343 119.07342657] ; [ 21.07342657 125.92657343],0
n1,1,0.490388,0.475676,[12 16] ; [25 24],[13.45454545 14.54545455] ; [23.54545455 25.45454545],0
a2,1,0.491702,0.4728,[ 31 117] ; [ 39 122],[ 33.52750809 114.47249191] ; [ 36.47249191 124.52750809],0
a3,1,0.508443,0.437269,[98 48] ; [113  47],[100.67320261  45.32679739] ; [110.32679739  49.67320261],0
b5,1,0.533637,0.387462,[84 64] ; [97 64],[86.69255663 61.30744337] ; [94.30744337 66.69255663],0
v3,1,0.553701,0.350729,[ 30 117] ; [ 36 119],[ 32.12582781 114.87417219] ; [ 33.87417219 121.12582781],0
n3,1,0.565166,0.330838,[16 12] ; [30 17],[17.17333333 10.82666667] ; [28.82666667 18.17333333],0
a5,1,0.577731,0.309917,[109  39] ; [114  47],[106.80906149  41.19093851] ; [116.19093851  44.80906149],0
s1,1,0.603515,0.269726,[  8 138] ; [ 11 148],[  9.09508197 136.90491803] ; [  9.90491803 149.09508197],0
b1,1,0.662918,0.189999,[68 80] ; [70 91],[66.09708738 81.90291262] ; [71.90291262 89.09708738],0
d2,1,0.76201,0.091713,[70 78] ; [72 86],[68.67973856 79.32026144] ; [73.32026144 84.67973856],0
u2,1,0.843053,0.0392,[26 24] ; [24 24],[25.51020408 24.48979592] ; [24.48979592 23.51020408],0
u4,1,0.932446,0.007186,[  2 146] ; [  2 159],[  1.91585761 146.08414239] ; [  2.08414239 158.91585761],0
a4,1,0.960532,0.002449,[68 79] ; [74 85],[68.21568627 78.78431373] ; [73.78431373 85.21568627],0
n2,1,0.965219,0.001901,[19 10] ; [33 17],[19.08860759  9.91139241] ; [32.91139241 17.08860759],0
a6,1,0.965617,0.001858,[94 54] ; [102  58],[94.18181818 53.81818182] ; [101.81818182  58.18181818],0
