Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.061753,3.489667,[2 2] ; [ 3 22],[0.68965517 3.31034483] ; [ 4.31034483 20.68965517],0
s6,1,0.066328,3.371632,[3 1] ; [ 7 18],[1.37931034 2.62068966] ; [ 8.62068966 16.37931034],0
s2,1,0.119088,2.429275,[2 2] ; [ 4 21],[0.82758621 3.17241379] ; [ 5.17241379 19.82758621],0
r1,1,0.119088,2.429275,[2 2] ; [ 4 21],[0.82758621 3.17241379] ; [ 5.17241379 19.82758621],0
a2,1,0.123819,2.368333,[1 3] ; [ 1 24],[0.27586207 3.72413793] ; [ 1.72413793 23.27586207],0
v1,1,0.192969,1.694805,[2 2] ; [ 5 20],[0.96551724 3.03448276] ; [ 6.03448276 18.96551724],0
v3,1,0.299934,1.074487,[1 3] ; [ 2 23],[0.4137931 3.5862069] ; [ 2.5862069 22.4137931],0
p1,1,0.299934,1.074487,[1 3] ; [ 2 23],[0.4137931 3.5862069] ; [ 2.5862069 22.4137931],0
s5,1,0.299934,1.074487,[1 3] ; [ 2 23],[0.4137931 3.5862069] ; [ 2.5862069 22.4137931],0
s1,1,0.299934,1.074487,[1 3] ; [ 2 23],[0.4137931 3.5862069] ; [ 2.5862069 22.4137931],0
p3,1,0.305507,1.05,[2 2] ; [ 6 18],[1.14285714 2.85714286] ; [ 6.85714286 17.14285714],0
n5,1,0.315691,1.006714,[1 3] ; [13 12],[1.93103448 2.06896552] ; [12.06896552 12.93103448],0
d4,1,0.315691,1.006714,[3 1] ; [12 13],[2.06896552 1.93103448] ; [12.93103448 12.06896552],0
u3,1,0.316233,1.004464,[1 1] ; [ 3 13],[0.44444444 1.55555556] ; [ 3.55555556 12.44444444],0
p6,1,0.338232,0.91712,[1 3] ; [ 2 21],[0.44444444 3.55555556] ; [ 2.55555556 20.44444444],0
d5,1,0.390447,0.737548,[3 1] ; [13 12],[2.20689655 1.79310345] ; [13.79310345 11.20689655],0
a7,1,0.390447,0.737548,[1 3] ; [12 13],[1.79310345 2.20689655] ; [11.20689655 13.79310345],0
n1,1,0.468717,0.525,[1 1] ; [3 9],[0.57142857 1.42857143] ; [3.42857143 8.57142857],0
b5,1,0.473763,0.513186,[3 1] ; [14 11],[2.34482759 1.65517241] ; [14.65517241 10.34482759],0
p4,1,0.481915,0.494526,[2 2] ; [ 8 17],[1.37931034 2.62068966] ; [ 8.62068966 16.37931034],0
s3,1,0.519536,0.414815,[2 2] ; [ 8 16],[1.42857143 2.57142857] ; [ 8.57142857 15.42857143],0
d3,1,0.565927,0.329545,[1 3] ; [10 15],[1.51724138 2.48275862] ; [ 9.48275862 15.51724138],0
p11,1,0.592104,0.287071,[2 2] ; [ 9 16],[1.51724138 2.48275862] ; [ 9.48275862 15.51724138],0
a3,1,0.635558,0.224599,[2 2] ; [ 9 15],[1.57142857 2.42857143] ; [ 9.42857143 14.57142857],0
p7,1,0.667378,0.184684,[1 3] ; [ 9 16],[1.37931034 2.62068966] ; [ 8.62068966 16.37931034],0
b4,1,0.706146,0.142157,[2 2] ; [15 10],[2.34482759 1.65517241] ; [14.65517241 10.34482759],0
u2,1,0.73244,0.116883,[1 1] ; [ 6 10],[0.77777778 1.22222222] ; [6.22222222 9.77777778],0
d2,1,0.778733,0.078944,[1 3] ; [ 8 17],[1.24137931 2.75862069] ; [ 7.75862069 17.24137931],0
a5,1,0.778733,0.078944,[1 3] ; [ 8 17],[1.24137931 2.75862069] ; [ 7.75862069 17.24137931],0
d1,1,0.818707,0.052536,[1 3] ; [ 5 20],[0.82758621 3.17241379] ; [ 5.17241379 19.82758621],0
a4,1,0.818707,0.052536,[1 3] ; [ 5 20],[0.82758621 3.17241379] ; [ 5.17241379 19.82758621],0
n6,1,0.822729,0.050192,[2 2] ; [14 11],[2.20689655 1.79310345] ; [13.79310345 11.20689655],0
n4,1,0.822729,0.050192,[2 2] ; [14 11],[2.20689655 1.79310345] ; [13.79310345 11.20689655],0
a6,1,0.822729,0.050192,[2 2] ; [11 14],[1.79310345 2.20689655] ; [11.20689655 13.79310345],0
p8,1,0.850857,0.035354,[1 3] ; [ 5 19],[0.85714286 3.14285714] ; [ 5.14285714 18.85714286],0
v2,1,0.900807,0.015536,[1 3] ; [ 7 18],[1.10344828 2.89655172] ; [ 6.89655172 18.10344828],0
v4,1,0.940754,0.005524,[2 2] ; [13 12],[2.06896552 1.93103448] ; [12.93103448 12.06896552],0
p2,1,0.940754,0.005524,[2 2] ; [12 13],[1.93103448 2.06896552] ; [12.06896552 12.93103448],0
r3,1,0.940754,0.005524,[2 2] ; [13 12],[2.06896552 1.93103448] ; [12.93103448 12.06896552],0
n2,1,1.0,0.0,[1 1] ; [6 6],[1. 1.] ; [6. 6.],0
