Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.961191,[12 59] ; [23 13],[23.22429907 47.77570093] ; [11.77570093 24.22429907],1
s6,1,2e-06,22.983372,[22 48] ; [29  7],[33.67924528 36.32075472] ; [17.32075472 18.67924528],1
s8,1,2e-06,22.651244,[ 9 63] ; [20 16],[19.33333333 52.66666667] ; [ 9.66666667 26.33333333],1
s3,1,0.000299,13.07664,[22 48] ; [24 11],[30.66666667 39.33333333] ; [15.33333333 19.66666667],1
p10,1,0.000357,12.742943,[32 37] ; [29  6],[40.47115385 28.52884615] ; [20.52884615 14.47115385],1
s5,1,0.000572,11.864683,[ 5 64] ; [12 24],[11.17142857 57.82857143] ; [ 5.82857143 30.17142857],1
p4,1,0.005923,7.573633,[24 48] ; [22 14],[30.66666667 41.33333333] ; [15.33333333 20.66666667],0
s4,1,0.006886,7.302498,[11 60] ; [14 22],[16.58878505 54.41121495] ; [ 8.41121495 27.58878505],0
a3,1,0.013405,6.11489,[27 43] ; [23 13],[33.01886792 36.98113208] ; [16.98113208 19.01886792],0
d3,1,0.017487,5.646853,[11 59] ; [13 23],[15.8490566 54.1509434] ; [ 8.1509434 27.8490566],0
r1,1,0.027854,4.837108,[31 41] ; [23 12],[36.3364486 35.6635514] ; [17.6635514 17.3364486],0
a5,1,0.029012,4.766897,[28 44] ; [22 14],[33.33333333 38.66666667] ; [16.66666667 19.33333333],0
p5,1,0.030333,4.690296,[ 3 67] ; [ 6 30],[ 5.94339623 64.05660377] ; [ 3.05660377 32.94339623],0
n6,1,0.031605,4.619817,[48 24] ; [31  5],[52.66666667 19.33333333] ; [26.33333333  9.66666667],0
r4,1,0.04182,4.142466,[44 28] ; [29  7],[48.66666667 23.33333333] ; [24.33333333 11.66666667],0
p7,1,0.065174,3.400564,[30 41] ; [22 14],[34.5046729 36.4953271] ; [17.4953271 18.5046729],0
p9,1,0.070998,3.2598,[40 30] ; [27  9],[44.24528302 25.75471698] ; [22.75471698 13.24528302],0
r2,1,0.073937,3.193377,[56 16] ; [33  3],[59.33333333 12.66666667] ; [29.66666667  6.33333333],0
p2,1,0.092355,2.832838,[46 25] ; [29  7],[49.76635514 21.23364486] ; [25.23364486 10.76635514],0
v4,1,0.105431,2.621401,[56 15] ; [32  3],[58.94339623 12.05660377] ; [29.05660377  5.94339623],0
n2,1,0.10834,2.578267,[12 11] ; [11  3],[14.2972973  8.7027027] ; [8.7027027 5.2972973],0
n1,1,0.108543,2.575306,[ 7 16] ; [8 6],[ 9.32432432 13.67567568] ; [5.67567568 8.32432432],0
p3,1,0.118802,2.433044,[20 52] ; [15 20],[23.55140187 48.44859813] ; [11.44859813 23.55140187],0
p11,1,0.123008,2.378595,[41 31] ; [26 10],[44.66666667 27.33333333] ; [22.33333333 13.66666667],0
n5,1,0.132561,2.262254,[48 24] ; [29  7],[51.33333333 20.66666667] ; [25.66666667 10.33333333],0
b4,1,0.13435,2.241509,[39 33] ; [14 22],[35.33333333 36.66666667] ; [17.66666667 18.33333333],0
a4,1,0.147164,2.101404,[16 54] ; [13 23],[19.1509434 50.8490566] ; [ 9.8490566 26.1509434],0
d2,1,0.171563,1.869231,[17 55] ; [13 23],[20. 52.] ; [10. 26.],0
d5,1,0.188901,1.726166,[28 43] ; [19 17],[31.18691589 39.81308411] ; [15.81308411 20.18691589],0
r3,1,0.189932,1.718143,[51 20] ; [30  6],[53.74766355 17.25233645] ; [27.25233645  8.74766355],0
d1,1,0.195234,1.67767,[ 2 70] ; [ 3 33],[ 3.33333333 68.66666667] ; [ 1.66666667 34.33333333],0
p8,1,0.195267,1.677426,[24 46] ; [17 19],[27.0754717 42.9245283] ; [13.9245283 22.0754717],0
v1,1,0.202693,1.622867,[20 52] ; [14 21],[22.87850467 49.12149533] ; [11.12149533 23.87850467],0
p6,1,0.210664,1.566854,[14 57] ; [11 25],[16.58878505 54.41121495] ; [ 8.41121495 27.58878505],0
n4,1,0.226084,1.465329,[45 27] ; [26  9],[47.77570093 24.22429907] ; [23.22429907 11.77570093],0
u2,1,0.242692,1.364887,[13 32] ; [6 7],[14.74137931 30.25862069] ; [4.25862069 8.74137931],0
a1,1,0.268956,1.222065,[ 6 66] ; [ 1 35],[ 4.66666667 67.33333333] ; [ 2.33333333 33.66666667],0
s1,1,0.459597,0.546875,[ 5 65] ; [ 4 31],[ 6. 64.] ; [ 3. 32.],0
a7,1,0.537919,0.37941,[33 38] ; [19 17],[34.5046729 36.4953271] ; [17.4953271 18.5046729],0
v3,1,0.563506,0.33367,[13 58] ; [ 5 31],[11.94392523 59.05607477] ; [ 6.05607477 29.94392523],0
b2,1,0.565927,0.329544,[12 34] ; [ 5 20],[11.01408451 34.98591549] ; [ 5.98591549 19.01408451],0
b3,1,0.565927,0.329544,[12 34] ; [ 5 20],[11.01408451 34.98591549] ; [ 5.98591549 19.01408451],0
u3,1,0.586583,0.295712,[17 28] ; [6 7],[17.84482759 27.15517241] ; [5.15517241 7.84482759],0
a2,1,0.638729,0.220408,[ 6 66] ; [ 4 32],[ 6.66666667 65.33333333] ; [ 3.33333333 32.66666667],0
b5,1,0.678845,0.171429,[41 31] ; [22 14],[42. 30.] ; [21. 15.],0
p1,1,0.723417,0.125242,[10 61] ; [ 6 30],[10.61682243 60.38317757] ; [ 5.38317757 30.61682243],0
a6,1,0.784918,0.074483,[38 34] ; [20 16],[38.66666667 33.33333333] ; [19.33333333 16.66666667],0
n3,1,0.836664,0.042503,[15  7] ; [10  4],[15.27777778  6.72222222] ; [9.72222222 4.27777778],0
a8,1,0.885028,0.020909,[ 9 55] ; [ 5 28],[ 9.2371134 54.7628866] ; [ 4.7628866 28.2371134],0
b1,1,0.890556,0.018934,[31 41] ; [15 21],[30.66666667 41.33333333] ; [15.33333333 20.66666667],0
p12,1,1.0,0.0,[ 2 70] ; [ 1 35],[ 2. 70.] ; [ 1. 35.],0
