Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.042583,4.111888,[6 2] ; [ 5 11],[3.66666667 4.33333333] ; [7.33333333 8.66666667],0
v1,1,0.0455,4.0,[4 4] ; [ 2 14],[2. 6.] ; [ 4. 12.],0
v3,1,0.052808,3.75,[3 5] ; [ 1 15],[1.33333333 6.66666667] ; [ 2.66666667 13.33333333],0
d4,1,0.073638,3.2,[7 1] ; [8 8],[5. 3.] ; [10.  6.],0
n4,1,0.083265,3.0,[2 6] ; [10  6],[4. 4.] ; [8. 8.],0
u3,1,0.124541,2.359259,[2 2] ; [1 8],[0.92307692 3.07692308] ; [2.07692308 6.92307692],0
n6,1,0.147501,2.097902,[2 6] ; [9 7],[3.66666667 4.33333333] ; [7.33333333 8.66666667],0
n3,1,0.157299,2.0,[2 1] ; [2 7],[1. 2.] ; [3. 6.],0
u2,1,0.164264,1.934524,[3 1] ; [3 6],[1.84615385 2.15384615] ; [4.15384615 4.84615385],0
d2,1,0.204008,1.613445,[1 7] ; [ 6 10],[2.33333333 5.66666667] ; [ 4.66666667 11.33333333],0
p4,1,0.371093,0.8,[4 4] ; [ 5 11],[3. 5.] ; [ 6. 10.],0
v4,1,0.371093,0.8,[2 6] ; [7 9],[3. 5.] ; [ 6. 10.],0
b4,1,0.371093,0.8,[6 2] ; [9 7],[5. 3.] ; [10.  6.],0
v2,1,0.432738,0.615463,[1 7] ; [ 4 11],[1.73913043 6.26086957] ; [ 3.26086957 11.73913043],0
s2,1,0.438578,0.6,[2 6] ; [ 2 14],[1.33333333 6.66666667] ; [ 2.66666667 13.33333333],0
b3,1,0.51276,0.42843,[1 4] ; [4 7],[1.5625 3.4375] ; [3.4375 7.5625],0
b2,1,0.51276,0.42843,[1 4] ; [4 7],[1.5625 3.4375] ; [3.4375 7.5625],0
s6,1,0.525358,0.403361,[3 5] ; [ 4 12],[2.33333333 5.66666667] ; [ 4.66666667 11.33333333],0
p7,1,0.558185,0.342857,[4 4] ; [ 6 10],[3.33333333 4.66666667] ; [6.66666667 9.33333333],0
a6,1,0.562343,0.335664,[5 3] ; [8 8],[4.33333333 3.66666667] ; [8.66666667 7.33333333],0
b5,1,0.562343,0.335664,[5 3] ; [8 8],[4.33333333 3.66666667] ; [8.66666667 7.33333333],0
s3,1,0.599275,0.276091,[2 5] ; [ 3 13],[1.52173913 5.47826087] ; [ 3.47826087 12.52173913],0
s8,1,0.601508,0.272727,[1 7] ; [ 1 15],[0.66666667 7.33333333] ; [ 1.33333333 14.66666667],0
p9,1,0.603743,0.269388,[2 6] ; [5 9],[2.54545455 5.45454545] ; [4.45454545 9.54545455],0
p8,1,0.651291,0.204276,[1 7] ; [ 3 12],[1.39130435 6.60869565] ; [ 2.60869565 12.39130435],0
s5,1,0.698535,0.15,[1 7] ; [ 3 13],[1.33333333 6.66666667] ; [ 2.66666667 13.33333333],0
s7,1,0.71714,0.13125,[2 5] ; [ 3 11],[1.66666667 5.33333333] ; [ 3.33333333 10.66666667],0
n2,1,0.735317,0.114286,[1 2] ; [4 5],[1.25 1.75] ; [3.75 5.25],0
b1,1,0.750824,0.10084,[6 2] ; [11  5],[5.66666667 2.33333333] ; [11.33333333  4.66666667],0
p11,1,0.750824,0.10084,[2 6] ; [ 5 11],[2.33333333 5.66666667] ; [ 4.66666667 11.33333333],0
r1,1,0.759463,0.09375,[3 5] ; [ 5 11],[2.66666667 5.33333333] ; [ 5.33333333 10.66666667],0
a5,1,0.769698,0.085714,[3 5] ; [7 9],[3.33333333 4.66666667] ; [6.66666667 9.33333333],0
d5,1,0.772059,0.083916,[4 4] ; [7 9],[3.66666667 4.33333333] ; [7.33333333 8.66666667],0
p2,1,0.772059,0.083916,[4 4] ; [7 9],[3.66666667 4.33333333] ; [7.33333333 8.66666667],0
a3,1,0.878854,0.023232,[4 4] ; [7 8],[3.82608696 4.17391304] ; [7.17391304 7.82608696],0
p10,1,0.930912,0.007516,[2 6] ; [ 4 11],[2.08695652 5.91304348] ; [ 3.91304348 11.08695652],0
d1,1,1.0,0.0,[2 6] ; [ 4 12],[2. 6.] ; [ 4. 12.],0
a7,1,1.0,0.0,[3 5] ; [ 6 10],[3. 5.] ; [ 6. 10.],0
p3,1,1.0,0.0,[2 6] ; [ 4 12],[2. 6.] ; [ 4. 12.],0
a4,1,1.0,0.0,[3 5] ; [ 6 10],[3. 5.] ; [ 6. 10.],0
a2,1,1.0,0.0,[1 7] ; [ 2 14],[1. 7.] ; [ 2. 14.],0
