Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,7e-06,20.078163,[111  35] ; [41 46],[95.24463519 50.75536481] ; [56.75536481 30.24463519],1
p9,1,9e-06,19.747615,[119  27] ; [46 39],[104.28571429  41.71428571] ; [60.71428571 24.28571429],1
p2,1,2.3e-05,17.911343,[117  28] ; [50 41],[102.6059322  42.3940678] ; [64.3940678 26.6059322],1
p8,1,0.000928,10.965255,[72 73] ; [25 65],[59.85106383 85.14893617] ; [37.14893617 52.85106383],1
b1,1,0.001314,10.322313,[ 42 104] ; [45 46],[53.59493671 92.40506329] ; [33.40506329 57.59493671],0
p7,1,0.001738,9.807283,[85 54] ; [36 54],[73.44541485 65.55458515] ; [47.55458515 42.44541485],0
n6,1,0.002055,9.499906,[103  42] ; [46 44],[91.93617021 53.06382979] ; [57.06382979 32.93617021],0
r3,1,0.002396,9.21833,[138   8] ; [74 16],[131.15254237  14.84745763] ; [80.84745763  9.15254237],0
n5,1,0.008104,7.0103,[60 85] ; [22 68],[50.59574468 94.40425532] ; [31.40425532 58.59574468],0
r4,1,0.008488,6.927525,[121  25] ; [62 29],[112.73417722  33.26582278] ; [70.26582278 20.73417722],0
s1,1,0.012542,6.232646,[  2 144] ; [ 7 83],[  5.56779661 140.43220339] ; [ 3.43220339 86.56779661],0
a8,1,0.051738,3.784209,[  9 125] ; [ 1 86],[  6.06334842 127.93665158] ; [ 3.93665158 83.06334842],0
n2,1,0.053856,3.717142,[36 12] ; [24 19],[31.64835165 16.35164835] ; [28.35164835 14.64835165],0
v2,1,0.126415,2.335979,[69 71] ; [33 52],[63.46666667 76.53333333] ; [38.53333333 46.46666667],0
p1,1,0.134718,2.23728,[  6 139] ; [ 8 82],[  8.63829787 136.36170213] ; [ 5.36170213 84.63829787],0
d2,1,0.150855,2.063585,[ 46 100] ; [37 54],[51.13080169 94.86919831] ; [31.86919831 59.13080169],0
b5,1,0.174824,1.841084,[85 61] ; [61 30],[89.94092827 56.05907173] ; [56.05907173 34.94092827],0
a6,1,0.200101,1.641639,[94 52] ; [51 40],[89.32489451 56.67510549] ; [55.67510549 35.32489451],0
p6,1,0.201138,1.634094,[ 36 107] ; [16 73],[ 32.05172414 110.94827586] ; [19.94827586 69.05172414],0
a2,1,0.219914,1.504933,[ 16 130] ; [15 76],[ 19.09704641 126.90295359] ; [11.90295359 79.09704641],0
d3,1,0.221195,1.496603,[100  46] ; [54 35],[95.67659574 50.32340426] ; [58.32340426 30.67659574],0
s8,1,0.244593,1.353924,[ 46 100] ; [22 68],[ 42.06779661 103.93220339] ; [25.93220339 64.06779661],0
r1,1,0.264618,1.244437,[101  44] ; [57 34],[97.07627119 47.92372881] ; [60.92372881 30.07627119],0
a5,1,0.26635,1.235449,[83 63] ; [45 46],[78.85232068 67.14767932] ; [49.14767932 41.85232068],0
