Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,39.586371,[29  6] ; [18 67],[13.70833333 21.29166667] ; [33.29166667 51.70833333],1
s2,1,0.0,27.591973,[30 10] ; [24 68],[16.36363636 23.63636364] ; [37.63636364 54.36363636],1
s6,1,3e-06,21.926945,[31  8] ; [32 60],[18.75572519 20.24427481] ; [44.24427481 47.75572519],1
r4,1,0.000113,14.905229,[35  5] ; [48 44],[25.15151515 14.84848485] ; [57.84848485 34.15151515],1
u3,1,0.000196,13.870542,[12  2] ; [11 28],[6.0754717 7.9245283] ; [16.9245283 22.0754717],1
p9,1,0.000323,12.933216,[29  9] ; [36 51],[19.76 18.24] ; [45.24 41.76],1
v4,1,0.000368,12.690453,[39  1] ; [64 28],[31.21212121  8.78787879] ; [71.78787879 20.21212121],1
n6,1,0.000724,11.426115,[32  8] ; [44 47],[23.20610687 16.79389313] ; [52.79389313 38.20610687],1
p4,1,0.000968,10.887131,[22 18] ; [23 68],[13.74045802 26.25954198] ; [31.25954198 59.74045802],1
p10,1,0.001377,10.236786,[24 14] ; [29 60],[15.85826772 22.14173228] ; [37.14173228 51.85826772],0
s5,1,0.001961,9.585927,[16 21] ; [15 73],[ 9.176 27.824] ; [21.824 66.176],0
r1,1,0.00228,9.309265,[34  6] ; [53 39],[26.36363636 13.63636364] ; [60.63636364 31.36363636],0
s3,1,0.002869,8.889224,[25 15] ; [31 59],[17.23076923 22.76923077] ; [38.76923077 51.23076923],0
p2,1,0.003947,8.308156,[27 13] ; [37 55],[19.39393939 20.60606061] ; [44.60606061 47.39393939],0
p5,1,0.004536,8.05561,[ 6 34] ; [ 2 90],[ 2.42424242 37.57575758] ; [ 5.57575758 86.42424242],0
d1,1,0.005079,7.851215,[28 12] ; [40 52],[20.60606061 19.39393939] ; [47.39393939 44.60606061],0
p6,1,0.007186,7.225982,[10 30] ; [ 7 83],[ 5.23076923 34.76923077] ; [11.76923077 78.23076923],0
d5,1,0.008683,6.886957,[36  4] ; [63 29],[30. 10.] ; [69. 23.],0
u1,1,0.012122,6.292906,[10 30] ; [ 8 84],[ 5.45454545 34.54545455] ; [12.54545455 79.45454545],0
p3,1,0.020956,5.330475,[15 25] ; [17 74],[ 9.77099237 30.22900763] ; [22.22900763 68.77099237],0
n5,1,0.033362,4.52712,[28 12] ; [46 46],[22.42424242 17.57575758] ; [51.57575758 40.42424242],0
r2,1,0.033852,4.502165,[37  2] ; [73 18],[33.  6.] ; [77. 14.],0
d4,1,0.037915,4.308832,[35  5] ; [65 27],[30.3030303  9.6969697] ; [69.6969697 22.3030303],0
p8,1,0.049698,3.851631,[12 28] ; [14 78],[ 7.87878788 32.12121212] ; [18.12121212 73.87878788],0
b2,1,0.058749,3.572346,[ 6 19] ; [22 25],[ 9.72222222 15.27777778] ; [18.27777778 28.72222222],0
b3,1,0.058749,3.572346,[ 6 19] ; [22 25],[ 9.72222222 15.27777778] ; [18.27777778 28.72222222],0
r3,1,0.058938,3.567033,[33  7] ; [61 31],[28.48484848 11.51515152] ; [65.51515152 26.48484848],0
p1,1,0.067429,3.344528,[ 8 32] ; [ 8 84],[ 4.84848485 35.15151515] ; [11.15151515 80.84848485],0
d2,1,0.070512,3.271068,[24 16] ; [39 52],[19.23664122 20.76335878] ; [43.76335878 47.23664122],0
u2,1,0.072668,3.22171,[8 5] ; [13 26],[5.25 7.75] ; [15.75 23.25],0
v1,1,0.084806,2.9703,[18 21] ; [28 64],[13.69465649 25.30534351] ; [32.30534351 59.69465649],0
a1,1,0.10984,2.556522,[ 1 39] ; [10 82],[ 3.33333333 36.66666667] ; [ 7.66666667 84.33333333],0
n1,1,0.13113,2.279078,[11  9] ; [15 28],[ 8.25396825 11.74603175] ; [17.74603175 25.25396825],0
v2,1,0.133994,2.245614,[18 20] ; [30 60],[14.25 23.75] ; [33.75 56.25],0
n2,1,0.134924,2.234921,[14  6] ; [22 22],[11.25  8.75] ; [24.75 19.25],0
n3,1,0.141911,2.157119,[12  7] ; [18 24],[9.3442623 9.6557377] ; [20.6557377 21.3442623],0
p12,1,0.157398,1.99905,[ 2 37] ; [ 1 91],[ 0.89312977 38.10687023] ; [ 2.10687023 89.89312977],0
d3,1,0.16275,1.948486,[29 11] ; [55 37],[25.45454545 14.54545455] ; [58.54545455 33.45454545],0
v3,1,0.190784,1.711556,[14 23] ; [23 65],[10.952 26.048] ; [26.048 61.952],0
b5,1,0.255114,1.29508,[26 14] ; [50 42],[23.03030303 16.96969697] ; [52.96969697 39.03030303],0
s1,1,0.273778,1.197718,[ 2 38] ; [10 81],[ 3.66412214 36.33587786] ; [ 8.33587786 82.66412214],0
b4,1,0.384851,0.755149,[25 15] ; [50 42],[22.72727273 17.27272727] ; [52.27272727 39.72727273],0
a2,1,0.393279,0.728778,[10 30] ; [17 75],[ 8.18181818 31.81818182] ; [18.81818182 73.18181818],0
a8,1,0.409042,0.681582,[ 1 33] ; [ 6 82],[ 1.95081967 32.04918033] ; [ 5.04918033 82.95081967],0
b1,1,0.497474,0.460321,[23 17] ; [47 45],[21.21212121 18.78787879] ; [48.78787879 43.21212121],0
a5,1,0.508975,0.436174,[21 19] ; [54 38],[22.72727273 17.27272727] ; [52.27272727 39.72727273],0
a3,1,0.510131,0.433799,[26 14] ; [53 37],[24.30769231 15.69230769] ; [54.69230769 35.30769231],0
u4,1,0.54135,0.373043,[ 1 39] ; [ 1 91],[ 0.60606061 39.39393939] ; [ 1.39393939 90.60606061],0
a6,1,0.572714,0.318163,[23 17] ; [48 44],[21.51515152 18.48484848] ; [49.48484848 42.51515152],0
a7,1,0.592177,0.286957,[28 12] ; [60 32],[26.66666667 13.33333333] ; [61.33333333 30.66666667],0
s4,1,0.593389,0.285082,[ 9 31] ; [17 75],[ 7.87878788 32.12121212] ; [18.12121212 73.87878788],0
n4,1,0.599388,0.27592,[25 15] ; [53 39],[23.63636364 16.36363636] ; [54.36363636 37.63636364],0
a4,1,0.678709,0.171582,[18 22] ; [37 53],[16.92307692 23.07692308] ; [38.07692308 51.92307692],0
