Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000176,14.071658,[36 25] ; [27 67],[24.79354839 36.20645161] ; [38.20645161 55.79354839],1
p9,1,0.002659,9.027663,[48 15] ; [51 46],[38.98125 24.01875] ; [60.01875 36.98125],0
p5,1,0.003302,8.632846,[ 7 55] ; [ 1 99],[ 3.0617284 58.9382716] ; [ 4.9382716 95.0617284],0
v3,1,0.004366,8.124864,[25 37] ; [19 78],[17.1572327 44.8427673] ; [26.8427673 70.1572327],0
p10,1,0.004886,7.921252,[45 18] ; [48 50],[36.39130435 26.60869565] ; [56.60869565 41.39130435],0
s6,1,0.022729,5.189083,[38 25] ; [42 58],[30.9202454 32.0797546] ; [49.0797546 50.9202454],0
n4,1,0.030237,4.695782,[43 21] ; [50 50],[36.29268293 27.70731707] ; [56.70731707 43.29268293],0
v4,1,0.032064,4.595076,[59  5] ; [79 20],[54.18404908  9.81595092] ; [83.81595092 15.18404908],0
r2,1,0.036081,4.393288,[58  6] ; [78 22],[53.07317073 10.92682927] ; [82.92682927 17.07317073],0
p7,1,0.043658,4.069748,[29 33] ; [30 67],[23.00628931 38.99371069] ; [35.99371069 61.00628931],0
r3,1,0.045263,4.008823,[59  5] ; [80 19],[54.57668712  9.42331288] ; [84.42331288 14.57668712],0
u2,1,0.051265,3.799598,[22 10] ; [28 31],[17.58241758 14.41758242] ; [32.41758242 26.58241758],0
d4,1,0.051878,3.77971,[48 16] ; [59 39],[42.27160494 21.72839506] ; [64.72839506 33.27160494],0
p3,1,0.064541,3.416667,[21 43] ; [20 80],[16. 48.] ; [25. 75.],0
p2,1,0.111523,2.532499,[45 19] ; [58 42],[40.19512195 23.80487805] ; [62.80487805 37.19512195],0
d3,1,0.118006,2.443589,[40 24] ; [49 49],[35.16049383 28.83950617] ; [53.83950617 44.16049383],0
s2,1,0.119362,2.425668,[28 35] ; [32 67],[23.33333333 39.66666667] ; [36.66666667 62.33333333],0
s8,1,0.126489,2.335078,[18 46] ; [18 82],[14.04878049 49.95121951] ; [21.95121951 78.04878049],0
s3,1,0.132061,2.268105,[34 29] ; [41 57],[29.34782609 33.65217391] ; [45.65217391 52.34782609],0
s4,1,0.159863,1.975522,[ 7 57] ; [19 80],[10.20858896 53.79141104] ; [15.79141104 83.20858896],0
b1,1,0.16236,1.952111,[23 41] ; [47 53],[27.31707317 36.68292683] ; [42.68292683 57.31707317],0
