Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.008602,6.90357,[14 32] ; [26 19],[20.21978022 25.78021978] ; [19.78021978 25.21978022],0
v3,1,0.0167,5.727582,[14 33] ; [24 20],[19.62637363 27.37362637] ; [18.37362637 25.62637363],0
n4,1,0.054724,3.690461,[30 18] ; [37  9],[34.21276596 13.78723404] ; [32.78723404 13.21276596],0
p9,1,0.055792,3.658251,[33 14] ; [39  6],[36.7826087 10.2173913] ; [35.2173913  9.7826087],0
a7,1,0.058763,3.571967,[36 12] ; [26 20],[31.65957447 16.34042553] ; [30.34042553 15.65957447],0
p5,1,0.065264,3.3983,[ 5 43] ; [11 33],[ 8.34782609 39.65217391] ; [ 7.65217391 36.34782609],0
a6,1,0.100309,2.700619,[19 29] ; [26 20],[22.9787234 25.0212766] ; [22.0212766 23.9787234],0
p7,1,0.100966,2.690217,[27 19] ; [33 11],[30.66666667 15.33333333] ; [29.33333333 14.66666667],0
p4,1,0.135782,2.225121,[24 24] ; [30 16],[27.57446809 20.42553191] ; [26.42553191 19.57446809],0
b4,1,0.152346,2.0486,[32 16] ; [24 22],[28.59574468 19.40425532] ; [27.40425532 18.59574468],0
p3,1,0.152578,2.046285,[18 30] ; [24 22],[21.44680851 26.55319149] ; [20.55319149 25.44680851],0
p12,1,0.153283,2.039269,[ 1 47] ; [ 4 42],[ 2.55319149 45.44680851] ; [ 2.44680851 43.55319149],0
v4,1,0.191635,1.705,[44  4] ; [44  1],[45.41935484  2.58064516] ; [42.58064516  2.41935484],0
n5,1,0.194026,1.686782,[33 15] ; [37  9],[35.74468085 12.25531915] ; [34.25531915 11.74468085],0
p10,1,0.194284,1.684827,[35 13] ; [37  7],[37.56521739 10.43478261] ; [34.43478261  9.56521739],0
d2,1,0.237753,1.393867,[12 36] ; [ 7 39],[ 9.70212766 38.29787234] ; [ 9.29787234 36.70212766],0
n1,1,0.248767,1.330215,[5 9] ; [7 5],[6.46153846 7.53846154] ; [5.53846154 6.46153846],0
d4,1,0.259432,1.271786,[35 13] ; [38  8],[37.27659574 10.72340426] ; [35.72340426 10.27659574],0
n6,1,0.264606,1.244497,[40  8] ; [34 12],[37.78723404 10.21276596] ; [36.21276596  9.78723404],0
p6,1,0.266676,1.233764,[18 29] ; [21 21],[20.59550562 26.40449438] ; [18.40449438 23.59550562],0
p8,1,0.28048,1.164765,[24 23] ; [28 17],[26.56521739 20.43478261] ; [25.43478261 19.56521739],0
s4,1,0.312955,1.018162,[16 32] ; [11 35],[13.78723404 34.21276596] ; [13.21276596 32.78723404],0
r4,1,0.315098,1.009186,[38 10] ; [40  6],[39.82978723  8.17021277] ; [38.17021277  7.82978723],0
u3,1,0.327187,0.96,[14  6] ; [11  9],[12.5  7.5] ; [12.5  7.5],0
p11,1,0.415076,0.664215,[36 12] ; [31 15],[34.21276596 13.78723404] ; [32.78723404 13.21276596],0
r3,1,0.445532,0.581992,[44  4] ; [43  2],[44.90322581  3.09677419] ; [42.09677419  2.90322581],0
p2,1,0.450115,0.570363,[39  9] ; [40  6],[40.34042553  7.65957447] ; [38.65957447  7.34042553],0
d1,1,0.481738,0.494926,[19 29] ; [15 31],[17.36170213 30.63829787] ; [16.63829787 29.36170213],0
s8,1,0.492495,0.47107,[28 20] ; [30 16],[29.61702128 18.38297872] ; [28.38297872 17.61702128],0
s2,1,0.55929,0.340934,[34 14] ; [30 16],[32.68085106 15.31914894] ; [31.31914894 14.68085106],0
s6,1,0.5644,0.332143,[36 12] ; [36  9],[37.16129032 10.83870968] ; [34.83870968 10.16129032],0
u1,1,0.611023,0.258688,[ 2 46] ; [ 3 43],[ 2.55319149 45.44680851] ; [ 2.44680851 43.55319149],0
d3,1,0.640313,0.218333,[28 20] ; [29 17],[29.10638298 18.89361702] ; [27.89361702 18.10638298],0
b3,1,0.648298,0.208053,[ 9 21] ; [11 20],[ 9.83606557 20.16393443] ; [10.16393443 20.83606557],0
b2,1,0.648298,0.208053,[ 9 21] ; [11 20],[ 9.83606557 20.16393443] ; [10.16393443 20.83606557],0
n3,1,0.670896,0.180556,[7 7] ; [7 5],[7.53846154 6.46153846] ; [6.46153846 5.53846154],0
b5,1,0.68603,0.163416,[26 22] ; [23 23],[25.0212766 22.9787234] ; [23.9787234 22.0212766],0
r1,1,0.719606,0.128871,[35 13] ; [32 14],[34.21276596 13.78723404] ; [32.78723404 13.21276596],0
s3,1,0.724555,0.12417,[35 13] ; [35 11],[35.74468085 12.25531915] ; [34.25531915 11.74468085],0
d5,1,0.73862,0.111343,[34 14] ; [34 12],[34.72340426 13.27659574] ; [33.27659574 12.72340426],0
r2,1,0.784236,0.074968,[44  4] ; [41  3],[44.34782609  3.65217391] ; [40.65217391  3.34782609],0
s1,1,0.784236,0.074968,[ 4 44] ; [ 3 41],[ 3.65217391 44.34782609] ; [ 3.34782609 40.65217391],0
a8,1,0.814004,0.055349,[ 5 41] ; [ 5 35],[ 5.34883721 40.65116279] ; [ 4.65116279 35.34883721],0
n2,1,0.837829,0.04189,[10  4] ; [9 3],[10.23076923  3.76923077] ; [8.76923077 3.23076923],0
u2,1,0.839436,0.041053,[12  8] ; [12  7],[12.30769231  7.69230769] ; [11.69230769  7.30769231],0
b1,1,0.870868,0.026424,[18 30] ; [18 28],[18.38297872 29.61702128] ; [17.61702128 28.38297872],0
s5,1,0.90429,0.014459,[18 29] ; [17 26],[18.27777778 28.72222222] ; [16.72222222 26.27777778],0
a4,1,0.920016,0.010083,[ 9 39] ; [ 9 37],[ 9.19148936 38.80851064] ; [ 8.80851064 37.19148936],0
p1,1,0.931216,0.00745,[ 7 41] ; [ 7 39],[ 7.14893617 40.85106383] ; [ 6.85106383 39.14893617],0
a3,1,0.956729,0.002944,[28 20] ; [26 19],[27.87096774 20.12903226] ; [26.12903226 18.87096774],0
a1,1,0.975731,0.000925,[ 1 47] ; [ 1 45],[ 1.0212766 46.9787234] ; [ 0.9787234 45.0212766],0
