Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,4.6e-05,16.591752,[19 20] ; [10 64],[10.00884956 28.99115044] ; [18.99115044 55.00884956],1
s3,1,0.000735,11.397598,[25 14] ; [23 51],[16.56637168 22.43362832] ; [31.43362832 42.56637168],1
s2,1,0.002008,9.542126,[21 18] ; [18 55],[13.58035714 25.41964286] ; [25.41964286 47.58035714],0
a4,1,0.009905,6.651946,[19 20] ; [18 55],[12.88392857 26.11607143] ; [24.11607143 48.88392857],0
s6,1,0.012274,6.270921,[26 13] ; [31 43],[19.67256637 19.32743363] ; [37.32743363 36.67256637],0
u1,1,0.017135,5.682462,[11 28] ; [ 8 67],[ 6.5 32.5] ; [12.5 62.5],0
p6,1,0.018157,5.58093,[13 25] ; [11 63],[ 8.14285714 29.85714286] ; [15.85714286 58.14285714],0
p10,1,0.032964,4.547664,[16 23] ; [16 57],[11.14285714 27.85714286] ; [20.85714286 52.14285714],0
p8,1,0.036265,4.384615,[18 21] ; [20 55],[13. 26.] ; [25. 50.],0
a2,1,0.037513,4.326966,[10 29] ; [ 8 67],[ 6.15789474 32.84210526] ; [11.84210526 63.15789474],0
r1,1,0.041024,4.175013,[33  6] ; [50 25],[28.39473684 10.60526316] ; [54.60526316 20.39473684],0
a3,1,0.042242,4.125485,[27 12] ; [37 38],[21.89473684 17.10526316] ; [42.10526316 32.89473684],0
s5,1,0.060652,3.519462,[12 26] ; [12 62],[ 8.14285714 29.85714286] ; [15.85714286 58.14285714],0
d3,1,0.077098,3.125035,[27 12] ; [39 36],[22.57894737 16.42105263] ; [43.42105263 31.57894737],0
p5,1,0.085126,2.964217,[ 4 35] ; [ 2 73],[ 2.05263158 36.94736842] ; [ 3.94736842 71.05263158],0
a1,1,0.085126,2.964217,[ 4 35] ; [ 2 73],[ 2.05263158 36.94736842] ; [ 3.94736842 71.05263158],0
s1,1,0.088667,2.898412,[ 4 35] ; [ 2 72],[ 2.07079646 36.92920354] ; [ 3.92920354 70.07079646],0
d5,1,0.117084,2.4559,[31  8] ; [49 26],[27.36842105 11.63157895] ; [52.63157895 22.36842105],0
r2,1,0.123038,2.378217,[37  2] ; [63 11],[34.51327434  4.48672566] ; [65.48672566  8.51327434],0
p2,1,0.132655,2.261161,[27 12] ; [41 34],[23.26315789 15.73684211] ; [44.73684211 30.26315789],0
n1,1,0.151494,2.057143,[7 5] ; [ 8 16],[5. 7.] ; [10. 14.],0
p4,1,0.152127,2.050789,[21 18] ; [29 44],[17.41071429 21.58928571] ; [32.58928571 40.41071429],0
d1,1,0.16324,1.943954,[22 17] ; [32 43],[18.47368421 20.52631579] ; [35.52631579 39.47368421],0
v3,1,0.173199,1.855037,[16 23] ; [21 53],[12.7699115 26.2300885] ; [24.2300885 49.7699115],0
a8,1,0.209108,1.577591,[ 5 28] ; [ 5 64],[ 3.23529412 29.76470588] ; [ 6.76470588 62.23529412],0
s4,1,0.214412,1.541382,[ 8 30] ; [ 9 65],[ 5.76785714 32.23214286] ; [11.23214286 62.76785714],0
b4,1,0.215745,1.532452,[27 12] ; [43 32],[23.94736842 15.05263158] ; [46.05263158 28.94736842],0
r4,1,0.298946,1.078888,[32  7] ; [55 20],[29.76315789  9.23684211] ; [57.23684211 17.76315789],0
d2,1,0.312078,1.021862,[21 18] ; [32 41],[18.45535714 20.54464286] ; [34.54464286 38.45535714],0
n4,1,0.318948,0.993256,[30  9] ; [51 24],[27.71052632 11.28947368] ; [53.28947368 21.71052632],0
v1,1,0.338083,0.917688,[16 23] ; [24 51],[13.68421053 25.31578947] ; [26.31578947 48.68421053],0
b2,1,0.372051,0.796802,[11 20] ; [10 29],[ 9.3 21.7] ; [11.7 27.3],0
b3,1,0.372051,0.796802,[11 20] ; [10 29],[ 9.3 21.7] ; [11.7 27.3],0
a7,1,0.376161,0.78321,[27 12] ; [45 29],[24.84955752 14.15044248] ; [47.15044248 26.84955752],0
r3,1,0.387632,0.746358,[35  4] ; [62 12],[33.47787611  5.52212389] ; [63.52212389 10.47787611],0
