Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.441449,[94 10] ; [2 5],[89.94594595 14.05405405] ; [6.05405405 0.94594595],1
r3,1,0.000502,12.108112,[98  6] ; [4 3],[95.56756757  8.43243243] ; [6.43243243 0.56756757],1
n6,1,0.005394,7.742253,[88 16] ; [3 4],[85.26126126 18.73873874] ; [5.73873874 1.26126126],0
p9,1,0.008115,7.007827,[86 17] ; [3 4],[83.33636364 19.66363636] ; [5.66363636 1.33636364],0
p11,1,0.012644,6.21832,[76 28] ; [2 5],[73.08108108 30.91891892] ; [4.91891892 2.08108108],0
b5,1,0.014029,6.034444,[64 40] ; [1 6],[60.9009009 43.0990991] ; [4.0990991 2.9009009],0
a7,1,0.131904,2.269949,[73 31] ; [3 4],[71.20720721 32.79279279] ; [4.79279279 2.20720721],0
v1,1,0.174055,1.847668,[54 44] ; [2 5],[52.26666667 45.73333333] ; [3.73333333 3.26666667],0
p4,1,0.183335,1.770383,[82 22] ; [4 3],[80.57657658 23.42342342] ; [5.42342342 1.57657658],0
d3,1,0.184381,1.761957,[63 41] ; [6 1],[64.64864865 39.35135135] ; [4.35135135 2.64864865],0
r2,1,0.197379,1.661663,[100   4] ; [6 1],[99.31531532  4.68468468] ; [6.68468468 0.31531532],0
r1,1,0.216093,1.53013,[80 23] ; [4 3],[78.65454545 24.34545455] ; [5.34545455 1.65454545],0
n5,1,0.267136,1.231393,[79 25] ; [4 3],[77.76576577 26.23423423] ; [5.23423423 1.76576577],0
p2,1,0.297895,1.083594,[78 26] ; [4 3],[76.82882883 27.17117117] ; [5.17117117 1.82882883],0
b3,1,0.299986,1.074256,[24 41] ; [2 1],[24.85294118 40.14705882] ; [1.14705882 1.85294118],0
b2,1,0.299986,1.074256,[24 41] ; [2 1],[24.85294118 40.14705882] ; [1.14705882 1.85294118],0
p10,1,0.306068,1.047567,[77 26] ; [4 3],[75.84545455 27.15454545] ; [5.15454545 1.84545455],0
p8,1,0.310336,1.029247,[34 70] ; [1 6],[32.79279279 71.20720721] ; [2.20720721 4.79279279],0
d5,1,0.359563,0.839419,[88 16] ; [5 2],[87.13513514 16.86486486] ; [5.86486486 1.13513514],0
p1,1,0.359563,0.839419,[16 88] ; [2 5],[16.86486486 87.13513514] ; [1.13513514 5.86486486],0
s1,1,0.374895,0.787375,[ 6 97] ; [1 6],[ 6.55454545 96.44545455] ; [0.44545455 6.55454545],0
s6,1,0.443012,0.588468,[73 30] ; [4 3],[72.1 30.9] ; [4.9 2.1],0
n4,1,0.452929,0.563311,[86 18] ; [5 2],[85.26126126 18.73873874] ; [5.73873874 1.26126126],0
s3,1,0.46278,0.539163,[59 44] ; [5 2],[59.92727273 43.07272727] ; [4.07272727 2.92727273],0
b1,1,0.539135,0.377145,[47 57] ; [4 3],[47.78378378 56.21621622] ; [3.21621622 3.78378378],0
n2,1,0.547947,0.361008,[19  8] ; [1 1],[18.62068966  8.37931034] ; [1.37931034 0.62068966],0
d1,1,0.568358,0.325438,[63 41] ; [5 2],[63.71171171 40.28828829] ; [4.28828829 2.71171171],0
b4,1,0.670854,0.180605,[66 38] ; [5 2],[66.52252252 37.47747748] ; [4.47747748 2.52252252],0
v2,1,0.676997,0.173527,[51 49] ; [3 4],[50.46728972 49.53271028] ; [3.53271028 3.46728972],0
a2,1,0.746433,0.104553,[20 84] ; [1 6],[19.67567568 84.32432432] ; [1.32432432 5.67567568],0
d4,1,0.746433,0.104553,[84 20] ; [6 1],[84.32432432 19.67567568] ; [5.67567568 1.32432432],0
p6,1,0.750785,0.100872,[24 79] ; [2 5],[24.34545455 78.65454545] ; [1.65454545 5.34545455],0
a6,1,0.777264,0.080024,[65 39] ; [4 3],[64.64864865 39.35135135] ; [4.35135135 2.64864865],0
a4,1,0.788988,0.071623,[50 54] ; [3 4],[49.65765766 54.34234234] ; [3.34234234 3.65765766],0
u1,1,0.790674,0.070456,[19 85] ; [1 6],[18.73873874 85.26126126] ; [1.26126126 5.73873874],0
v3,1,0.795902,0.066902,[32 64] ; [2 5],[31.68932039 64.31067961] ; [2.31067961 4.68932039],0
s5,1,0.824625,0.049107,[31 64] ; [2 5],[30.73529412 64.26470588] ; [2.26470588 4.73529412],0
p5,1,0.8422,0.039633,[12 90] ; [1 6],[12.16513761 89.83486239] ; [0.83486239 6.16513761],0
a5,1,0.879076,0.023147,[77 27] ; [5 2],[76.82882883 27.17117117] ; [5.17117117 1.82882883],0
d2,1,0.886586,0.020342,[56 47] ; [4 3],[56.18181818 46.81818182] ; [3.81818182 3.18181818],0
u2,1,0.886948,0.020212,[16 13] ; [1 1],[15.90322581 13.09677419] ; [1.09677419 0.90322581],0
n1,1,0.959668,0.002557,[14 13] ; [1 1],[13.96551724 13.03448276] ; [1.03448276 0.96551724],0
s4,1,0.975759,0.000923,[15 87] ; [1 6],[14.97247706 87.02752294] ; [1.02752294 5.97247706],0
a3,1,0.987607,0.000241,[74 30] ; [5 2],[74.01801802 29.98198198] ; [4.98198198 2.01801802],0
s2,1,0.98845,0.00021,[58 44] ; [4 3],[58.01834862 43.98165138] ; [3.98165138 3.01834862],0
