Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,25.347823,[42  3] ; [11 17],[32.67123288 12.32876712] ; [20.32876712  7.67123288],1
s8,1,0.004494,8.072533,[23 22] ; [ 5 23],[17.26027397 27.73972603] ; [10.73972603 17.26027397],0
v4,1,0.011781,6.343513,[41  2] ; [21  7],[37.54929577  5.45070423] ; [24.45070423  3.54929577],0
p8,1,0.018965,5.504704,[22 23] ; [ 6 22],[17.26027397 27.73972603] ; [10.73972603 17.26027397],0
n5,1,0.030599,4.675325,[24 20] ; [ 8 20],[19.55555556 24.44444444] ; [12.44444444 15.55555556],0
p11,1,0.069254,3.300608,[32 13] ; [14 14],[28.35616438 16.64383562] ; [17.64383562 10.35616438],0
p6,1,0.078899,3.087427,[15 28] ; [ 4 22],[11.84057971 31.15942029] ; [ 7.15942029 18.84057971],0
u2,1,0.088676,2.898254,[9 1] ; [5 4],[7.36842105 2.63157895] ; [6.63157895 2.36842105],0
u3,1,0.121335,2.4,[9 1] ; [6 4],[7.5 2.5] ; [7.5 2.5],0
s1,1,0.134081,2.244604,[ 1 42] ; [ 3 25],[ 2.42253521 40.57746479] ; [ 1.57746479 26.42253521],0
p2,1,0.136783,2.213784,[36  9] ; [18 10],[33.28767123 11.71232877] ; [20.71232877  7.28767123],0
a8,1,0.151592,2.056154,[ 2 38] ; [ 4 22],[ 3.63636364 36.36363636] ; [ 2.36363636 23.63636364],0
p4,1,0.159275,1.981099,[22 23] ; [ 9 19],[19.10958904 25.89041096] ; [11.89041096 16.10958904],0
d1,1,0.198702,1.651893,[23 22] ; [10 18],[20.34246575 24.65753425] ; [12.65753425 15.34246575],0
a3,1,0.20882,1.57959,[35 10] ; [18 10],[32.67123288 12.32876712] ; [20.32876712  7.67123288],0
n2,1,0.214193,1.542857,[13  2] ; [8 4],[11.66666667  3.33333333] ; [9.33333333 2.66666667],0
s6,1,0.304286,1.055317,[28 17] ; [14 14],[25.89041096 19.10958904] ; [16.10958904 11.89041096],0
s2,1,0.315584,1.007163,[21 23] ; [10 18],[18.94444444 25.05555556] ; [12.05555556 15.94444444],0
n4,1,0.324675,0.970021,[22 23] ; [17 11],[24.04109589 20.95890411] ; [14.95890411 13.04109589],0
p5,1,0.369107,0.806668,[ 4 40] ; [ 1 27],[ 3.05555556 40.94444444] ; [ 1.94444444 26.05555556],0
s7,1,0.373712,0.791286,[20 24] ; [ 9 17],[18.22857143 25.77142857] ; [10.77142857 15.22857143],0
u1,1,0.381789,0.764932,[ 4 41] ; [ 1 27],[ 3.08219178 41.91780822] ; [ 1.91780822 26.08219178],0
