Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,34.928615,[26 31] ; [321  75],[43.66225166 13.33774834] ; [303.33774834  92.66225166],1
n4,1,0.0,34.01678,[30 28] ; [335  62],[46.52747253 11.47252747] ; [318.47252747  78.52747253],1
p9,1,3.6e-05,17.086004,[39 16] ; [354  38],[48.3557047  6.6442953] ; [344.6442953  47.3557047],1
p10,1,4e-05,16.862345,[37 18] ; [347  47],[47.03786192  7.96213808] ; [336.96213808  57.03786192],1
p11,1,0.000731,11.407765,[38 20] ; [334  64],[47.31578947 10.68421053] ; [324.68421053  73.31578947],1
v4,1,0.008719,6.87948,[53  5] ; [389   9],[56.21929825  1.78070175] ; [385.78070175  12.21929825],0
u2,1,0.011069,6.454267,[12  2] ; [47 48],[7.57798165 6.42201835] ; [51.42201835 43.57798165],0
p7,1,0.014921,5.925816,[30 25] ; [274 113],[37.8280543 17.1719457] ; [266.1719457 120.8280543],0
b1,1,0.015656,5.841089,[28 30] ; [128 270],[19.84210526 38.15789474] ; [136.15789474 261.84210526],0
s7,1,0.021819,5.260173,[21 33] ; [211 169],[28.86635945 25.13364055] ; [203.13364055 176.86635945],0
d2,1,0.022954,5.17202,[22 36] ; [214 183],[30.08351648 27.91648352] ; [205.91648352 191.08351648],0
s6,1,0.029844,4.718234,[32 25] ; [274 115],[39.10762332 17.89237668] ; [266.89237668 122.10762332],0
p2,1,0.030843,4.661704,[43 14] ; [342  54],[48.44370861  8.55629139] ; [336.55629139  59.44370861],0
s5,1,0.031568,4.621823,[13 42] ; [147 234],[20.18348624 34.81651376] ; [139.81651376 241.18348624],0
u1,1,0.032267,4.584232,[ 6 52] ; [ 90 308],[12.21052632 45.78947368] ; [ 83.78947368 314.21052632],0
s8,1,0.041912,4.138735,[21 37] ; [199 195],[28.2300885 29.7699115] ; [191.7699115 202.2300885],0
a2,1,0.053816,3.718401,[ 9 49] ; [109 289],[15.00877193 42.99122807] ; [102.99122807 295.00877193],0
r2,1,0.062022,3.482481,[55  3] ; [390   6],[56.85022026  1.14977974] ; [388.14977974   7.85022026],0
s3,1,0.09311,2.819763,[26 31] ; [224 166],[31.87919463 25.12080537] ; [218.12080537 171.87919463],0
p6,1,0.116419,2.464849,[16 38] ; [159 231],[21.28378378 32.71621622] ; [153.71621622 236.28378378],0
a8,1,0.126914,2.329854,[ 4 46] ; [ 58 298],[ 7.63546798 42.36453202] ; [ 54.36453202 301.63546798],0
v1,1,0.13009,2.291432,[33 25] ; [262 129],[38.10690423 19.89309577] ; [256.89309577 134.10690423],0
v3,1,0.131291,2.277175,[26 28] ; [230 160],[31.13513514 22.86486486] ; [224.86486486 165.13513514],0
n1,1,0.16077,1.966967,[7 6] ; [22 44],[4.7721519 8.2278481] ; [24.2278481 41.7721519],0
s2,1,0.194215,1.685352,[26 32] ; [212 181],[30.6075388 27.3924612] ; [207.3924612 185.6075388],0
a1,1,0.196365,1.669208,[ 1 57] ; [ 23 375],[ 3.05263158 54.94736842] ; [ 20.94736842 377.05263158],0
a4,1,0.196943,1.664903,[22 36] ; [186 210],[26.57268722 31.42731278] ; [181.42731278 214.57268722],0
p4,1,0.199238,1.647952,[32 25] ; [255 138],[36.35333333 20.64666667] ; [250.64666667 142.35333333],0
d1,1,0.225285,1.470385,[33 25] ; [259 139],[37.14035088 20.85964912] ; [254.85964912 143.14035088],0
p5,1,0.23947,1.383709,[ 4 53] ; [ 49 347],[ 6.66887417 50.33112583] ; [ 46.33112583 349.66887417],0
p12,1,0.253397,1.304478,[ 3 53] ; [ 40 354],[ 5.35111111 50.64888889] ; [ 37.64888889 356.35111111],0
a7,1,0.269932,1.217091,[41 17] ; [306  90],[44.33039648 13.66960352] ; [302.66960352  93.33039648],0
p8,1,0.274924,1.19201,[28 28] ; [224 164],[31.78378378 24.21621622] ; [220.21621622 167.78378378],0
u3,1,0.282098,1.156954,[10  4] ; [54 42],[8.14545455 5.85454545] ; [55.85454545 40.14545455],0
r1,1,0.283514,1.150167,[53  4] ; [351  47],[50.61098901  6.38901099] ; [353.38901099  44.61098901],0
p3,1,0.290289,1.118279,[28 29] ; [224 172],[31.70860927 25.29139073] ; [220.29139073 175.70860927],0
d5,1,0.405553,0.6918,[51  7] ; [333  65],[48.84210526  9.15789474] ; [335.15789474  62.84210526],0
n3,1,0.434238,0.61146,[13  2] ; [52 15],[11.8902439  3.1097561] ; [53.1097561 13.8902439],0
b4,1,0.456967,0.553312,[32 26] ; [240 158],[34.59649123 23.40350877] ; [237.40350877 160.59649123],0
d3,1,0.488641,0.479517,[40 18] ; [291 106],[42.19340659 15.80659341] ; [288.80659341 108.19340659],0
b2,1,0.49939,0.456232,[10 21] ; [ 97 155],[11.72084806 19.27915194] ; [ 95.27915194 156.72084806],0
b3,1,0.49939,0.456232,[10 21] ; [ 97 155],[11.72084806 19.27915194] ; [ 95.27915194 156.72084806],0
u4,1,0.643994,0.213556,[ 1 57] ; [ 11 387],[ 1.52631579 56.47368421] ; [ 10.47368421 387.52631579],0
a6,1,0.694821,0.153916,[40 18] ; [283 113],[41.26431718 16.73568282] ; [281.73568282 114.26431718],0
b5,1,0.756126,0.096455,[33 25] ; [235 163],[34.0877193 23.9122807] ; [233.9122807 164.0877193],0
a5,1,0.758197,0.094771,[45 13] ; [315  82],[45.89010989 12.10989011] ; [314.10989011  82.89010989],0
n2,1,0.796997,0.06617,[12  3] ; [50 15],[11.625  3.375] ; [50.375 14.625],0
s4,1,0.88561,0.020696,[ 8 50] ; [ 57 336],[ 8.35920177 49.64079823] ; [ 56.64079823 336.35920177],0
p1,1,0.888382,0.019699,[ 5 53] ; [ 32 364],[ 4.72687225 53.27312775] ; [ 32.27312775 363.72687225],0
a3,1,0.946652,0.004477,[44 14] ; [302  94],[44.20264317 13.79735683] ; [301.79735683  94.20264317],0
s1,1,0.98643,0.000289,[ 1 54] ; [  7 385],[ 0.98434004 54.01565996] ; [  7.01565996 384.98434004],0
d4,1,0.990008,0.000157,[50  8] ; [342  55],[49.96923077  8.03076923] ; [342.03076923  54.96923077],0
