Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,23.132204,[11 26] ; [61 19],[22.76923077 14.23076923] ; [49.23076923 30.76923077],1
d3,1,8.9e-05,15.36032,[18 19] ; [66 13],[26.79310345 10.20689655] ; [57.20689655 21.79310345],1
a2,1,0.008335,6.959993,[ 2 35] ; [21 59],[ 7.27350427 29.72649573] ; [15.72649573 64.27350427],0
d4,1,0.010293,6.583425,[25 12] ; [70 10],[30.04273504  6.95726496] ; [64.95726496 15.04273504],0
b1,1,0.011084,6.45178,[18 19] ; [20 60],[12.01709402 24.98290598] ; [25.98290598 54.01709402],0
b5,1,0.015567,5.851098,[20 17] ; [61 19],[25.61538462 11.38461538] ; [55.38461538 24.61538462],0
u1,1,0.030705,4.66939,[ 2 35] ; [17 63],[ 6.00854701 30.99145299] ; [12.99145299 67.00854701],0
s4,1,0.041772,4.144409,[ 2 34] ; [16 62],[ 5.68421053 30.31578947] ; [12.31578947 65.68421053],0
d1,1,0.068348,3.322247,[16 21] ; [49 31],[20.55555556 16.44444444] ; [44.44444444 35.55555556],0
a5,1,0.069506,3.294644,[19 18] ; [55 25],[23.4017094 13.5982906] ; [50.5982906 29.4017094],0
a3,1,0.069506,3.294644,[19 18] ; [55 25],[23.4017094 13.5982906] ; [50.5982906 29.4017094],0
n5,1,0.15869,1.986663,[32  5] ; [60 20],[29.09401709  7.90598291] ; [62.90598291 17.09401709],0
a1,1,0.163125,1.945012,[ 3 34] ; [ 2 78],[ 1.58119658 35.41880342] ; [ 3.41880342 76.58119658],0
p7,1,0.181751,1.783245,[31  6] ; [55 21],[28.15929204  8.84070796] ; [57.84070796 18.15929204],0
n4,1,0.230978,1.434831,[31  6] ; [59 21],[28.46153846  8.53846154] ; [61.53846154 18.46153846],0
r4,1,0.232105,1.427914,[31  6] ; [73  7],[32.88888889  4.11111111] ; [71.11111111  8.88888889],0
u2,1,0.233664,1.418416,[9 9] ; [17  8],[10.88372093  7.11627907] ; [15.11627907  9.88372093],0
n3,1,0.281942,1.157705,[8 5] ; [18  5],[9.38888889 3.61111111] ; [16.61111111  6.38888889],0
s1,1,0.309631,1.032248,[ 1 35] ; [ 6 72],[ 2.21052632 33.78947368] ; [ 4.78947368 73.21052632],0
r1,1,0.317481,0.999295,[26 11] ; [63 17],[28.14529915  8.85470085] ; [60.85470085 19.14529915],0
p2,1,0.359578,0.839368,[30  7] ; [70 10],[31.62393162  5.37606838] ; [68.37606838 11.62393162],0
p5,1,0.389299,0.741132,[ 4 33] ; [ 5 75],[ 2.84615385 34.15384615] ; [ 6.15384615 73.84615385],0
r3,1,0.389299,0.741132,[33  4] ; [75  5],[34.15384615  2.84615385] ; [73.84615385  6.15384615],0
b2,1,0.396514,0.718871,[11 11] ; [18 28],[ 9.38235294 12.61764706] ; [19.61764706 26.38235294],0
b3,1,0.396514,0.718871,[11 11] ; [18 28],[ 9.38235294 12.61764706] ; [19.61764706 26.38235294],0
r2,1,0.411102,0.675611,[36  1] ; [74  5],[35.0862069  1.9137931] ; [74.9137931  4.0862069],0
p12,1,0.418568,0.654333,[ 1 36] ; [ 5 75],[ 1.8974359 35.1025641] ; [ 4.1025641 75.8974359],0
v3,1,0.420705,0.648346,[14 23] ; [23 53],[12.11504425 24.88495575] ; [24.88495575 51.11504425],0
s5,1,0.437991,0.601539,[14 21] ; [25 52],[12.1875 22.8125] ; [26.8125 50.1875],0
p9,1,0.481406,0.495676,[29  8] ; [67 13],[30.35897436  6.64102564] ; [65.64102564 14.35897436],0
p10,1,0.538853,0.37767,[26 10] ; [62 18],[27.31034483  8.68965517] ; [60.68965517 19.31034483],0
a4,1,0.559563,0.340461,[15 21] ; [38 42],[16.44827586 19.55172414] ; [36.55172414 43.44827586],0
v4,1,0.567798,0.32638,[36  1] ; [76  4],[35.41880342  1.58119658] ; [76.58119658  3.41880342],0
d2,1,0.578926,0.307975,[16 21] ; [39 41],[17.39316239 19.60683761] ; [37.60683761 42.39316239],0
p8,1,0.578926,0.307975,[21 16] ; [41 39],[19.60683761 17.39316239] ; [42.39316239 37.60683761],0
v2,1,0.603736,0.269398,[17 18] ; [42 36],[18.27433628 16.72566372] ; [40.72566372 37.27433628],0
b4,1,0.644799,0.212521,[21 16] ; [49 31],[22.13675214 14.86324786] ; [47.86324786 32.13675214],0
s6,1,0.675932,0.174741,[26 10] ; [54 25],[25.04347826 10.95652174] ; [54.95652174 24.04347826],0
u3,1,0.697168,0.151435,[9 9] ; [14 11],[9.62790698 8.37209302] ; [13.37209302 11.62790698],0
d5,1,0.709932,0.138345,[28  9] ; [63 17],[28.77777778  8.22222222] ; [62.22222222 17.77777778],0
p1,1,0.744386,0.106309,[ 3 34] ; [ 8 72],[ 3.47863248 33.52136752] ; [ 7.52136752 72.47863248],0
s7,1,0.767564,0.087357,[19 16] ; [40 38],[18.27433628 16.72566372] ; [40.72566372 37.27433628],0
s8,1,0.803141,0.062143,[18 18] ; [42 38],[18.62068966 17.37931034] ; [41.37931034 38.62068966],0
s3,1,0.821761,0.050751,[21 16] ; [46 32],[21.55652174 15.44347826] ; [45.44347826 32.55652174],0
a8,1,0.848108,0.036685,[ 5 31] ; [11 61],[ 5.33333333 30.66666667] ; [10.66666667 61.33333333],0
p4,1,0.853715,0.033996,[22 15] ; [49 31],[22.45299145 14.54700855] ; [48.54700855 31.45299145],0
s2,1,0.868351,0.027474,[20 17] ; [44 35],[20.4137931 16.5862069] ; [43.5862069 35.4137931],0
n6,1,0.886848,0.020248,[31  6] ; [67 12],[31.25862069  5.74137931] ; [66.74137931 12.25862069],0
n2,1,0.904273,0.014464,[10  4] ; [16  7],[9.83783784 4.16216216] ; [16.16216216  6.83783784],0
n1,1,0.907988,0.013358,[6 8] ; [ 9 13],[5.83333333 8.16666667] ; [ 9.16666667 12.83333333],0
p11,1,0.963628,0.002079,[29  8] ; [63 17],[29.09401709  7.90598291] ; [62.90598291 17.09401709],0
v1,1,0.991513,0.000113,[21 15] ; [46 33],[20.97391304 15.02608696] ; [46.02608696 32.97391304],0
