Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.00539,7.743561,[ 7 17] ; [10  3],[11.02702703 12.97297297] ; [5.97297297 7.02702703],0
a5,1,0.028472,4.799269,[12 13] ; [11  2],[15.13157895  9.86842105] ; [7.86842105 5.13157895],0
a6,1,0.028472,4.799269,[12 13] ; [11  2],[15.13157895  9.86842105] ; [7.86842105 5.13157895],0
s7,1,0.037132,4.34433,[ 3 20] ; [5 6],[ 5.41176471 17.58823529] ; [2.58823529 8.41176471],0
d3,1,0.048001,3.909963,[13 12] ; [11  2],[15.78947368  9.21052632] ; [8.21052632 4.78947368],0
p2,1,0.048001,3.909963,[13 12] ; [11  2],[15.78947368  9.21052632] ; [8.21052632 4.78947368],0
p4,1,0.051612,3.788308,[ 9 16] ; [9 4],[11.84210526 13.15789474] ; [6.15789474 6.84210526],0
v3,1,0.057669,3.603179,[ 3 22] ; [5 8],[ 5.26315789 19.73684211] ; [ 2.73684211 10.26315789],0
d1,1,0.065792,3.385013,[ 6 19] ; [7 6],[ 8.55263158 16.44736842] ; [4.44736842 8.55263158],0
n3,1,0.067278,3.348214,[7 1] ; [3 4],[5.33333333 2.66666667] ; [4.66666667 2.33333333],0
b4,1,0.08018,3.061259,[17  8] ; [5 8],[14.47368421 10.52631579] ; [7.52631579 5.47368421],0
s6,1,0.133076,2.256255,[ 9 16] ; [8 5],[11.18421053 13.81578947] ; [5.81578947 7.18421053],0
p11,1,0.183725,1.767231,[16  9] ; [11  2],[17.76315789  7.23684211] ; [9.23684211 3.76315789],0
d5,1,0.183725,1.767231,[16  9] ; [11  2],[17.76315789  7.23684211] ; [9.23684211 3.76315789],0
a2,1,0.192104,1.701408,[ 2 23] ; [ 3 10],[ 3.28947368 21.71052632] ; [ 1.71052632 11.28947368],0
u1,1,0.216947,1.524454,[ 1 24] ; [ 2 11],[ 1.97368421 23.02631579] ; [ 1.02631579 11.97368421],0
s8,1,0.220165,1.503297,[ 5 20] ; [5 8],[ 6.57894737 18.42105263] ; [3.42105263 9.57894737],0
a4,1,0.263107,1.252336,[ 7 18] ; [6 7],[ 8.55263158 16.44736842] ; [4.44736842 8.55263158],0
b1,1,0.304976,1.052308,[11 14] ; [8 5],[12.5 12.5] ; [6.5 6.5],0
n1,1,0.310437,1.028815,[3 5] ; [1 6],[2.13333333 5.86666667] ; [1.86666667 5.13333333],0
p9,1,0.37095,0.800481,[15 10] ; [9 3],[16.21621622  8.78378378] ; [7.78378378 4.21621622],0
s5,1,0.374333,0.789231,[ 3 22] ; [ 3 10],[ 3.94736842 21.05263158] ; [ 2.05263158 10.94736842],0
p6,1,0.376204,0.783069,[ 5 20] ; [4 8],[ 6.08108108 18.91891892] ; [2.91891892 9.08108108],0
r3,1,0.376204,0.783069,[20  5] ; [8 4],[18.91891892  6.08108108] ; [9.08108108 2.91891892],0
u3,1,0.410117,0.678462,[5 8] ; [3 2],[5.77777778 7.22222222] ; [2.22222222 2.77777778],0
r4,1,0.416184,0.661065,[ 9 16] ; [ 3 10],[ 7.89473684 17.10526316] ; [4.10526316 8.89473684],0
s3,1,0.451946,0.565767,[ 7 18] ; [ 2 10],[ 6.08108108 18.91891892] ; [2.91891892 9.08108108],0
u2,1,0.45675,0.553846,[8 5] ; [4 1],[8.66666667 4.33333333] ; [3.33333333 1.66666667],0
s4,1,0.472301,0.516587,[ 4 21] ; [ 1 12],[ 3.28947368 21.71052632] ; [ 1.71052632 11.28947368],0
p12,1,0.481615,0.495204,[ 2 23] ; [ 2 11],[ 2.63157895 22.36842105] ; [ 1.36842105 11.63157895],0
