Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,21.873655,[62 23] ; [15 33],[49.21052632 35.78947368] ; [27.78947368 20.21052632],1
s7,1,7e-06,20.220604,[70 12] ; [21 23],[59.22222222 22.77777778] ; [31.77777778 12.22222222],1
s3,1,0.000211,13.73217,[60 24] ; [18 29],[50.01526718 33.98473282] ; [27.98473282 19.01526718],1
s5,1,0.007194,7.223769,[43 36] ; [14 33],[35.73809524 43.26190476] ; [21.26190476 25.73809524],0
a7,1,0.014224,6.010162,[53 31] ; [40  8],[59.18181818 24.81818182] ; [33.81818182 14.18181818],0
v1,1,0.023539,5.128259,[69 15] ; [31 17],[63.63636364 20.36363636] ; [36.36363636 11.63636364],0
s6,1,0.027497,4.859327,[67 16] ; [29 17],[61.76744186 21.23255814] ; [34.23255814 11.76744186],0
d4,1,0.030879,4.65968,[75  9] ; [36 12],[70.63636364 13.36363636] ; [40.36363636  7.63636364],0
a2,1,0.041866,4.140623,[18 67] ; [18 30],[23.0075188 61.9924812] ; [12.9924812 35.0075188],0
b4,1,0.045367,4.004957,[49 36] ; [36 12],[54.32330827 30.67669173] ; [30.67669173 17.32330827],0
d5,1,0.052135,3.771429,[74 10] ; [36 12],[70. 14.] ; [40.  8.],0
a6,1,0.054969,3.683036,[51 33] ; [37 11],[56. 28.] ; [32. 16.],0
u3,1,0.057114,3.619256,[13  5] ; [4 7],[10.55172414  7.44827586] ; [6.44827586 4.55172414],0
u2,1,0.057114,3.619256,[13  5] ; [4 7],[10.55172414  7.44827586] ; [6.44827586 4.55172414],0
a8,1,0.13226,2.26577,[14 65] ; [ 3 37],[11.28571429 67.71428571] ; [ 5.71428571 34.28571429],0
p5,1,0.223976,1.478711,[26 59] ; [10 38],[23.0075188 61.9924812] ; [12.9924812 35.0075188],0
r3,1,0.256477,1.287673,[83  2] ; [45  3],[81.80451128  3.19548872] ; [46.19548872  1.80451128],0
d1,1,0.292357,1.108737,[59 26] ; [29 19],[56.2406015 28.7593985] ; [31.7593985 16.2406015],0
n3,1,0.305507,1.05,[9 6] ; [5 1],[10.  5.] ; [4. 2.],0
n6,1,0.36092,0.834688,[77  7] ; [46  2],[78.27272727  5.72727273] ; [44.72727273  3.27272727],0
a5,1,0.401404,0.704118,[69 16] ; [36 12],[67.10526316 17.89473684] ; [37.89473684 10.10526316],0
a1,1,0.419781,0.650929,[11 74] ; [ 4 44],[ 9.58646617 75.41353383] ; [ 5.41353383 42.58646617],0
p2,1,0.426384,0.632653,[78  7] ; [42  6],[76.69172932  8.30827068] ; [43.30827068  4.69172932],0
