Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.013409,6.114362,[ 5 40] ; [5 7],[ 7.89473684 37.10526316] ; [2.10526316 9.89473684],0
v1,1,0.032013,4.597776,[ 9 37] ; [6 6],[11.89655172 34.10344828] ; [3.10344828 8.89655172],0
a3,1,0.052544,3.758374,[23 21] ; [10  2],[25.92857143 18.07142857] ; [7.07142857 4.92857143],0
a2,1,0.122584,2.383997,[ 4 42] ; [3 9],[ 5.55172414 40.44827586] ; [ 1.44827586 10.55172414],0
s1,1,0.133672,2.249329,[ 2 44] ; [ 2 10],[ 3.17241379 42.82758621] ; [ 0.82758621 11.17241379],0
n1,1,0.166485,1.914312,[15 13] ; [1 4],[13.57575758 14.42424242] ; [2.42424242 2.57575758],0
d5,1,0.195799,1.673434,[25 21] ; [9 3],[26.96551724 19.03448276] ; [7.03448276 4.96551724],0
d2,1,0.200036,1.642109,[17 28] ; [7 5],[18.94736842 26.05263158] ; [5.05263158 6.94736842],0
p9,1,0.211166,1.563414,[16 26] ; [7 5],[17.88888889 24.11111111] ; [5.11111111 6.88888889],0
s6,1,0.240227,1.379259,[ 8 37] ; [4 8],[ 9.47368421 35.52631579] ; [2.52631579 9.47368421],0
p6,1,0.276574,1.183846,[ 3 42] ; [ 2 10],[ 3.94736842 41.05263158] ; [ 1.05263158 10.94736842],0
s8,1,0.276574,1.183846,[ 3 42] ; [ 2 10],[ 3.94736842 41.05263158] ; [ 1.05263158 10.94736842],0
u1,1,0.297694,1.084498,[ 1 45] ; [ 1 11],[ 1.5862069 44.4137931] ; [ 0.4137931 11.5862069],0
p12,1,0.297694,1.084498,[ 1 45] ; [ 1 11],[ 1.5862069 44.4137931] ; [ 0.4137931 11.5862069],0
a1,1,0.30832,1.037859,[ 6 40] ; [3 9],[ 7.13793103 38.86206897] ; [ 1.86206897 10.13793103],0
p11,1,0.341946,0.903123,[14 32] ; [ 2 10],[12.68965517 33.31034483] ; [3.31034483 8.68965517],0
d3,1,0.358228,0.844095,[20 26] ; [7 5],[21.4137931 24.5862069] ; [5.5862069 6.4137931],0
s7,1,0.400259,0.707548,[ 6 35] ; [3 9],[ 6.96226415 34.03773585] ; [2.03773585 9.96226415],0
p7,1,0.409203,0.681115,[15 30] ; [2 8],[13.90909091 31.09090909] ; [3.09090909 6.90909091],0
n3,1,0.41902,0.653061,[13 15] ; [1 3],[12.25 15.75] ; [1.75 2.25],0
r4,1,0.419403,0.651988,[ 4 42] ; [ 2 10],[ 4.75862069 41.24137931] ; [ 1.24137931 10.75862069],0
b5,1,0.442839,0.588915,[21 25] ; [4 8],[19.82758621 26.17241379] ; [5.17241379 6.82758621],0
v4,1,0.442839,0.588915,[25 21] ; [8 4],[26.17241379 19.82758621] ; [6.82758621 5.17241379],0
p10,1,0.443201,0.58798,[17 28] ; [6 6],[18.15789474 26.84210526] ; [4.84210526 7.15789474],0
p8,1,0.45199,0.565657,[10 34] ; [4 8],[11. 33.] ; [3. 9.],0
p2,1,0.46392,0.53642,[18 28] ; [3 8],[16.94736842 29.05263158] ; [4.05263158 6.94736842],0
u3,1,0.470027,0.521912,[ 6 17] ; [1 1],[ 6.44 16.56] ; [0.56 1.44],0
r1,1,0.495967,0.463555,[18 28] ; [6 6],[19.03448276 26.96551724] ; [4.96551724 7.03448276],0
r2,1,0.514516,0.424871,[28 17] ; [8 3],[28.92857143 16.07142857] ; [7.07142857 3.92857143],0
s4,1,0.537972,0.379312,[ 7 39] ; [ 1 11],[ 6.34482759 39.65517241] ; [ 1.65517241 10.34482759],0
d1,1,0.556596,0.345633,[15 31] ; [5 7],[15.86206897 30.13793103] ; [4.13793103 7.86206897],0
p1,1,0.583016,0.301384,[ 5 41] ; [ 2 10],[ 5.55172414 40.44827586] ; [ 1.44827586 10.55172414],0
a5,1,0.606921,0.264683,[23 23] ; [7 5],[23.79310345 22.20689655] ; [6.20689655 5.79310345],0
a4,1,0.627336,0.23569,[15 29] ; [5 7],[15.71428571 28.28571429] ; [4.28571429 7.71428571],0
