Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.01196,6.316813,[22  9] ; [36 45],[16.05357143 14.94642857] ; [41.94642857 39.05357143],0
a5,1,0.040058,4.215441,[26  6] ; [52 33],[21.33333333 10.66666667] ; [56.66666667 28.33333333],0
p9,1,0.061108,3.507048,[19 12] ; [66 18],[22.91304348  8.08695652] ; [62.08695652 21.91304348],0
p8,1,0.067184,3.350525,[17 15] ; [29 55],[12.68965517 19.31034483] ; [33.31034483 50.68965517],0
p12,1,0.074096,3.189863,[ 4 28] ; [ 3 80],[ 1.94782609 30.05217391] ; [ 5.05217391 77.94782609],0
r1,1,0.090055,2.873392,[28  4] ; [61 23],[24.55172414  7.44827586] ; [64.44827586 19.55172414],0
b4,1,0.128361,2.312218,[23  9] ; [48 37],[19.41880342 12.58119658] ; [51.58119658 33.41880342],0
n1,1,0.155808,2.014444,[ 2 10] ; [10 15],[3.89189189 8.10810811] ; [ 8.10810811 16.89189189],0
r4,1,0.173566,1.851872,[29  3] ; [68 17],[26.52991453  5.47008547] ; [70.47008547 14.52991453],0
s6,1,0.186016,1.748889,[27  5] ; [61 23],[24.27586207  7.72413793] ; [63.72413793 20.27586207],0
p10,1,0.194964,1.679701,[20 12] ; [62 21],[22.8173913  9.1826087] ; [59.1826087 23.8173913],0
v1,1,0.206337,1.596943,[16 16] ; [30 51],[13.02654867 18.97345133] ; [32.97345133 48.02654867],0
a4,1,0.235001,1.410334,[ 9 23] ; [34 51],[11.76068376 20.23931624] ; [31.23931624 53.76068376],0
p3,1,0.244602,1.353875,[16 16] ; [32 52],[13.24137931 18.75862069] ; [34.75862069 49.24137931],0
d1,1,0.282564,1.154718,[19 13] ; [41 44],[16.41025641 15.58974359] ; [43.58974359 41.41025641],0
p5,1,0.301109,1.069277,[ 2 30] ; [ 2 83],[ 1.09401709 30.90598291] ; [ 2.90598291 82.09401709],0
p6,1,0.305666,1.04931,[ 6 26] ; [23 59],[ 8.14035088 23.85964912] ; [20.85964912 61.14035088],0
r2,1,0.315954,1.005621,[31  1] ; [76  7],[29.77391304  2.22608696] ; [77.22608696  5.77391304],0
u1,1,0.326958,0.96091,[ 6 26] ; [10 75],[ 4.37606838 27.62393162] ; [11.62393162 73.37606838],0
a1,1,0.342509,0.901018,[ 3 29] ; [ 4 81],[ 1.91452991 30.08547009] ; [ 5.08547009 79.91452991],0
a6,1,0.396261,0.719644,[23  9] ; [54 31],[21.05982906 10.94017094] ; [55.94017094 29.05982906],0
u2,1,0.418408,0.654782,[10  3] ; [18 10],[8.87804878 4.12195122] ; [19.12195122  8.87804878],0
p11,1,0.437438,0.602993,[19 13] ; [57 28],[20.78632479 11.21367521] ; [55.21367521 29.78632479],0
a3,1,0.462792,0.539133,[19 13] ; [56 28],[20.68965517 11.31034483] ; [54.31034483 29.68965517],0
a7,1,0.476256,0.507424,[24  8] ; [58 27],[22.42735043  9.57264957] ; [59.57264957 25.42735043],0
d5,1,0.487116,0.482891,[25  7] ; [61 24],[23.52136752  8.47863248] ; [62.47863248 22.52136752],0
d2,1,0.530824,0.392814,[16 16] ; [37 48],[14.4957265 17.5042735] ; [38.5042735 46.4957265],0
d3,1,0.55289,0.352166,[24  8] ; [59 26],[22.7008547  9.2991453] ; [60.2991453 24.7008547],0
n4,1,0.634285,0.226295,[12 20] ; [36 49],[13.12820513 18.87179487] ; [34.87179487 50.12820513],0
s8,1,0.660154,0.193336,[15 17] ; [36 49],[13.94871795 18.05128205] ; [37.05128205 47.94871795],0
v4,1,0.707752,0.140533,[30  2] ; [77  7],[29.51724138  2.48275862] ; [77.48275862  6.51724138],0
s1,1,0.719425,0.129044,[ 2 30] ; [ 7 78],[ 2.46153846 29.53846154] ; [ 6.53846154 78.46153846],0
a8,1,0.723342,0.125313,[ 1 28] ; [ 4 75],[ 1.34259259 27.65740741] ; [ 3.65740741 75.34259259],0
n2,1,0.739693,0.110396,[8 4] ; [18  7],[8.43243243 3.56756757] ; [17.56756757  7.43243243],0
n6,1,0.76174,0.091928,[18 13] ; [52 33],[18.70689655 12.29310345] ; [51.29310345 33.70689655],0
