Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.022577,5.200753,[2 1] ; [306  15],[2.85185185 0.14814815] ; [305.14814815  15.85185185],0
a2,1,0.2699,1.217253,[2 1] ; [116 207],[1.08588957 1.91411043] ; [116.91411043 206.08588957],0
b4,1,0.322784,0.977632,[1 2] ; [198 125],[1.83128834 1.16871166] ; [197.16871166 125.83128834],0
p6,1,0.326943,0.960968,[2 1] ; [121 190],[1.17515924 1.82484076] ; [121.82484076 189.17515924],0
r1,1,0.376459,0.782234,[2 1] ; [273  48],[2.5462963 0.4537037] ; [272.4537037  48.5462963],0
a8,1,0.390598,0.737079,[1 2] ; [ 43 238],[0.46478873 2.53521127] ; [ 43.53521127 237.46478873],0
p8,1,0.418849,0.653542,[1 2] ; [176 135],[1.6910828 1.3089172] ; [175.3089172 135.6910828],0
p11,1,0.537015,0.3811,[2 1] ; [261  62],[2.4202454 0.5797546] ; [260.5797546  62.4202454],0
s6,1,0.55328,0.351474,[1 1] ; [220  97],[1.38557994 0.61442006] ; [219.61442006  97.38557994],0
p3,1,0.693723,0.155085,[2 1] ; [177 143],[1.6625387 1.3374613] ; [177.3374613 142.6625387],0
n5,1,0.721948,0.126633,[2 1] ; [241  78],[2.26397516 0.73602484] ; [240.73602484  78.26397516],0
s5,1,0.725458,0.123323,[1 1] ; [116 190],[0.75974026 1.24025974] ; [116.24025974 189.75974026],0
s2,1,0.72971,0.119378,[2 1] ; [181 138],[1.70496894 1.29503106] ; [181.29503106 137.70496894],0
s3,1,0.736522,0.113207,[2 1] ; [179 135],[1.71293375 1.28706625] ; [179.28706625 134.71293375],0
a4,1,0.763961,0.09017,[2 1] ; [187 135],[1.74461538 1.25538462] ; [187.25538462 134.74461538],0
v3,1,0.780514,0.077646,[2 1] ; [182 128],[1.76357827 1.23642173] ; [182.23642173 127.76357827],0
b2,1,0.835289,0.043232,[1 2] ; [ 82 127],[1.1745283 1.8254717] ; [ 81.8254717 127.1745283],0
b3,1,0.835289,0.043232,[1 2] ; [ 82 127],[1.1745283 1.8254717] ; [ 81.8254717 127.1745283],0
b1,1,0.952398,0.003564,[1 2] ; [113 210],[1.04907975 1.95092025] ; [112.95092025 210.04907975],0
v1,1,0.990715,0.000135,[2 1] ; [211 104],[2.00943396 0.99056604] ; [210.99056604 104.00943396],0
p7,1,0.993736,6.2e-05,[2 1] ; [208 103],[2.00636943 0.99363057] ; [207.99363057 103.00636943],0
