Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0075,7.149041,[31  4] ; [2 3],[28.875  6.125] ; [4.125 0.875],0
d5,1,0.047841,3.915573,[29  7] ; [2 3],[27.2195122  8.7804878] ; [3.7804878 1.2195122],0
s8,1,0.055754,3.659386,[10 26] ; [3 1],[11.7 24.3] ; [1.3 2.7],0
v1,1,0.069776,3.288272,[13 22] ; [4 1],[14.875 20.125] ; [2.125 2.875],0
d2,1,0.069776,3.288272,[22 13] ; [1 4],[20.125 14.875] ; [2.875 2.125],0
a3,1,0.069776,3.288272,[22 13] ; [1 4],[20.125 14.875] ; [2.875 2.125],0
v2,1,0.119769,2.420337,[20 15] ; [1 4],[18.375 16.625] ; [2.625 2.375],0
b1,1,0.136112,2.221376,[16 20] ; [4 1],[17.56097561 18.43902439] ; [2.43902439 2.56097561],0
p6,1,0.145946,2.114122,[ 5 31] ; [2 3],[ 6.14634146 29.85365854] ; [0.85365854 4.14634146],0
a7,1,0.151494,2.057143,[19 16] ; [1 4],[17.5 17.5] ; [2.5 2.5],0
p7,1,0.18804,1.732904,[17 18] ; [4 1],[18.375 16.625] ; [2.625 2.375],0
d1,1,0.20747,1.588995,[18 18] ; [1 4],[16.68292683 19.31707317] ; [2.31707317 2.68292683],0
v3,1,0.210228,1.569859,[11 24] ; [3 2],[12.25 22.75] ; [1.75 3.25],0
s1,1,0.245159,1.350682,[ 2 34] ; [1 4],[ 2.63414634 33.36585366] ; [0.36585366 4.63414634],0
s2,1,0.298512,1.080828,[20 16] ; [4 1],[21.07317073 14.92682927] ; [2.92682927 2.07317073],0
p3,1,0.304839,1.052903,[13 23] ; [3 2],[14.04878049 21.95121951] ; [1.95121951 3.04878049],0
p8,1,0.306535,1.045547,[ 9 26] ; [2 2],[ 9.87179487 25.12820513] ; [1.12820513 2.87179487],0
s3,1,0.452193,0.565149,[22 13] ; [4 1],[22.75 12.25] ; [3.25 1.75],0
u2,1,0.481556,0.495338,[4 9] ; [2 2],[4.58823529 8.41176471] ; [1.41176471 2.58823529],0
r3,1,0.587746,0.293878,[31  4] ; [4 1],[30.625  4.375] ; [4.375 0.625],0
p4,1,0.592219,0.286892,[17 19] ; [3 2],[17.56097561 18.43902439] ; [2.43902439 2.56097561],0
a6,1,0.592219,0.286892,[19 17] ; [2 3],[18.43902439 17.56097561] ; [2.56097561 2.43902439],0
b4,1,0.626901,0.236287,[25 11] ; [4 1],[25.46341463 10.53658537] ; [3.53658537 1.46341463],0
n6,1,0.688038,0.161218,[25 10] ; [4 1],[25.375  9.625] ; [3.625 1.375],0
r1,1,0.713013,0.135286,[26 10] ; [4 1],[26.34146341  9.65853659] ; [3.65853659 1.34146341],0
a4,1,0.761534,0.092092,[17 19] ; [2 3],[16.68292683 19.31707317] ; [2.31707317 2.68292683],0
d3,1,0.761534,0.092092,[19 17] ; [3 2],[19.31707317 16.68292683] ; [2.68292683 2.31707317],0
p2,1,0.768321,0.086772,[24 12] ; [3 2],[23.70731707 12.29268293] ; [3.29268293 1.70731707],0
p9,1,0.77271,0.083424,[14 19] ; [2 2],[14.27027027 18.72972973] ; [1.72972973 2.27027027],0
a8,1,0.780826,0.077419,[ 8 23] ; [1 4],[ 7.75 23.25] ; [1.25 3.75],0
u3,1,0.799846,0.064286,[6 8] ; [2 2],[6.22222222 7.77777778] ; [1.77777778 2.22222222],0
b5,1,0.865664,0.028618,[23 13] ; [3 2],[22.82926829 13.17073171] ; [3.17073171 1.82926829],0
a5,1,0.865664,0.028618,[23 13] ; [3 2],[22.82926829 13.17073171] ; [3.17073171 1.82926829],0
b2,1,0.913303,0.011853,[ 8 21] ; [1 3],[ 7.90909091 21.09090909] ; [1.09090909 2.90909091],0
b3,1,0.913303,0.011853,[ 8 21] ; [1 3],[ 7.90909091 21.09090909] ; [1.09090909 2.90909091],0
p11,1,0.94349,0.005025,[21 15] ; [3 2],[21.07317073 14.92682927] ; [2.92682927 2.07317073],0
