Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,49.333213,[108  30] ; [101 145],[75.109375 62.890625] ; [133.890625 112.109375],1
v1,1,3.6e-05,17.05088,[89 50] ; [105 144],[69.5 69.5] ; [124.5 124.5],1
s8,1,0.000311,13.005486,[50 89] ; [ 48 200],[ 35.19896641 103.80103359] ; [ 62.80103359 185.19896641],1
s7,1,0.000319,12.953852,[50 78] ; [ 51 187],[35.32240437 92.67759563] ; [ 65.67759563 172.32240437],1
n4,1,0.000463,12.260664,[115  26] ; [162  88],[99.89002558 41.10997442] ; [177.10997442  72.89002558],1
p5,1,0.000851,11.126343,[ 22 117] ; [ 14 236],[ 12.86375321 126.13624679] ; [ 23.13624679 226.86375321],1
p10,1,0.004347,8.132883,[116  21] ; [178  70],[104.61818182  32.38181818] ; [189.38181818  58.61818182],0
p3,1,0.006916,7.294733,[76 62] ; [102 148],[63.30927835 74.69072165] ; [114.69072165 135.30927835],0
r1,1,0.00896,6.830867,[116  25] ; [175  74],[105.20769231  35.79230769] ; [185.79230769  63.20769231],0
d2,1,0.013877,6.053776,[72 68] ; [ 96 153],[60.46272494 79.53727506] ; [107.53727506 141.46272494],0
d4,1,0.018747,5.525,[119  21] ; [187  63],[109.84615385  30.15384615] ; [196.15384615  53.84615385],0
n5,1,0.028592,4.792026,[108  33] ; [163  84],[98.48195876 42.51804124] ; [172.51804124  74.48195876],0
a3,1,0.030033,4.707377,[102  38] ; [155  95],[92.25641026 47.74358974] ; [164.74358974  85.25641026],0
p12,1,0.041423,4.158645,[ 10 128] ; [  7 242],[  6.0620155 131.9379845] ; [ 10.9379845 238.0620155],0
d1,1,0.041985,4.13581,[85 56] ; [124 126],[75.36828645 65.63171355] ; [133.63171355 116.36828645],0
a1,1,0.045671,3.993696,[ 10 131] ; [  7 243],[  6.13043478 134.86956522] ; [ 10.86956522 239.13043478],0
p7,1,0.063623,3.44033,[89 48] ; [137 111],[80.42077922 56.57922078] ; [145.57922078 102.42077922],0
p1,1,0.078443,3.096859,[ 14 127] ; [ 13 236],[  9.76153846 131.23846154] ; [ 17.23846154 231.76153846],0
r2,1,0.089196,2.888825,[131   7] ; [224  25],[126.58914729  11.41085271] ; [228.41085271  20.58914729],0
p6,1,0.137184,2.209262,[53 83] ; [ 78 170],[46.39583333 89.60416667] ; [ 84.60416667 163.39583333],0
a8,1,0.138937,2.189691,[ 17 101] ; [ 21 208],[ 12.9221902 105.0778098] ; [ 25.0778098 203.9221902],0
r4,1,0.140522,2.172231,[127  14] ; [212  38],[122.24808184  18.75191816] ; [216.75191816  33.24808184],0
u1,1,0.148503,2.087557,[ 25 116] ; [ 31 219],[ 20.1943734 120.8056266] ; [ 35.8056266 214.1943734],0
s4,1,0.166908,1.9105,[ 11 127] ; [ 31 216],[ 15.05454545 122.94545455] ; [ 26.94545455 220.05454545],0
a4,1,0.196731,1.666477,[66 74] ; [101 149],[59.94871795 80.05128205] ; [107.05128205 142.94871795],0
p4,1,0.199687,1.644663,[80 57] ; [129 121],[73.9870801 63.0129199] ; [135.0129199 114.9870801],0
u2,1,0.206412,1.596417,[24 14] ; [48 46],[20.72727273 17.27272727] ; [51.27272727 42.72727273],0
n6,1,0.209112,1.577561,[122  19] ; [204  46],[117.5601023  23.4398977] ; [208.4398977  41.5601023],0
p9,1,0.227273,1.45785,[115  24] ; [190  55],[110.40364583  28.59635417] ; [194.59635417  50.40364583],0
r3,1,0.272637,1.203429,[132   8] ; [228  22],[129.23076923  10.76923077] ; [230.76923077  19.23076923],0
s2,1,0.313013,1.017918,[ 24 116] ; [ 33 214],[ 20.62015504 119.37984496] ; [ 36.37984496 210.62015504],0
d5,1,0.399136,0.710929,[116  25] ; [196  53],[112.8  28.2] ; [199.2  49.8],0
a2,1,0.410729,0.676688,[ 32 109] ; [ 48 202],[ 28.84910486 112.15089514] ; [ 51.15089514 198.84910486],0
a5,1,0.422435,0.643532,[103  38] ; [173  77],[99.52941176 41.47058824] ; [176.47058824  73.52941176],0
d3,1,0.436935,0.604319,[97 44] ; [161  87],[93.51670951 47.48329049] ; [164.48329049  83.51670951],0
b4,1,0.5209,0.412111,[82 59] ; [137 113],[78.97442455 62.02557545] ; [140.02557545 109.97442455],0
b1,1,0.553615,0.35088,[51 90] ; [ 98 152],[53.7314578 87.2685422] ; [ 95.2685422 154.7314578],0
n2,1,0.562346,0.335658,[20 11] ; [52 22],[21.25714286  9.74285714] ; [50.74285714 23.25714286],0
n1,1,0.572284,0.318876,[ 8 21] ; [25 50],[ 9.20192308 19.79807692] ; [23.79807692 51.20192308],0
s6,1,0.573586,0.31672,[63 75] ; [105 141],[60.375 77.625] ; [107.625 138.375],0
