Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,38.637493,[29 73] ; [94 42],[52.71428571 49.28571429] ; [70.28571429 65.71428571],1
p8,1,0.0,29.950006,[33 68] ; [92 42],[53.72340426 47.27659574] ; [71.27659574 62.72340426],1
p6,1,1e-06,23.863738,[14 85] ; [60 76],[31.17446809 67.82553191] ; [42.82553191 93.17446809],1
n5,1,1.5e-05,18.710599,[55 47] ; [109  27],[70.28571429 31.71428571] ; [93.71428571 42.28571429],1
p7,1,3.3e-05,17.256498,[51 52] ; [102  33],[66.21428571 36.78571429] ; [86.78571429 48.21428571],1
r4,1,0.001273,10.381448,[83 20] ; [128   8],[90.93305439 12.06694561] ; [120.06694561  15.93305439],0
p5,1,0.001628,9.927683,[ 4 99] ; [ 23 113],[11.63598326 91.36401674] ; [ 15.36401674 120.63598326],0
p2,1,0.00232,9.277735,[75 28] ; [120  16],[84.0376569 18.9623431] ; [110.9623431  25.0376569],0
p10,1,0.00306,8.771414,[70 31] ; [116  20],[79.26582278 21.73417722] ; [106.73417722  29.26582278],0
v1,1,0.006571,7.386572,[52 49] ; [93 42],[62.05508475 38.94491525] ; [82.94491525 52.05508475],0
p11,1,0.006705,7.350387,[77 26] ; [120  16],[84.89958159 18.10041841] ; [112.10041841  23.89958159],0
u1,1,0.008868,6.849163,[ 8 95] ; [ 27 109],[15.08368201 87.91631799] ; [ 19.91631799 116.08368201],0
n4,1,0.009058,6.811353,[68 35] ; [110  26],[76.71129707 26.28870293] ; [101.28870293  34.71129707],0
p9,1,0.014331,5.996867,[75 26] ; [118  18],[82.24894515 18.75105485] ; [110.75105485  25.24894515],0
s6,1,0.018186,5.578125,[39 63] ; [73 63],[48. 54.] ; [64. 72.],0
s7,1,0.044261,4.046565,[21 77] ; [43 85],[27.75221239 70.24778761] ; [36.24778761 91.75221239],0
a5,1,0.055427,3.669186,[68 35] ; [105  31],[74.55648536 28.44351464] ; [98.44351464 37.55648536],0
p12,1,0.059921,3.539577,[  2 100] ; [ 10 126],[ 5.14285714 96.85714286] ; [  6.85714286 129.14285714],0
d2,1,0.070987,3.260041,[39 63] ; [68 68],[45.85714286 56.14285714] ; [61.14285714 74.85714286],0
u3,1,0.079689,3.071225,[10 17] ; [23 16],[13.5 13.5] ; [19.5 19.5],0
a2,1,0.086764,2.933417,[17 86] ; [ 35 101],[22.41004184 80.58995816] ; [ 29.58995816 106.41004184],0
r1,1,0.08954,2.88262,[79 24] ; [116  20],[84.0376569 18.9623431] ; [110.9623431  25.0376569],0
n1,1,0.125443,2.348009,[ 6 24] ; [ 9 14],[ 8.49056604 21.50943396] ; [ 6.50943396 16.49056604],0
d4,1,0.131637,2.273087,[88 14] ; [107  29],[83.57142857 18.42857143] ; [111.42857143  24.57142857],0
s5,1,0.140912,2.167976,[16 82] ; [ 33 103],[20.52136752 77.47863248] ; [ 28.47863248 107.52136752],0
p1,1,0.172321,1.862635,[ 5 98] ; [ 13 123],[ 7.75732218 95.24267782] ; [ 10.24267782 125.75732218],0
d5,1,0.180783,1.791175,[81 22] ; [116  20],[84.89958159 18.10041841] ; [112.10041841  23.89958159],0
s1,1,0.18653,1.744813,[ 3 98] ; [  1 135],[ 1.70464135 99.29535865] ; [  2.29535865 133.70464135],0
n6,1,0.238194,1.391254,[81 22] ; [115  21],[84.46861925 18.53138075] ; [111.53138075  24.46861925],0
