Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,99.221051,[ 66 198] ; [118  40],[115.10900474 148.89099526] ; [68.89099526 89.10900474],1
s2,1,0.0,60.915713,[ 84 190] ; [112  50],[123.17431193 150.82568807] ; [72.82568807 89.17431193],1
s6,1,0.0,55.613399,[127 143] ; [137  28],[163.86206897 106.13793103] ; [100.13793103  64.86206897],1
s3,1,0.0,46.743313,[110 161] ; [120  41],[144.28240741 126.71759259] ; [85.71759259 75.28240741],1
v3,1,6e-06,20.413719,[ 82 185] ; [83 74],[103.90330189 163.09669811] ; [61.09669811 95.90330189],1
r1,1,1.3e-05,18.984667,[198  77] ; [147  17],[216.11617312  58.88382688] ; [128.88382688  35.11617312],1
d1,1,1.9e-05,18.255871,[132 144] ; [114  52],[153.61085973 122.38914027] ; [92.38914027 73.61085973],1
a3,1,2.1e-05,18.058335,[174 100] ; [137  29],[193.66818182  80.33181818] ; [117.33181818  48.66818182],1
p9,1,4.6e-05,16.598752,[194  76] ; [146  19],[211.03448276  58.96551724] ; [128.96551724  36.03448276],1
p10,1,9.7e-05,15.184915,[195  79] ; [144  21],[211.58542141  62.41457859] ; [127.41457859  37.58542141],1
s5,1,0.000277,13.218241,[ 55 214] ; [ 58 101],[ 71.02102804 197.97897196] ; [ 41.97897196 117.02102804],1
d2,1,0.000294,13.107193,[117 155] ; [101  65],[135.37899543 136.62100457] ; [82.62100457 83.37899543],1
r4,1,0.000425,12.418743,[222  54] ; [154  12],[234.78733032  41.21266968] ; [141.21266968  24.78733032],1
a2,1,0.001976,9.572132,[ 51 225] ; [ 52 114],[ 64.31674208 211.68325792] ; [ 38.68325792 127.31674208],0
n6,1,0.002344,9.258821,[216  57] ; [149  16],[227.5  45.5] ; [137.5  27.5],0
v4,1,0.002862,8.893321,[241  33] ; [158   6],[249.60273973  24.39726027] ; [149.39726027  14.60273973],0
p3,1,0.003642,8.454053,[100 174] ; [84 82],[114.58181818 159.41818182] ; [69.41818182 96.58181818],0
d5,1,0.006221,7.485064,[209  66] ; [144  22],[220.12471655  54.87528345] ; [132.87528345  33.12471655],0
r3,1,0.007361,7.182613,[241  32] ; [159   7],[248.74715262  24.25284738] ; [151.25284738  14.74715262],0
p4,1,0.009926,6.648081,[118 156] ; [92 73],[131.07061503 142.92938497] ; [78.92938497 86.07061503],0
v2,1,0.011073,6.453565,[126 137] ; [97 63],[138.6501182 124.3498818] ; [84.3498818 75.6501182],0
u1,1,0.011244,6.4264,[ 36 240] ; [ 37 129],[ 45.58371041 230.41628959] ; [ 27.41628959 138.58371041],0
v1,1,0.012341,6.26116,[117 152] ; [88 69],[129.44835681 139.55164319] ; [75.55164319 81.44835681],0
p7,1,0.014719,5.949735,[124 148] ; [94 69],[136.31264368 135.68735632] ; [81.68735632 81.31264368],0
p12,1,0.017194,5.676508,[ 11 263] ; [ 16 150],[ 16.81363636 257.18636364] ; [ 10.18636364 155.81363636],0
d4,1,0.023444,5.135291,[208  66] ; [141  25],[217.33181818  56.66818182] ; [131.66818182  34.33181818],0
a5,1,0.027563,4.855182,[195  81] ; [133  33],[204.81447964  71.18552036] ; [123.18552036  42.81447964],0
p11,1,0.030544,4.678427,[205  71] ; [138  28],[214.18099548  61.81900452] ; [128.81900452  37.18099548],0
u4,1,0.062126,3.479688,[  2 274] ; [  5 161],[  4.37104072 271.62895928] ; [  2.62895928 163.37104072],0
p8,1,0.076276,3.142507,[103 170] ; [76 88],[111.82379863 161.17620137] ; [67.17620137 96.82379863],0
u2,1,0.106293,2.608494,[48 51] ; [19 10],[51.8203125 47.1796875] ; [15.1796875 13.8203125],0
u3,1,0.106681,2.60271,[46 56] ; [18 11],[49.83206107 52.16793893] ; [14.16793893 14.83206107],0
